"Date","Prac","Subject","Age","Sex","Hand","Block","Bin","Trial","Shape","Label","Match","CorrResp","Resp","ACC","RT","Morality","Identity"
"02-May-2018_14:30:33","Exp",7302,22,"female","R",2,4,8,"moralSelf","immoralOther","mismatch","n","n",1,0.5974,"Good","Self"
"02-May-2018_14:30:35","Exp",7302,22,"female","R",2,4,9,"immoralOther","moralSelf","mismatch","n","n",1,0.6796,"Bad","Other"
"02-May-2018_14:30:38","Exp",7302,22,"female","R",2,4,10,"moralSelf","immoralOther","mismatch","n","n",1,0.8337,"Good","Self"
"02-May-2018_14:30:40","Exp",7302,22,"female","R",2,4,11,"immoralSelf","moralSelf","mismatch","n","m",0,0.5898,"Bad","Self"
"02-May-2018_14:30:42","Exp",7302,22,"female","R",2,4,12,"moralOther","immoralOther","mismatch","n","n",1,0.6259,"Good","Other"
"02-May-2018_14:30:44","Exp",7302,22,"female","R",2,4,13,"immoralSelf","immoralSelf","match","m","m",1,0.76,"Bad","Self"
"02-May-2018_14:30:46","Exp",7302,22,"female","R",2,4,14,"immoralOther","moralOther","mismatch","n","n",1,0.6662,"Bad","Other"
"02-May-2018_14:30:48","Exp",7302,22,"female","R",2,4,15,"moralOther","moralOther","match","m","m",1,0.6003,"Good","Other"
"02-May-2018_14:30:50","Exp",7302,22,"female","R",2,4,16,"moralSelf","moralSelf","match","m","n",0,0.7144,"Good","Self"
"02-May-2018_14:30:52","Exp",7302,22,"female","R",2,4,17,"moralOther","moralOther","match","m","m",1,0.7025,"Good","Other"
"02-May-2018_14:30:54","Exp",7302,22,"female","R",2,4,18,"immoralOther","moralSelf","mismatch","n","n",1,0.6766,"Bad","Other"
"02-May-2018_14:30:56","Exp",7302,22,"female","R",2,4,19,"immoralSelf","immoralOther","mismatch","n","n",1,0.8327,"Bad","Self"
"02-May-2018_14:30:58","Exp",7302,22,"female","R",2,4,20,"immoralOther","immoralOther","match","m","m",1,0.7649,"Bad","Other"
"02-May-2018_14:31:01","Exp",7302,22,"female","R",2,4,21,"immoralSelf","immoralSelf","match","m","m",1,0.7991,"Bad","Self"
"02-May-2018_14:31:03","Exp",7302,22,"female","R",2,4,22,"moralSelf","moralSelf","match","m","m",1,0.6411,"Good","Self"
"02-May-2018_14:31:05","Exp",7302,22,"female","R",2,4,23,"immoralSelf","moralOther","mismatch","n","n",1,0.6912,"Bad","Self"
"02-May-2018_14:31:07","Exp",7302,22,"female","R",2,4,24,"moralOther","immoralOther","mismatch","n","n",1,0.6434,"Good","Other"
"02-May-2018_14:31:09","Exp",7302,22,"female","R",2,5,1,"moralOther","moralOther","match","m","m",1,0.8215,"Good","Other"
"02-May-2018_14:31:11","Exp",7302,22,"female","R",2,5,2,"moralSelf","immoralSelf","mismatch","n","n",1,0.7476,"Good","Self"
"02-May-2018_14:31:13","Exp",7302,22,"female","R",2,5,3,"moralSelf","immoralOther","mismatch","n","n",1,0.8797,"Good","Self"
"02-May-2018_14:31:15","Exp",7302,22,"female","R",2,5,4,"moralOther","moralOther","match","m","m",1,0.6258,"Good","Other"
"02-May-2018_14:31:17","Exp",7302,22,"female","R",2,5,5,"immoralOther","moralOther","mismatch","n","m",0,0.616,"Bad","Other"
"02-May-2018_14:31:20","Exp",7302,22,"female","R",2,5,6,"immoralOther","immoralOther","match","m","n",0,0.9041,"Bad","Other"
"02-May-2018_14:31:22","Exp",7302,22,"female","R",2,5,7,"moralOther","immoralSelf","mismatch","n","n",1,0.6702,"Good","Other"
"02-May-2018_14:31:24","Exp",7302,22,"female","R",2,5,8,"moralSelf","moralSelf","match","m","m",1,0.6423,"Good","Self"
"02-May-2018_14:31:26","Exp",7302,22,"female","R",2,5,9,"immoralSelf","moralSelf","mismatch","n","n",1,0.7164,"Bad","Self"
"02-May-2018_14:31:28","Exp",7302,22,"female","R",2,5,10,"immoralSelf","immoralOther","mismatch","n","n",1,0.8245,"Bad","Self"
"02-May-2018_14:31:30","Exp",7302,22,"female","R",2,5,11,"immoralSelf","moralOther","mismatch","n","n",1,0.6947,"Bad","Self"
"02-May-2018_14:31:32","Exp",7302,22,"female","R",2,5,12,"immoralSelf","immoralSelf","match","m","n",0,0.6229,"Bad","Self"
"02-May-2018_14:31:34","Exp",7302,22,"female","R",2,5,13,"immoralOther","moralSelf","mismatch","n","n",1,0.6849,"Bad","Other"
"02-May-2018_14:31:36","Exp",7302,22,"female","R",2,5,14,"immoralOther","immoralOther","match","m","m",1,0.751,"Bad","Other"
"02-May-2018_14:31:39","Exp",7302,22,"female","R",2,5,15,"immoralOther","moralSelf","mismatch","n","n",1,0.8111,"Bad","Other"
"02-May-2018_14:31:41","Exp",7302,22,"female","R",2,5,16,"moralSelf","moralOther","mismatch","n","n",1,0.7233,"Good","Self"
"02-May-2018_14:31:43","Exp",7302,22,"female","R",2,5,17,"moralOther","immoralSelf","mismatch","n","n",1,0.8134,"Good","Other"
"02-May-2018_14:31:45","Exp",7302,22,"female","R",2,5,18,"moralOther","moralOther","match","m","m",1,0.7335,"Good","Other"
"02-May-2018_14:31:47","Exp",7302,22,"female","R",2,5,19,"immoralSelf","immoralSelf","match","m","m",1,0.7816,"Bad","Self"
"02-May-2018_14:31:49","Exp",7302,22,"female","R",2,5,20,"moralSelf","moralSelf","match","m","m",1,0.6757,"Good","Self"
"02-May-2018_14:31:51","Exp",7302,22,"female","R",2,5,21,"moralSelf","moralSelf","match","m","m",1,0.5516,"Good","Self"
"02-May-2018_14:31:53","Exp",7302,22,"female","R",2,5,22,"immoralSelf","immoralSelf","match","m","m",1,0.78,"Bad","Self"
"02-May-2018_14:31:56","Exp",7302,22,"female","R",2,5,23,"moralOther","immoralOther","mismatch","n","n",1,0.8421,"Good","Other"
"02-May-2018_14:31:58","Exp",7302,22,"female","R",2,5,24,"immoralOther","immoralOther","match","m","m",1,0.6523,"Bad","Other"
"02-May-2018_14:32:03","Exp",7302,22,"female","R",3,1,1,"moralOther","moralOther","match","m","m",1,0.5825,"Good","Other"
"02-May-2018_14:32:05","Exp",7302,22,"female","R",3,1,2,"immoralOther","immoralOther","match","m","m",1,0.7726,"Bad","Other"
"02-May-2018_14:32:07","Exp",7302,22,"female","R",3,1,3,"immoralOther","immoralOther","match","m","m",1,0.5407,"Bad","Other"
"02-May-2018_14:32:09","Exp",7302,22,"female","R",3,1,4,"moralSelf","moralOther","mismatch","n","n",1,0.7548,"Good","Self"
"02-May-2018_14:32:11","Exp",7302,22,"female","R",3,1,5,"immoralSelf","immoralSelf","match","m","m",1,0.823,"Bad","Self"
"02-May-2018_14:32:13","Exp",7302,22,"female","R",3,1,6,"immoralSelf","moralOther","mismatch","n","n",1,0.8051,"Bad","Self"
"02-May-2018_14:32:15","Exp",7302,22,"female","R",3,1,7,"immoralOther","moralOther","mismatch","n","n",1,0.7352,"Bad","Other"
"02-May-2018_14:32:17","Exp",7302,22,"female","R",3,1,8,"immoralSelf","immoralSelf","match","m","m",1,0.6634,"Bad","Self"
"02-May-2018_14:32:19","Exp",7302,22,"female","R",3,1,9,"immoralOther","immoralSelf","mismatch","n","n",1,0.7255,"Bad","Other"
"02-May-2018_14:32:22","Exp",7302,22,"female","R",3,1,10,"moralOther","moralSelf","mismatch","n","n",1,0.7596,"Good","Other"
"02-May-2018_14:32:24","Exp",7302,22,"female","R",3,1,11,"immoralOther","immoralOther","match","m","m",1,0.6657,"Bad","Other"
"02-May-2018_14:32:26","Exp",7302,22,"female","R",3,1,12,"moralSelf","immoralOther","mismatch","n","n",1,0.6478,"Good","Self"
"02-May-2018_14:32:28","Exp",7302,22,"female","R",3,1,13,"moralOther","moralSelf","mismatch","n","n",1,0.8559,"Good","Other"
"02-May-2018_14:32:30","Exp",7302,22,"female","R",3,1,14,"moralSelf","moralOther","mismatch","n","n",1,0.6961,"Good","Self"
"02-May-2018_14:32:32","Exp",7302,22,"female","R",3,1,15,"moralSelf","moralSelf","match","m",NA,-1,1.042,"Good","Self"
"02-May-2018_14:32:34","Exp",7302,22,"female","R",3,1,16,"moralSelf","moralSelf","match","m","n",0,0.5864,"Good","Self"
"02-May-2018_14:32:36","Exp",7302,22,"female","R",3,1,17,"moralOther","moralOther","match","m","m",1,0.6484,"Good","Other"
"02-May-2018_14:32:39","Exp",7302,22,"female","R",3,1,18,"moralSelf","moralSelf","match","m","m",1,0.7446,"Good","Self"
"02-May-2018_14:32:41","Exp",7302,22,"female","R",3,1,19,"immoralOther","immoralSelf","mismatch","n","n",1,0.7027,"Bad","Other"
"02-May-2018_14:32:43","Exp",7302,22,"female","R",3,1,20,"immoralSelf","moralOther","mismatch","n","n",1,0.6928,"Bad","Self"
"02-May-2018_14:32:45","Exp",7302,22,"female","R",3,1,21,"immoralSelf","immoralSelf","match","m","m",1,0.4849,"Bad","Self"
"02-May-2018_14:32:47","Exp",7302,22,"female","R",3,1,22,"immoralSelf","moralOther","mismatch","n","n",1,0.599,"Bad","Self"
"02-May-2018_14:32:49","Exp",7302,22,"female","R",3,1,23,"moralOther","moralSelf","mismatch","n","n",1,0.8572,"Good","Other"
"02-May-2018_14:32:51","Exp",7302,22,"female","R",3,1,24,"moralOther","moralOther","match","m","n",0,0.5433,"Good","Other"
"02-May-2018_14:32:53","Exp",7302,22,"female","R",3,2,1,"moralOther","immoralOther","mismatch","n","n",1,0.6774,"Good","Other"
"02-May-2018_14:32:55","Exp",7302,22,"female","R",3,2,2,"moralSelf","moralSelf","match","m","m",1,0.5915,"Good","Self"
"02-May-2018_14:32:57","Exp",7302,22,"female","R",3,2,3,"immoralOther","immoralSelf","mismatch","n","n",1,0.7156,"Bad","Other"
"02-May-2018_14:32:59","Exp",7302,22,"female","R",3,2,4,"immoralOther","immoralOther","match","m","m",1,0.5757,"Bad","Other"
"02-May-2018_14:33:01","Exp",7302,22,"female","R",3,2,5,"moralOther","moralOther","match","m","m",1,0.6719,"Good","Other"
"02-May-2018_14:33:03","Exp",7302,22,"female","R",3,2,6,"moralSelf","moralSelf","match","m","m",1,0.6359,"Good","Self"
"02-May-2018_14:33:05","Exp",7302,22,"female","R",3,2,7,"immoralSelf","immoralSelf","match","m","m",1,0.504,"Bad","Self"
"02-May-2018_14:33:07","Exp",7302,22,"female","R",3,2,8,"moralOther","moralOther","match","m","m",1,0.5742,"Good","Other"
"02-May-2018_14:33:09","Exp",7302,22,"female","R",3,2,9,"moralOther","immoralOther","mismatch","n","m",0,0.5662,"Good","Other"
"02-May-2018_14:33:11","Exp",7302,22,"female","R",3,2,10,"immoralSelf","immoralSelf","match","m","m",1,0.5844,"Bad","Self"
"02-May-2018_14:33:13","Exp",7302,22,"female","R",3,2,11,"moralOther","immoralSelf","mismatch","n","n",1,0.6546,"Good","Other"
"02-May-2018_14:33:15","Exp",7302,22,"female","R",3,2,12,"immoralSelf","immoralSelf","match","m","m",1,0.5906,"Bad","Self"
"02-May-2018_14:33:17","Exp",7302,22,"female","R",3,2,13,"moralSelf","immoralOther","mismatch","n","n",1,0.8028,"Good","Self"
"02-May-2018_14:33:19","Exp",7302,22,"female","R",3,2,14,"immoralSelf","immoralOther","mismatch","n","m",0,0.6448,"Bad","Self"
"02-May-2018_14:33:21","Exp",7302,22,"female","R",3,2,15,"moralSelf","moralOther","mismatch","n","n",1,0.7029,"Good","Self"
"02-May-2018_14:33:23","Exp",7302,22,"female","R",3,2,16,"moralSelf","moralOther","mismatch","n","n",1,0.6451,"Good","Self"
"02-May-2018_14:33:25","Exp",7302,22,"female","R",3,2,17,"immoralSelf","immoralOther","mismatch","n","n",1,0.7272,"Bad","Self"
"02-May-2018_14:33:27","Exp",7302,22,"female","R",3,2,18,"moralOther","moralOther","match","m","m",1,0.6233,"Good","Other"
"02-May-2018_14:33:29","Exp",7302,22,"female","R",3,2,19,"immoralOther","immoralSelf","mismatch","n","m",0,0.6935,"Bad","Other"
"02-May-2018_14:33:31","Exp",7302,22,"female","R",3,2,20,"immoralOther","immoralOther","match","m","m",1,0.6455,"Bad","Other"
"02-May-2018_14:33:33","Exp",7302,22,"female","R",3,2,21,"immoralOther","moralSelf","mismatch","n","n",1,0.6877,"Bad","Other"
"02-May-2018_14:33:35","Exp",7302,22,"female","R",3,2,22,"immoralOther","immoralOther","match","m","m",1,0.6558,"Bad","Other"
"02-May-2018_14:33:38","Exp",7302,22,"female","R",3,2,23,"immoralSelf","moralOther","mismatch","n","n",1,0.6879,"Bad","Self"
"02-May-2018_14:33:40","Exp",7302,22,"female","R",3,2,24,"moralSelf","moralSelf","match","m","n",0,0.7681,"Good","Self"
"02-May-2018_14:33:42","Exp",7302,22,"female","R",3,3,1,"immoralSelf","immoralOther","mismatch","n","m",0,0.7201,"Bad","Self"
"02-May-2018_14:33:44","Exp",7302,22,"female","R",3,3,2,"immoralOther","immoralOther","match","m","m",1,0.6262,"Bad","Other"
"02-May-2018_14:33:46","Exp",7302,22,"female","R",3,3,3,"immoralSelf","immoralSelf","match","m","m",1,0.7044,"Bad","Self"
"02-May-2018_14:33:48","Exp",7302,22,"female","R",3,3,4,"immoralOther","immoralOther","match","m","m",1,0.5825,"Bad","Other"
"02-May-2018_14:33:50","Exp",7302,22,"female","R",3,3,5,"moralOther","immoralOther","mismatch","n","n",1,0.8366,"Good","Other"
"02-May-2018_14:33:52","Exp",7302,22,"female","R",3,3,6,"immoralOther","immoralSelf","mismatch","n","n",1,0.7687,"Bad","Other"
"02-May-2018_14:33:54","Exp",7302,22,"female","R",3,3,7,"immoralOther","moralOther","mismatch","n","n",1,0.6648,"Bad","Other"
"02-May-2018_14:33:56","Exp",7302,22,"female","R",3,3,8,"immoralSelf","immoralOther","mismatch","n","m",0,0.623,"Bad","Self"
"02-May-2018_14:33:59","Exp",7302,22,"female","R",3,3,9,"immoralOther","immoralSelf","mismatch","n","n",1,0.8054,"Bad","Other"
"02-May-2018_14:34:01","Exp",7302,22,"female","R",3,3,10,"immoralSelf","immoralOther","mismatch","n","n",1,0.7272,"Bad","Self"
"02-May-2018_14:34:03","Exp",7302,22,"female","R",3,3,11,"immoralSelf","immoralSelf","match","m","m",1,0.6633,"Bad","Self"
"02-May-2018_14:34:05","Exp",7302,22,"female","R",3,3,12,"moralOther","moralOther","match","m","m",1,0.6774,"Good","Other"
"02-May-2018_14:34:07","Exp",7302,22,"female","R",3,3,13,"moralSelf","moralSelf","match","m","m",1,0.7595,"Good","Self"
"02-May-2018_14:34:09","Exp",7302,22,"female","R",3,3,14,"moralOther","moralOther","match","m","m",1,0.6416,"Good","Other"
"02-May-2018_14:34:11","Exp",7302,22,"female","R",3,3,15,"moralSelf","immoralOther","mismatch","n","n",1,0.7878,"Good","Self"
"02-May-2018_14:34:13","Exp",7302,22,"female","R",3,3,16,"moralSelf","moralSelf","match","m","m",1,0.5839,"Good","Self"
"02-May-2018_14:34:15","Exp",7302,22,"female","R",3,3,17,"moralSelf","moralSelf","match","m","m",1,0.6141,"Good","Self"
"02-May-2018_14:34:17","Exp",7302,22,"female","R",3,3,18,"moralOther","moralOther","match","m","m",1,0.6781,"Good","Other"
"02-May-2018_14:34:19","Exp",7302,22,"female","R",3,3,19,"immoralSelf","immoralSelf","match","m","m",1,0.6402,"Bad","Self"
"02-May-2018_14:34:21","Exp",7302,22,"female","R",3,3,20,"moralSelf","immoralOther","mismatch","n","n",1,0.6744,"Good","Self"
"02-May-2018_14:34:24","Exp",7302,22,"female","R",3,3,21,"immoralOther","immoralOther","match","m","m",1,0.8785,"Bad","Other"
"02-May-2018_14:34:26","Exp",7302,22,"female","R",3,3,22,"moralOther","immoralSelf","mismatch","n","n",1,0.7526,"Good","Other"
"02-May-2018_14:34:28","Exp",7302,22,"female","R",3,3,23,"moralOther","immoralSelf","mismatch","n","n",1,0.8447,"Good","Other"
"02-May-2018_14:34:30","Exp",7302,22,"female","R",3,3,24,"moralSelf","immoralSelf","mismatch","n","m",0,0.6229,"Good","Self"
"02-May-2018_14:34:40","Exp",7302,22,"female","R",3,4,1,"immoralOther","immoralOther","match","m","n",0,0.7675,"Bad","Other"
"02-May-2018_14:34:42","Exp",7302,22,"female","R",3,4,2,"moralOther","moralOther","match","m","m",1,0.5276,"Good","Other"
"02-May-2018_14:34:45","Exp",7302,22,"female","R",3,4,3,"immoralOther","immoralOther","match","m","m",1,0.8237,"Bad","Other"
"02-May-2018_14:34:47","Exp",7302,22,"female","R",3,4,4,"immoralSelf","moralSelf","mismatch","n","n",1,0.99,"Bad","Self"
"02-May-2018_14:34:49","Exp",7302,22,"female","R",3,4,5,"moralOther","moralOther","match","m","m",1,0.7619,"Good","Other"
"02-May-2018_14:34:51","Exp",7302,22,"female","R",3,4,6,"moralSelf","moralOther","mismatch","n","n",1,0.7082,"Good","Self"
"02-May-2018_14:34:53","Exp",7302,22,"female","R",3,4,7,"immoralOther","immoralOther","match","m","m",1,0.7522,"Bad","Other"
"02-May-2018_14:34:56","Exp",7302,22,"female","R",3,4,8,"moralSelf","moralSelf","match","m","m",1,0.7803,"Good","Self"
"02-May-2018_14:34:58","Exp",7302,22,"female","R",3,4,9,"immoralSelf","immoralSelf","match","m","m",1,0.6424,"Bad","Self"
"02-May-2018_14:35:00","Exp",7302,22,"female","R",3,4,10,"moralSelf","moralOther","mismatch","n","n",1,0.6765,"Good","Self"
"02-May-2018_14:35:02","Exp",7302,22,"female","R",3,4,11,"moralSelf","moralOther","mismatch","n","n",1,0.8247,"Good","Self"
"02-May-2018_14:35:04","Exp",7302,22,"female","R",3,4,12,"moralSelf","moralSelf","match","m","m",1,0.6549,"Good","Self"
"02-May-2018_14:35:06","Exp",7302,22,"female","R",3,4,13,"immoralSelf","immoralSelf","match","m","m",1,0.6629,"Bad","Self"
"02-May-2018_14:35:08","Exp",7302,22,"female","R",3,4,14,"moralOther","moralSelf","mismatch","n","n",1,0.733,"Good","Other"
"02-May-2018_14:35:10","Exp",7302,22,"female","R",3,4,15,"immoralSelf","immoralOther","mismatch","n","n",1,0.7891,"Bad","Self"
"02-May-2018_14:35:13","Exp",7302,22,"female","R",3,4,16,"immoralOther","moralSelf","mismatch","n",NA,-1,1.042,"Bad","Other"
"02-May-2018_14:35:15","Exp",7302,22,"female","R",3,4,17,"immoralOther","immoralSelf","mismatch","n",NA,-1,1.042,"Bad","Other"
"02-May-2018_14:35:17","Exp",7302,22,"female","R",3,4,18,"immoralSelf","immoralSelf","match","m","m",1,0.6935,"Bad","Self"
"02-May-2018_14:35:19","Exp",7302,22,"female","R",3,4,19,"immoralOther","moralOther","mismatch","n","n",1,0.6377,"Bad","Other"
"02-May-2018_14:35:21","Exp",7302,22,"female","R",3,4,20,"moralOther","moralSelf","mismatch","n","n",1,0.7518,"Good","Other"
"02-May-2018_14:35:23","Exp",7302,22,"female","R",3,4,21,"immoralSelf","moralSelf","mismatch","n","n",1,0.7239,"Bad","Self"
"02-May-2018_14:35:25","Exp",7302,22,"female","R",3,4,22,"moralOther","immoralOther","mismatch","n","n",1,0.646,"Good","Other"
"02-May-2018_14:35:28","Exp",7302,22,"female","R",3,4,23,"moralSelf","moralSelf","match","m","m",1,0.7361,"Good","Self"
"02-May-2018_14:35:30","Exp",7302,22,"female","R",3,4,24,"moralOther","moralOther","match","m","m",1,0.6323,"Good","Other"
"02-May-2018_14:35:32","Exp",7302,22,"female","R",3,5,1,"moralOther","immoralSelf","mismatch","n","n",1,0.7163,"Good","Other"
"02-May-2018_14:35:34","Exp",7302,22,"female","R",3,5,2,"moralSelf","moralOther","mismatch","n","m",0,0.7205,"Good","Self"
"02-May-2018_14:35:36","Exp",7302,22,"female","R",3,5,3,"moralOther","moralOther","match","m","m",1,0.6986,"Good","Other"
"02-May-2018_14:35:38","Exp",7302,22,"female","R",3,5,4,"immoralOther","moralSelf","mismatch","n","n",1,0.6967,"Bad","Other"
"02-May-2018_14:35:40","Exp",7302,22,"female","R",3,5,5,"immoralSelf","immoralOther","mismatch","n","n",1,0.7288,"Bad","Self"
"02-May-2018_14:35:42","Exp",7302,22,"female","R",3,5,6,"moralSelf","moralSelf","match","m","m",1,0.601,"Good","Self"
"02-May-2018_14:35:44","Exp",7302,22,"female","R",3,5,7,"immoralOther","immoralOther","match","m","n",0,0.6431,"Bad","Other"
"02-May-2018_14:35:46","Exp",7302,22,"female","R",3,5,8,"moralOther","immoralOther","mismatch","n","n",1,0.6292,"Good","Other"
"02-May-2018_14:35:48","Exp",7302,22,"female","R",3,5,9,"immoralSelf","immoralSelf","match","m","m",1,0.7373,"Bad","Self"
"02-May-2018_14:35:50","Exp",7302,22,"female","R",3,5,10,"immoralSelf","moralOther","mismatch","n","n",1,0.6874,"Bad","Self"
"02-May-2018_14:35:52","Exp",7302,22,"female","R",3,5,11,"moralOther","moralOther","match","m","m",1,0.6475,"Good","Other"
"02-May-2018_14:35:55","Exp",7302,22,"female","R",3,5,12,"moralSelf","moralSelf","match","m","m",1,0.7757,"Good","Self"
"02-May-2018_14:35:57","Exp",7302,22,"female","R",3,5,13,"moralSelf","moralSelf","match","m","m",1,0.6478,"Good","Self"
"02-May-2018_14:35:59","Exp",7302,22,"female","R",3,5,14,"immoralOther","immoralOther","match","m","m",1,0.6399,"Bad","Other"
"02-May-2018_14:36:01","Exp",7302,22,"female","R",3,5,15,"immoralOther","immoralOther","match","m","m",1,0.5701,"Bad","Other"
"02-May-2018_14:36:03","Exp",7302,22,"female","R",3,5,16,"immoralOther","moralSelf","mismatch","n","n",1,0.6822,"Bad","Other"
"02-May-2018_14:36:05","Exp",7302,22,"female","R",3,5,17,"moralSelf","immoralSelf","mismatch","n","n",1,0.9402,"Good","Self"
"02-May-2018_14:36:07","Exp",7302,22,"female","R",3,5,18,"moralOther","moralOther","match","m","m",1,0.5384,"Good","Other"
"02-May-2018_14:36:09","Exp",7302,22,"female","R",3,5,19,"immoralOther","immoralSelf","mismatch","n","n",1,0.6165,"Bad","Other"
"02-May-2018_14:36:11","Exp",7302,22,"female","R",3,5,20,"moralOther","moralSelf","mismatch","n","n",1,0.6806,"Good","Other"
"02-May-2018_14:36:13","Exp",7302,22,"female","R",3,5,21,"immoralSelf","immoralSelf","match","m","m",1,0.7307,"Bad","Self"
"02-May-2018_14:36:15","Exp",7302,22,"female","R",3,5,22,"moralSelf","immoralSelf","mismatch","n","n",1,0.7868,"Good","Self"
"02-May-2018_14:36:17","Exp",7302,22,"female","R",3,5,23,"immoralSelf","moralSelf","mismatch","n","n",1,0.785,"Bad","Self"
"02-May-2018_14:36:19","Exp",7302,22,"female","R",3,5,24,"immoralSelf","immoralSelf","match","m","m",1,0.6551,"Bad","Self"
"02-May-2018_14:23:06","Exp",7302,22,"female","R",1,1,1,"immoralSelf","immoralOther","mismatch","n","m",0,0.7561,"Bad","Self"
"02-May-2018_14:23:08","Exp",7302,22,"female","R",1,1,2,"moralOther","moralSelf","mismatch","n","n",1,0.7043,"Good","Other"
