"","age","language","avgtemp","DEQ","ALEX1","ALEX2","ALEX3","ALEX4","ALEX5","ALEX6","ALEX7","ALEX8","ALEX9","ALEX10","ALEX11","ALEX12","ALEX13","ALEX14","ALEX15","ALEX16","ECR1","ECR2","ECR3","ECR4","ECR5","ECR6","ECR7","ECR8","ECR9","ECR10","ECR11","ECR12","ECR13","ECR14","ECR15","ECR16","ECR17","ECR18","ECR19","ECR20","ECR21","ECR22","ECR23","ECR24","ECR25","ECR26","ECR27","ECR28","ECR29","ECR30","ECR31","ECR32","ECR33","ECR34","ECR35","ECR36","HOME1","HOME2","HOME3","HOME4","HOME5","HOME6","HOME7","HOME8","HOME9","KAMF1","KAMF2","KAMF3","KAMF4","KAMF5","KAMF6","KAMF7","SNI1","SNI2","SNI3","SNI4","SNI5","SNI6","SNI7","SNI8","SNI9","SNI10","SNI11","SNI12","SNI13","SNI14","SNI15","SNI16","SNI17","SNI18","SNI19","SNI20","SNI21","SNI22","SNI23","SNI24","SNI25","SNI26","SNI27","SNI28","SNI29","SNI30","SNI31","SNI32","socialdiversity"
"1149",1996,5,35.4,51.75,2,5,1,3,2,1,4,4,2,2,1,2,4,2,4,2,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,5,3,2,2,3,4,4,4,4,1,3,2,2,2,1,NA,4,4,5,NA,5,5,1,1,1,NA,2,6,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1150",1996,5,35.5,51.75,2,3,1,3,2,2,2,2,2,2,1,2,2,4,3,2,4,4,4,4,4,1,4,4,4,4,2,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,4,3,2,3,3,3,3,2,1,3,3,1,2,1,NA,4,4,5,NA,2,2,3,2,1,NA,2,8,1,NA,NA,1,1,NA,2,"Oxford Latin Speaking Society","Oxford Latin Conversation Society","Plato Reading Group",NA,NA,2,4,1,NA,NA,5
"1151",1996,9,35.5,52.23330688,2,2,2,2,3,4,2,3,1,1,1,1,2,1,3,1,1,2,2,1,3,2,3,1,2,3,6,1,1,2,1,1,2,2,2,6,6,5,2,6,7,4,5,7,5,6,7,7,7,7,2,6,4,4,3,4,3,4,2,4,4,4,4,4,3,2,2,4,2,1,NA,4,2,5,1,6,6,3,3,1,NA,1,NA,2,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1152",1996,4,35.55,59.91670227,1,1,1,2,1,1,1,1,4,1,1,2,3,5,5,5,4,1,1,1,7,1,4,2,1,1,3,1,2,1,2,1,3,1,2,1,6,1,1,2,1,1,1,3,3,1,2,1,1,1,1,2,5,5,5,5,5,4,2,4,3,2,2,1,1,1,1,1,1,1,NA,4,4,4,2,8,5,7,7,1,NA,2,8,1,NA,NA,1,1,NA,2,"Klatring",".",".",".",".",3,0,0,0,0,8
"1153",1996,6,35.55,44.81860352,4,4,4,2,4,4,4,4,4,4,4,1,4,1,4,1,4,1,2,1,1,5,5,1,NA,1,4,8,2,1,2,4,1,1,1,NA,4,NA,1,2,1,3,3,NA,NA,NA,NA,1,4,4,NA,NA,5,5,5,5,5,4,3,4,4,3,4,4,2,6,6,6,1,1,NA,4,4,4,2,5,4,5,5,2,8,2,6,1,NA,NA,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1154",1996,5,35.55555556,34.13519287,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,4,5,5,5,5,2,1,NA,4,4,5,NA,8,4,7,3,2,1,2,3,1,NA,NA,3,1,NA,2,"friends",NA,NA,NA,NA,7,NA,NA,NA,NA,6
"1155",1996,6,35.6,44.81860352,3,2,1,2,4,3,3,2,3,2,4,4,2,2,2,1,7,5,2,7,8,7,8,8,3,2,3,2,8,2,2,7,8,2,3,1,8,1,2,2,2,NA,5,3,4,3,5,2,6,6,1,NA,5,5,3,5,5,3,3,3,3,4,3,4,1,2,3,2,2,1,NA,4,4,4,1,3,2,3,1,2,1,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1156",1996,6,35.65,44.7467041,2,2,1,2,1,2,2,3,2,1,2,1,3,2,2,2,8,5,4,8,5,5,5,8,3,2,6,4,8,4,5,4,8,4,3,3,5,NA,8,3,2,NA,NA,6,NA,5,5,2,3,1,3,4,5,5,5,5,4,5,5,5,4,3,2,4,1,2,2,2,2,1,NA,4,4,5,NA,1,NA,3,3,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1157",1996,4,35.65,59.91270447,3,3,1,3,4,3,4,2,3,3,4,2,2,2,3,2,5,2,2,2,6,3,5,5,2,2,2,2,2,2,4,3,3,2,5,3,4,3,5,3,4,5,3,5,2,5,3,5,4,4,2,3,5,5,4,5,4,4,3,5,4,4,6,5,1,2,6,3,2,1,NA,4,4,5,NA,6,2,4,3,1,NA,2,6,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1158",1996,3,35.65,39.91169739,3,4,3,4,3,4,4,3,2,4,2,1,3,2,3,3,6,5,6,6,6,6,5,6,6,4,7,4,4,1,5,5,6,2,2,4,6,6,5,4,2,6,7,2,4,6,2,6,5,5,2,4,5,5,5,5,5,5,5,5,5,5,8,6,3,6,2,2,2,1,NA,4,4,5,NA,8,5,4,4,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1159",1996,4,35.7,59.91270447,1,4,1,5,3,1,3,5,4,2,2,2,3,2,5,3,5,2,4,3,7,3,2,4,4,1,2,2,2,2,6,2,5,2,5,5,6,5,6,2,6,6,3,2,2,3,3,7,3,3,5,1,5,5,4,5,5,5,4,5,5,5,6,4,1,3,5,3,2,1,NA,4,2,4,1,8,4,8,7,1,NA,2,5,3,8,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1160",1996,4,35.75,59.91670227,4,4,3,4,3,4,4,4,3,4,2,2,2,3,2,2,4,4,3,4,6,5,5,5,4,3,3,3,3,5,5,3,6,3,5,3,5,3,3,2,5,3,3,3,3,3,3,4,4,4,3,3,4,4,3,5,4,4,2,4,4,4,3,4,2,2,2,2,2,1,NA,2,2,5,NA,3,1,8,5,2,1,2,3,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1161",1996,5,35.75,51.75,2,3,1,2,4,1,4,2,2,2,2,4,4,2,3,3,5,5,3,5,5,4,6,3,5,4,4,3,2,1,2,4,6,2,4,1,3,2,2,2,2,1,2,1,2,2,1,2,3,2,1,2,4,3,4,4,3,4,2,4,4,2,3,3,2,3,1,1,2,1,NA,4,4,5,NA,3,2,5,5,1,NA,2,8,1,NA,NA,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1162",1996,7,35.75,30.58009338,3,2,4,2,3,3,3,3,3,3,2,1,1,2,3,2,4,4,4,6,6,2,4,2,4,2,1,2,4,2,4,4,4,2,4,2,2,2,2,2,2,1,2,3,2,4,2,2,4,4,2,3,5,5,5,5,5,5,4,5,5,4,4,4,2,2,2,6,2,1,0,4,4,5,0,8,1,5,4,1,1,2,3,1,1,1,3,2,1,1,"  ί  ","ѧ    ","     ",NA,NA,7,4,2,NA,NA,8
"1163",1996,5,35.75,NA,1,1,1,1,1,1,1,3,1,3,1,1,4,2,3,3,7,7,7,7,7,7,5,7,5,7,4,7,7,1,4,7,7,6,1,3,4,1,2,1,1,6,6,3,6,2,4,1,7,4,3,5,5,5,5,5,5,5,5,5,5,3,4,2,2,2,2,3,2,1,NA,4,4,5,NA,5,3,8,8,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1164",1996,3,35.8,39.91169739,5,3,5,3,1,5,5,4,3,3,5,1,1,3,1,2,7,7,7,7,7,7,6,7,7,7,7,6,7,5,7,7,7,5,7,2,7,2,4,3,2,1,1,5,2,1,1,2,6,2,2,3,3,4,4,4,4,5,5,4,2,5,6,6,1,4,2,1,2,1,NA,4,4,5,NA,4,1,7,7,1,NA,2,8,1,NA,NA,1,2,8,2,"ODT? Psikoloji Toplulu?u","Dergi 101",NA,NA,NA,7,7,NA,NA,NA,6
"1165",1996,3,35.8,39.91169739,2,2,1,2,4,2,3,2,1,2,1,2,1,2,4,1,7,6,4,7,6,7,5,7,6,5,7,2,7,6,3,6,5,2,2,2,5,2,3,2,2,2,2,2,3,6,2,2,5,3,1,5,4,4,4,4,4,3,3,3,4,4,5,2,2,2,1,1,2,1,NA,4,4,5,NA,6,3,6,6,1,NA,2,5,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1166",1996,5,35.85,51.75,5,4,4,2,2,2,2,2,4,2,2,1,4,1,4,2,7,7,7,6,6,5,7,7,7,5,7,6,7,4,5,5,6,3,6,3,3,6,5,3,3,3,5,5,2,3,2,3,2,2,2,4,5,4,4,4,4,4,4,4,4,5,6,5,5,3,6,6,2,1,NA,2,2,5,NA,5,2,8,8,2,1,2,6,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1167",1996,4,35.895,59.94999695,2,3,1,3,1,2,2,3,3,2,2,4,2,2,5,3,5,5,5,5,7,5,2,3,5,3,5,5,5,2,6,5,5,1,4,4,5,2,5,2,3,4,2,4,3,5,2,3,3,4,1,3,5,5,5,5,5,5,3,5,5,4,6,6,2,5,5,3,2,1,NA,4,4,4,1,5,4,6,5,1,NA,2,3,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1168",1996,1,35.9,51.31660461,4,4,2,3,2,2,4,3,1,2,2,2,2,3,2,2,6,5,5,2,4,6,5,6,5,2,3,2,4,4,5,2,5,2,5,2,6,2,5,1,2,4,4,2,2,2,2,4,5,6,3,2,4,4,4,4,5,3,3,4,4,4,4,4,5,4,5,3,2,1,NA,4,2,5,NA,8,8,8,5,2,8,2,1,3,1,4,1,2,5,2,"Adventjugend Kassel",NA,NA,NA,NA,7,NA,NA,NA,NA,8
"1169",1996,3,35.9,39.91169739,3,4,4,4,3,4,3,3,3,2,3,2,2,2,4,2,6,4,4,6,6,6,5,6,6,4,6,5,5,4,7,6,5,2,2,3,5,6,6,5,5,6,4,2,2,3,3,6,4,4,2,4,4,4,3,4,4,4,4,4,4,4,7,5,6,6,3,1,2,1,NA,4,4,5,NA,4,2,7,7,1,NA,2,8,1,NA,NA,1,2,3,2,"K?pr   Grubu",NA,NA,NA,NA,2,NA,NA,NA,NA,6
"1170",1996,6,35.9,44.81860352,2,2,1,2,1,1,2,2,3,2,1,2,2,2,3,1,2,2,1,3,2,2,2,3,NA,1,3,2,2,1,5,2,3,1,2,1,5,1,1,1,4,4,NA,NA,NA,3,NA,3,6,5,NA,3,5,5,5,5,5,3,2,2,3,4,4,5,1,4,4,4,2,1,NA,4,4,5,NA,4,2,7,7,1,NA,2,8,1,NA,NA,1,2,8,2,"AIESEC",NA,NA,NA,NA,7,NA,NA,NA,NA,6
"1171",1996,5,35.95,51.75,1,1,4,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,1,1,4,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,5,5,5,5,5,5,4,5,5,4,7,6,7,7,3,6,2,1,NA,4,4,5,NA,4,1,8,8,1,NA,2,8,1,NA,NA,5,1,NA,2,"socsoc",NA,NA,NA,NA,10,NA,NA,NA,NA,5
"1172",1996,3,35.95,39.91169739,2,3,2,3,2,2,2,3,2,2,2,2,2,4,3,2,6,3,2,4,6,5,5,4,6,3,4,4,4,5,3,6,5,2,3,2,5,2,5,5,5,6,5,2,2,3,2,3,5,5,2,2,5,5,5,5,5,5,5,5,5,4,3,5,2,3,4,4,2,1,NA,4,4,4,1,7,5,4,4,1,NA,2,8,1,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1173",1996,6,35.95,44.81860352,2,2,1,2,2,1,1,1,2,1,4,2,2,1,2,1,8,5,8,8,7,2,5,8,5,1,4,5,8,2,1,8,1,2,3,1,7,1,2,2,1,7,6,NA,1,3,3,1,7,7,1,3,5,5,5,5,5,5,5,5,5,5,7,4,3,5,5,5,2,1,NA,4,4,5,NA,4,3,3,3,2,2,2,5,1,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1174",1996,4,35.95,59.91670227,2,5,1,4,2,1,3,4,2,3,2,3,4,2,4,4,4,4,4,4,4,5,4,6,4,4,5,4,4,2,6,4,6,4,4,4,7,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,4,2,4,3,3,2,2,1,1,1,1,2,1,NA,4,4,5,NA,8,6,5,5,2,1,2,4,3,1,4,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1175",1996,5,35.97222222,34.4329071,2,3,1,2,1,1,4,2,2,1,1,2,2,2,2,2,2,2,1,5,5,3,2,2,2,1,3,1,5,2,2,2,5,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,3,5,1,2,4,4,4,4,4,4,2,4,4,5,7,5,2,2,4,6,2,1,NA,4,4,5,NA,3,3,8,8,2,3,2,8,1,NA,NA,8,1,NA,2,"N/A","N/A","N/A","N/A","N/A",0,0,0,0,0,6
"1176",1996,4,36,59.91270447,1,2,1,3,1,1,1,3,1,1,1,2,3,2,5,2,3,1,2,2,7,1,2,5,1,1,1,2,1,1,2,1,6,1,2,2,1,2,2,4,1,1,1,2,1,2,2,2,1,2,2,2,5,5,5,5,5,4,3,4,4,4,5,4,1,2,2,4,5,1,NA,4,4,5,NA,2,2,6,6,1,NA,2,6,1,NA,NA,4,1,NA,2,"Kompiser","Medstudenter","Aktivitetsklubb","0","0",5,3,7,0,0,6
"1177",1996,6,36,44.81860352,4,3,1,3,2,2,5,2,2,3,2,2,3,1,2,2,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,2,1,2,4,8,NA,2,2,1,4,NA,NA,NA,NA,NA,2,7,4,NA,NA,5,5,5,5,5,4,3,5,4,4,6,5,2,5,5,5,2,1,NA,4,4,5,NA,7,5,7,7,1,NA,2,8,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1178",1996,6,36,44.81860352,2,3,2,4,1,3,2,3,3,3,2,3,4,2,4,2,1,1,2,1,8,4,3,2,1,2,4,2,2,2,1,2,2,3,2,NA,5,NA,2,2,2,3,NA,NA,NA,3,NA,1,5,4,NA,NA,5,5,4,5,5,4,3,4,5,3,4,4,2,4,4,4,2,1,NA,4,4,5,NA,8,7,8,8,2,1,2,8,3,1,8,5,2,8,2,"Udru?enje koje se bavi decom i srednjo?kolcima",NA,NA,NA,NA,5,NA,NA,NA,NA,8
"1179",1996,4,36,59.8085022,1,3,3,3,2,1,2,1,1,1,1,2,1,1,1,1,4,2,2,3,2,5,1,2,2,4,6,5,1,4,5,3,6,1,1,4,4,4,3,2,3,4,3,3,2,1,4,2,2,4,1,4,5,5,5,5,5,5,2,4,4,4,2,2,1,1,3,2,2,1,NA,4,4,5,NA,4,4,4,3,1,NA,2,8,3,1,8,3,1,NA,2,"Idrettslag","Kollokvie","Seminar",NA,NA,10,4,14,NA,NA,6
"1180",1996,5,36,37.55220032,3,2,1,4,2,1,2,2,2,2,2,3,4,2,3,3,3,2,2,2,4,2,2,2,1,4,2,2,4,7,5,3,5,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,5,4,4,5,4,3,4,3,4,5,7,5,3,6,2,2,2,1,NA,2,2,5,NA,2,1,8,8,1,NA,2,8,1,NA,NA,3,1,NA,2,"Virginia esports association","Marval rpg group",NA,NA,NA,4,5,NA,NA,NA,5
"1181",1996,3,36,39.91169739,2,4,3,2,4,4,4,4,4,4,4,1,4,2,5,2,6,5,6,6,5,5,5,6,6,4,6,4,4,3,6,5,5,3,6,5,6,5,6,4,4,3,2,3,4,4,3,5,6,4,2,3,3,4,4,4,4,5,4,4,4,4,4,4,2,3,3,4,2,1,NA,4,2,5,NA,3,3,6,6,1,NA,2,8,1,NA,NA,1,1,NA,2,"biyogen",NA,NA,NA,NA,5,NA,NA,NA,NA,5
"1182",1996,5,36.02777778,1.293106079,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,3,3,2,5,1,1,1,1,2,1,NA,4,4,5,NA,3,2,6,2,1,NA,2,8,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1183",1996,1,36.04,51.31669617,2,4,1,3,2,2,4,2,3,3,1,2,3,2,3,2,3,2,2,2,2,5,4,5,3,5,4,2,3,2,3,3,4,2,4,3,3,4,4,2,3,2,6,3,3,3,3,2,6,2,2,2,4,3,4,4,2,1,1,3,3,3,5,3,4,2,3,4,3,1,NA,4,4,2,1,5,4,4,3,1,NA,2,5,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1184",1996,3,36.05,39.91169739,2,4,2,3,2,3,3,3,3,3,2,1,2,2,2,2,5,5,3,6,6,5,5,6,5,2,5,5,6,5,2,5,2,3,2,2,3,4,3,3,5,5,4,2,2,2,2,5,5,3,2,2,5,5,4,4,4,4,3,3,3,5,3,3,1,2,4,2,2,1,NA,4,4,5,NA,4,2,3,3,1,NA,2,8,1,NA,NA,5,1,NA,2,"odt   hokey",NA,NA,NA,NA,6,NA,NA,NA,NA,5
"1185",1996,5,36.05,1.293106079,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,4,5,4,3,3,3,3,2,1,NA,4,4,5,NA,3,3,4,2,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1186",1996,6,36.05,44.81860352,5,5,2,4,2,2,4,4,5,4,4,2,5,1,1,1,2,2,2,8,5,7,4,8,7,1,NA,3,5,1,1,4,1,2,8,NA,8,5,2,8,2,NA,NA,NA,1,NA,NA,1,6,7,7,1,5,5,5,5,5,5,2,4,4,3,4,7,1,3,4,7,2,1,NA,4,4,5,NA,4,3,6,6,2,2,2,4,1,NA,NA,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1187",1996,3,36.05,39.91169739,4,4,3,4,4,2,4,4,4,4,2,2,4,3,4,3,4,4,6,5,5,4,2,6,3,4,4,2,2,2,3,5,4,2,6,6,6,2,6,3,5,3,2,5,5,5,3,3,5,6,2,4,4,4,3,2,4,3,2,3,2,3,3,3,3,2,3,1,2,1,NA,4,2,4,1,4,2,6,6,1,NA,2,4,1,NA,NA,1,1,NA,2,"BEST",NA,NA,NA,NA,20,NA,NA,NA,NA,6
"1188",1996,6,36.1,44.81860352,3,2,1,4,2,4,4,2,3,4,4,2,1,1,4,2,4,4,2,3,8,5,1,8,6,2,6,2,2,4,2,1,8,2,2,NA,7,1,2,2,2,3,NA,3,NA,3,NA,3,6,6,NA,3,4,5,5,5,5,5,4,5,5,3,6,1,1,2,2,6,2,1,NA,4,4,4,1,2,1,5,5,1,NA,2,5,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1189",1996,1,36.1,49.88830566,2,3,1,2,5,2,4,1,1,2,2,1,1,2,1,1,4,3,3,4,2,5,3,4,3,3,5,4,3,2,4,4,4,1,2,2,7,2,6,1,1,4,5,2,2,5,3,2,6,7,3,3,5,4,4,3,2,3,2,4,2,5,5,4,2,3,2,4,3,1,NA,4,1,5,NA,5,1,6,4,1,NA,2,6,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1190",1996,1,36.1,51.28779602,2,2,1,2,1,2,4,2,2,2,2,1,2,1,3,2,4,4,4,2,4,4,4,5,3,5,4,2,4,2,2,5,2,2,3,2,5,3,3,2,2,2,2,2,4,3,3,3,5,6,3,5,4,5,4,5,4,2,4,4,4,4,6,5,4,3,2,3,2,1,NA,4,4,5,NA,8,8,8,7,2,1,2,6,1,NA,NA,3,1,NA,2,"Karnevalsverein",NA,NA,NA,NA,6,NA,NA,NA,NA,6
"1191",1996,1,36.1,53.36669922,4,5,3,4,4,3,4,4,4,4,2,3,3,2,4,2,6,5,5,6,5,4,3,5,5,4,3,2,3,2,2,5,6,2,4,4,6,2,4,2,2,3,4,6,3,5,5,2,6,6,3,5,4,4,4,4,4,4,4,4,4,2,5,5,3,2,3,4,2,1,NA,4,4,5,NA,4,1,8,6,1,NA,2,6,1,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1192",1996,6,36.1,44,4,2,1,4,4,1,4,2,2,4,4,2,3,3,3,2,1,1,1,2,4,1,1,1,1,1,1,1,1,1,2,1,5,1,1,NA,3,1,2,1,1,NA,1,1,1,NA,NA,1,5,4,1,1,5,5,5,5,5,5,5,5,5,4,4,5,1,3,4,5,2,1,NA,4,4,4,4,6,3,5,5,1,NA,2,8,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1193",1996,9,36.1,54.36079407,5,5,3,5,3,4,4,2,5,4,5,2,2,1,4,2,5,5,1,2,3,7,6,4,3,1,2,1,2,4,3,7,6,1,1,6,6,2,1,2,6,3,3,1,1,3,1,5,5,3,2,3,5,5,4,4,5,5,5,5,5,3,3,5,5,4,6,1,1,1,NA,4,2,4,2,8,5,2,2,2,8,2,8,2,1,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1194",1996,5,36.1,51.75,3,3,1,2,4,1,2,4,4,1,4,1,2,3,5,4,5,6,6,5,4,3,5,7,3,3,6,4,4,2,1,4,7,4,5,7,5,5,6,5,6,7,7,4,4,5,3,6,5,6,5,4,4,5,3,3,4,2,2,3,3,4,5,1,3,2,3,2,2,1,NA,4,4,5,NA,6,3,8,8,1,NA,2,8,1,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1195",1996,5,36.11111111,37.55380249,2,2,3,5,3,2,3,5,3,3,2,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,2,3,4,4,1,1,4,1,1,1,1,2,1,NA,4,1,5,NA,3,1,1,1,1,NA,1,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1196",1996,5,36.11111111,34.4329071,3,3,3,5,1,1,4,1,5,3,1,2,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,7,7,7,7,7,7,1,7,7,7,2,4,5,2,4,5,4,3,4,3,2,2,1,1,2,1,2,2,1,NA,4,4,5,NA,3,1,2,2,1,NA,2,2,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1197",1996,3,36.15,39.91169739,2,2,3,3,4,4,4,3,2,4,2,1,2,1,1,1,6,1,1,4,5,6,3,2,3,2,6,1,3,2,1,1,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,5,4,1,1,2,1,4,5,3,2,3,4,4,2,1,NA,4,4,4,1,4,3,8,7,1,NA,2,8,1,NA,NA,1,2,6,2,"AEGEE","BKFT","C?SST",NA,NA,25,4,3,NA,NA,7
"1198",1996,6,36.15,44.81860352,4,4,4,4,3,3,4,4,2,3,4,2,2,2,3,2,5,4,2,5,8,2,8,4,5,4,3,4,2,4,2,8,5,2,4,NA,2,NA,2,2,2,NA,NA,NA,NA,3,NA,2,6,6,NA,NA,3,3,4,3,3,3,3,3,3,5,7,6,4,6,8,7,2,1,NA,4,4,5,NA,2,2,3,3,2,6,2,8,1,NA,NA,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1199",1996,4,36.15,59.93209839,4,4,2,3,3,4,4,4,2,4,4,2,2,2,3,2,6,6,5,7,6,6,2,6,6,4,2,5,6,6,6,5,7,4,3,3,5,3,3,5,3,5,5,4,4,4,4,3,4,4,3,4,4,3,4,4,5,5,3,5,5,3,3,3,1,1,2,1,2,1,NA,4,4,5,NA,2,2,7,5,1,NA,2,7,3,1,8,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1200",1996,4,36.15,59.91670227,2,3,2,1,2,2,2,2,1,2,2,1,2,1,1,1,6,4,2,7,6,5,4,5,5,2,5,5,4,6,3,5,5,1,6,1,5,2,1,1,3,2,2,1,1,2,1,3,2,2,1,3,4,5,4,5,4,3,3,4,3,5,8,7,7,5,6,5,2,1,NA,2,2,5,NA,6,2,8,7,1,NA,2,8,1,NA,NA,6,2,1,2,"Kollektivet","Seminar","Seminar","Seminar","Dans",5,6,4,3,5,7
"1201",1996,3,36.15,39.91169739,3,3,3,3,5,4,4,2,2,5,2,2,4,2,4,2,6,4,7,7,6,7,7,5,3,6,3,7,5,4,5,7,2,2,6,3,2,3,6,6,3,4,3,3,3,6,5,4,3,3,2,5,3,4,3,5,5,3,3,4,4,4,5,7,1,2,3,4,2,1,NA,4,4,4,4,5,5,8,8,1,NA,2,8,1,NA,NA,1,1,NA,2,"hokey tak?m?","capueira toplulu?u",NA,NA,NA,7,7,NA,NA,NA,6
"1202",1996,3,36.15,39.91169739,4,4,4,4,4,3,4,3,2,4,2,2,3,2,3,2,6,5,3,6,5,5,4,5,6,6,3,2,6,2,6,5,5,2,4,2,2,3,6,2,2,2,2,2,2,2,2,3,3,3,2,3,4,3,4,3,3,3,3,3,3,5,7,5,2,3,3,4,2,1,NA,4,4,4,1,2,1,3,3,1,NA,2,6,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1203",1996,9,36.15,50.13330078,2,2,2,2,3,2,3,3,2,2,2,2,2,1,2,2,1,1,1,4,4,6,4,1,2,1,7,2,3,3,2,7,5,1,2,1,3,1,2,1,2,1,1,1,3,2,1,2,3,3,1,2,3,2,2,4,3,1,1,2,2,4,5,7,6,6,4,2,2,1,NA,4,4,4,4,3,3,4,3,2,1,2,8,2,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1204",1996,5,36.15,51.75,1,1,1,1,4,1,2,1,4,2,1,2,4,3,5,5,2,1,4,1,4,1,2,7,1,4,2,1,2,1,1,2,6,4,7,1,6,7,7,7,7,7,7,6,6,7,7,7,6,7,7,7,5,2,4,5,2,1,5,1,3,2,2,2,2,2,2,2,2,1,NA,4,4,5,NA,3,2,8,8,1,NA,2,8,1,NA,NA,6,1,NA,2,"University Friends","Business Social","Lecturers/ Advisors","Friends from home","Neighbors",20,15,5,9,6,6
