"","age","language","avgtemp","DEQ","ALEX1","ALEX2","ALEX3","ALEX4","ALEX5","ALEX6","ALEX7","ALEX8","ALEX9","ALEX10","ALEX11","ALEX12","ALEX13","ALEX14","ALEX15","ALEX16","ECR1","ECR2","ECR3","ECR4","ECR5","ECR6","ECR7","ECR8","ECR9","ECR10","ECR11","ECR12","ECR13","ECR14","ECR15","ECR16","ECR17","ECR18","ECR19","ECR20","ECR21","ECR22","ECR23","ECR24","ECR25","ECR26","ECR27","ECR28","ECR29","ECR30","ECR31","ECR32","ECR33","ECR34","ECR35","ECR36","HOME1","HOME2","HOME3","HOME4","HOME5","HOME6","HOME7","HOME8","HOME9","KAMF1","KAMF2","KAMF3","KAMF4","KAMF5","KAMF6","KAMF7","SNI1","SNI2","SNI3","SNI4","SNI5","SNI6","SNI7","SNI8","SNI9","SNI10","SNI11","SNI12","SNI13","SNI14","SNI15","SNI16","SNI17","SNI18","SNI19","SNI20","SNI21","SNI22","SNI23","SNI24","SNI25","SNI26","SNI27","SNI28","SNI29","SNI30","SNI31","SNI32","socialdiversity"
"1205",1996,9,36.15,54.36079407,2,2,2,2,3,4,2,2,1,2,2,4,2,1,1,2,6,6,6,6,6,6,5,3,6,5,2,6,6,5,6,6,5,3,4,2,6,2,4,3,3,2,2,2,2,2,2,4,5,6,2,2,4,4,4,3,5,4,3,5,5,5,7,7,7,6,8,8,2,1,NA,4,4,4,4,5,5,6,6,1,NA,2,8,2,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1206",1996,6,36.2,44.81860352,4,4,1,4,2,3,4,4,2,3,2,2,3,2,3,2,4,2,2,5,4,5,1,5,3,3,3,4,3,2,5,4,4,4,8,4,8,5,4,5,5,5,5,3,4,6,5,3,7,6,4,4,3,3,4,3,3,3,3,2,4,3,3,4,2,2,4,4,2,1,NA,4,4,5,NA,2,2,4,3,1,NA,1,NA,1,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1207",1996,6,36.2,44.81860352,4,4,2,4,4,3,4,3,4,3,4,2,2,2,2,2,2,2,2,2,2,4,4,2,NA,4,NA,2,2,2,5,4,5,3,2,NA,4,NA,2,2,2,4,NA,3,NA,6,3,2,6,6,3,5,3,3,3,4,4,2,2,2,2,1,3,5,1,3,3,3,2,1,NA,4,2,5,NA,2,2,6,6,1,NA,2,8,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1208",1996,3,36.2,39.91169739,2,2,1,2,3,2,3,2,3,2,2,3,3,4,3,2,2,1,1,2,4,2,2,2,2,1,3,2,2,2,2,5,3,1,1,2,2,2,2,2,3,2,2,2,3,2,2,3,2,2,3,2,5,5,5,5,5,5,4,3,3,3,3,3,1,2,4,4,2,1,NA,4,4,5,NA,8,5,8,8,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1209",1996,6,36.2,44.81860352,4,3,2,3,4,2,3,2,2,4,3,2,3,2,2,2,4,4,3,5,8,8,2,5,4,4,4,5,4,2,5,5,2,2,4,3,8,3,3,4,3,4,3,3,3,3,3,2,3,6,6,3,4,4,3,4,4,4,4,4,3,4,5,4,1,4,2,4,2,1,NA,4,4,5,NA,6,4,7,6,1,NA,2,8,1,NA,NA,2,2,5,2,"studentska organizacija",NA,NA,NA,NA,2,NA,NA,NA,NA,6
"1210",1996,6,36.2,44.81860352,2,1,1,3,3,1,1,2,3,1,2,2,2,2,2,2,3,3,4,2,2,5,2,3,4,2,6,2,4,4,2,4,8,2,4,NA,4,NA,3,2,2,4,NA,3,NA,NA,NA,2,4,4,3,4,5,5,5,5,5,5,5,5,5,4,6,5,2,3,3,4,2,1,NA,4,2,5,NA,2,2,5,5,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1211",1996,3,36.2,39.91169739,2,5,4,2,4,4,4,5,5,3,2,1,1,3,2,1,6,7,6,6,6,7,6,5,7,5,7,1,1,2,3,7,5,3,5,2,5,2,2,2,2,3,1,2,2,2,2,2,5,3,1,3,5,4,5,4,4,4,4,5,5,5,8,5,3,5,3,3,1,1,NA,4,2,4,1,3,1,2,1,1,NA,2,4,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1212",1996,6,36.2,43.58000183,4,4,2,4,4,2,4,4,4,3,4,2,2,2,2,2,3,4,2,5,8,5,3,8,NA,2,5,2,3,2,5,3,8,2,2,NA,8,NA,2,2,2,6,4,NA,NA,3,NA,2,6,6,3,3,5,5,5,5,5,5,5,5,5,5,6,3,2,4,4,4,2,1,NA,4,4,5,NA,4,3,8,8,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1213",1996,1,36.25,51.28779602,1,2,1,2,1,1,1,3,2,2,1,2,2,2,3,2,4,4,2,2,2,2,2,2,2,6,6,3,5,4,4,2,5,1,5,3,6,4,5,4,5,3,5,2,1,2,3,3,6,6,4,3,3,1,4,2,1,3,2,2,2,4,4,4,2,2,1,2,2,1,NA,4,1,4,1,2,2,5,3,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1214",1996,5,36.25,51.75,1,5,1,4,2,3,2,5,5,3,1,2,4,4,5,5,3,4,2,3,4,4,3,6,2,4,1,1,1,1,2,3,4,1,7,6,4,6,7,7,6,6,6,5,4,7,5,5,5,5,6,4,5,4,5,5,5,4,2,4,3,3,3,3,2,2,2,1,2,1,NA,4,4,5,NA,1,NA,5,3,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1215",1996,6,36.25,44.81860352,2,2,1,2,3,2,4,1,1,1,1,3,2,2,3,2,4,4,4,5,7,1,2,5,NA,1,NA,4,4,1,1,8,1,2,4,NA,8,1,4,4,2,6,4,4,NA,4,4,4,7,7,NA,4,5,4,4,5,5,4,3,3,4,5,6,5,3,4,8,5,2,1,NA,4,2,4,1,5,5,4,3,1,NA,2,8,1,NA,NA,2,1,NA,2,"ksp",NA,NA,NA,NA,3,NA,NA,NA,NA,6
"1216",1996,6,36.25,44.81860352,4,3,2,3,4,3,3,4,4,4,2,4,3,2,2,2,4,3,7,4,3,5,3,4,NA,5,3,5,4,4,5,5,4,4,7,3,1,5,5,3,5,4,4,4,3,4,3,5,7,5,5,4,4,4,4,4,5,4,1,4,4,4,5,4,2,2,5,5,2,1,NA,4,4,5,NA,4,4,4,5,2,1,2,8,3,1,5,6,2,8,2,"KSP","PDS","posao",NA,NA,10,3,4,NA,NA,8
"1217",1996,6,36.25,44.81860352,1,3,2,2,3,4,5,3,5,4,2,1,4,2,3,3,4,5,5,8,5,5,5,5,NA,2,4,2,5,3,8,4,7,2,5,5,5,3,5,5,8,4,3,NA,3,5,3,3,4,4,NA,3,5,4,4,4,4,4,2,1,4,5,6,4,4,4,4,5,2,3,6,4,4,5,NA,4,3,4,4,2,1,1,NA,1,NA,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1218",1996,7,36.25,30.58009338,3,4,3,4,4,3,4,3,4,4,4,2,4,1,2,1,4,5,5,6,5,2,1,5,3,1,4,5,5,2,5,2,3,2,6,3,6,7,1,7,5,3,4,5,4,7,2,3,5,4,4,6,5,5,5,5,5,5,5,5,5,3,3,5,4,4,4,4,2,1,0,4,4,5,0,8,3,5,3,1,1,2,5,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,8
"1219",1996,3,36.25,39.91169739,3,3,2,3,2,3,4,3,2,2,2,3,2,2,2,2,5,2,3,6,6,4,3,4,3,3,3,3,3,2,2,6,3,1,3,2,3,3,5,4,5,3,4,2,2,6,2,5,3,3,2,4,4,4,4,4,5,4,3,3,3,5,7,6,4,6,6,5,2,1,NA,4,4,5,NA,7,3,8,5,1,NA,2,5,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1220",1996,3,36.25,39.91169739,2,4,2,3,3,3,4,4,5,4,2,2,3,2,2,2,6,4,5,2,5,6,2,6,5,6,5,4,2,3,6,6,5,2,2,6,3,2,5,5,5,2,2,6,2,5,3,3,2,2,2,3,5,5,5,5,5,5,5,5,5,5,6,7,2,6,5,6,2,1,NA,4,4,5,NA,7,5,8,7,1,NA,2,8,1,NA,NA,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1221",1996,6,36.255,44.81860352,4,3,2,2,3,3,4,2,2,4,2,3,4,2,3,3,8,5,7,8,8,8,5,7,5,5,6,4,5,8,8,8,8,5,3,4,8,NA,3,1,4,3,5,5,3,5,3,1,7,7,1,5,5,5,5,5,5,5,5,5,5,2,2,5,3,4,1,1,2,1,NA,4,4,5,NA,2,2,4,4,1,NA,2,4,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1222",1996,6,36.3,44.81860352,4,4,1,2,1,1,2,5,1,4,1,1,1,2,1,2,1,2,1,5,4,4,1,1,7,3,4,1,8,1,8,4,3,1,1,3,5,5,3,3,2,3,3,1,3,1,1,5,5,3,5,4,5,4,4,4,4,4,2,4,3,5,5,5,6,3,6,2,2,1,NA,4,4,5,NA,6,1,5,3,2,1,2,8,3,1,6,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1223",1996,1,36.3,51.31669617,4,4,2,4,4,4,4,4,2,3,4,3,3,2,3,2,3,2,2,3,2,3,4,2,3,1,2,2,2,2,3,2,4,2,3,2,4,1,2,3,1,1,1,2,2,4,5,1,4,4,2,3,5,5,5,5,5,5,2,5,5,4,6,5,4,4,2,4,2,1,NA,4,4,4,4,4,3,4,3,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1224",1996,1,36.3,51.31669617,3,4,2,2,2,3,4,2,2,2,2,4,3,1,3,2,6,4,3,6,4,6,2,5,2,6,6,2,2,5,6,3,2,2,3,2,5,2,2,2,2,1,2,1,2,1,2,2,3,6,1,3,4,5,4,4,5,4,2,5,4,5,6,6,4,3,5,6,2,1,NA,4,4,5,NA,5,1,6,5,1,NA,2,8,1,NA,NA,3,1,NA,2,"Gesellschaftsspiele","Pen'n'Paper",NA,NA,NA,7,6,NA,NA,NA,5
"1225",1996,3,36.3,39.91169739,2,2,2,2,2,2,3,3,2,2,2,2,3,3,2,1,3,3,2,6,3,5,5,2,2,2,4,2,2,3,4,5,5,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,2,2,5,5,5,5,5,4,4,4,5,5,6,4,2,1,2,4,2,1,NA,4,4,4,1,5,2,8,4,2,1,2,3,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1226",1996,5,36.3,51.75,3,1,1,1,2,1,3,1,2,2,3,1,2,1,2,2,4,3,1,4,2,2,3,2,3,1,3,2,1,2,3,1,5,1,1,1,1,1,1,1,7,1,1,1,1,1,1,2,1,1,1,1,5,5,4,4,5,4,4,5,4,5,7,4,1,5,6,7,2,1,NA,4,4,4,4,7,5,8,5,1,NA,2,8,1,NA,NA,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1227",1996,1,36.3,49.88749695,3,2,1,2,2,1,3,2,3,2,3,2,1,2,3,2,4,4,5,5,5,5,3,4,5,4,3,4,3,3,5,4,5,4,4,4,5,4,4,3,5,4,4,3,4,4,4,4,4,6,4,4,5,5,5,5,3,4,3,5,5,5,6,4,2,3,3,5,2,1,NA,4,4,5,NA,8,2,8,5,2,1,2,1,1,NA,NA,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1228",1996,7,36.3,30.58009338,2,2,2,2,2,2,2,2,4,2,3,4,4,2,2,2,6,6,6,5,6,2,7,2,6,2,5,2,5,2,6,2,2,2,2,6,2,2,4,2,2,2,2,6,6,6,2,2,2,2,2,2,4,2,4,4,4,4,4,3,4,2,2,3,2,2,3,1,3,1,0,4,2,4,1,2,2,2,2,1,1,2,3,3,2,2,2,2,1,1,"        Э  ","    ־Ը  Э  ","   괫ý    ","Ӣ  㲥̨",NA,1,2,4,1,NA,9
"1229",1996,1,36.3,51.31669617,2,1,1,2,1,1,1,2,3,1,2,2,1,2,2,2,4,1,1,1,2,2,1,1,2,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,2,3,7,4,1,2,5,5,5,5,4,4,3,5,5,5,5,7,5,3,6,6,2,1,NA,4,4,4,2,4,3,5,5,2,1,2,8,1,NA,NA,3,1,NA,2,"Sportfreunde",NA,NA,NA,NA,2,NA,NA,NA,NA,7
"1230",1996,6,36.3,44.81860352,3,4,1,4,2,3,4,2,4,2,1,2,1,2,3,2,2,2,2,3,8,2,2,3,3,2,NA,2,4,1,1,8,2,1,8,3,8,NA,8,4,1,5,6,NA,NA,7,5,1,7,7,6,5,5,5,5,5,5,5,3,4,4,5,4,5,2,4,4,4,2,1,NA,4,4,5,NA,6,6,4,3,1,NA,2,8,1,NA,NA,1,2,8,2,"aiesec",NA,NA,NA,NA,25,NA,NA,NA,NA,6
"1231",1996,6,36.3,44.81860352,4,3,4,4,4,4,5,2,3,3,2,2,4,1,3,2,5,2,2,3,1,1,1,1,5,1,6,2,1,1,2,2,2,1,7,1,2,1,1,7,1,1,1,1,1,6,1,1,NA,3,NA,NA,5,4,3,3,5,4,4,4,4,5,3,4,1,3,2,7,2,1,NA,4,4,5,NA,6,4,5,4,2,1,2,3,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1232",1996,1,36.3,51.31669617,2,5,1,3,2,4,4,4,2,2,3,2,2,2,4,2,5,4,5,2,6,6,3,6,3,2,5,3,4,2,5,3,5,1,6,2,6,2,5,3,2,4,6,3,4,3,4,2,7,2,3,4,5,5,4,5,5,4,2,5,5,3,3,4,3,3,2,2,2,1,NA,3,3,5,NA,8,5,7,6,2,1,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1233",1996,3,36.3,39.91169739,5,5,2,5,2,4,5,5,1,5,2,1,1,2,5,1,6,2,2,6,7,7,6,7,6,2,6,2,2,7,2,4,7,2,2,2,7,7,7,7,1,6,2,2,1,2,2,7,2,6,1,1,5,5,5,4,5,5,5,5,5,5,8,6,6,6,6,5,2,1,NA,4,4,5,NA,4,8,4,8,2,8,2,8,1,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1234",1996,6,36.3,44.81860352,1,2,1,2,2,1,1,2,1,2,1,4,3,2,1,2,2,2,1,1,5,7,4,1,NA,1,NA,1,1,1,2,1,2,1,1,NA,3,1,1,1,1,NA,NA,3,NA,4,3,1,5,5,1,NA,5,4,4,4,4,4,4,4,4,2,4,6,4,3,4,4,2,1,NA,4,4,5,NA,5,4,5,4,1,NA,2,3,3,6,3,2,2,5,2,"vrtic","porodia","komsije",NA,NA,2,3,1,NA,NA,7
"1235",1996,6,36.35,44.77920532,4,4,2,4,4,2,3,2,2,3,3,4,3,2,2,2,4,2,2,2,2,4,2,2,3,2,NA,2,2,2,5,2,5,2,4,NA,8,NA,2,2,2,NA,NA,3,NA,3,NA,2,6,6,NA,3,5,5,4,5,5,5,5,4,5,4,3,4,2,6,5,4,2,1,NA,4,4,5,NA,4,4,4,6,1,NA,2,7,1,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1236",1996,6,36.35,44.77920532,4,2,1,2,2,2,3,1,2,2,2,2,2,1,2,2,2,5,2,3,5,2,2,5,NA,1,6,2,2,2,2,5,2,1,2,NA,3,NA,2,2,2,NA,NA,NA,NA,NA,NA,8,6,4,NA,1,5,5,4,5,4,4,4,4,4,3,4,6,3,6,7,6,2,1,NA,4,4,4,2,4,3,6,6,2,2,2,8,1,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1237",1996,6,36.35,44.81860352,3,4,1,2,1,1,2,2,1,2,1,1,1,1,1,1,5,1,2,5,4,7,8,3,5,1,NA,1,2,4,1,8,8,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,7,7,1,NA,5,5,5,5,5,5,5,5,3,4,6,7,1,6,6,6,2,1,NA,4,4,4,1,4,2,4,4,1,NA,2,8,1,NA,NA,1,2,3,2,"Plesni klub","Demonstratori Centra za promociju nauke",NA,NA,NA,10,2,NA,NA,NA,7
"1238",1996,4,36.35,59.95599365,3,4,1,3,4,3,4,2,1,2,2,2,1,3,3,2,4,4,4,5,4,3,4,6,4,4,2,4,4,1,5,4,6,4,4,4,5,6,4,3,5,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,5,4,4,5,3,2,4,4,2,2,1,NA,4,4,5,NA,2,1,4,2,1,NA,2,7,3,1,4,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1239",1996,7,36.35,30.58009338,3,2,3,4,2,3,3,2,4,4,3,2,4,2,2,3,5,6,7,6,7,4,5,5,5,6,5,4,6,4,6,5,5,4,4,3,5,4,3,4,4,3,4,3,2,3,3,5,4,5,4,6,4,4,4,4,4,4,3,4,4,3,2,2,2,2,3,2,2,1,0,4,4,5,0,7,3,7,5,1,1,2,8,1,1,8,1,1,3,1,"ѧ    "," ഫ",NA,NA,NA,4,3,NA,NA,NA,8
"1240",1996,4,36.35,NA,3,5,5,4,3,4,2,5,4,5,1,5,1,2,1,1,5,4,5,5,5,6,2,5,4,1,4,5,4,3,7,1,7,1,3,5,5,5,5,5,3,4,4,5,2,3,3,4,3,4,4,4,4,2,4,4,3,2,1,4,3,4,6,3,1,3,1,4,2,1,NA,4,4,5,NA,4,2,7,7,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1241",1996,5,36.36111111,34.4329071,3,4,2,3,2,2,4,2,5,4,5,2,1,1,2,2,4,4,4,6,5,5,7,6,4,4,6,5,6,2,7,6,2,2,2,2,6,3,4,2,1,4,5,2,3,2,2,3,6,6,2,4,4,4,3,5,4,3,2,3,3,5,4,1,2,3,3,3,2,1,NA,4,4,5,NA,4,3,6,5,1,NA,2,8,1,NA,NA,1,1,NA,2,"PPGA","0","0","0","0",5,0,0,0,0,6
"1242",1996,5,36.38888889,32.56939697,2,2,1,1,3,2,2,2,1,2,1,3,4,2,4,2,2,3,2,4,3,4,5,5,3,3,2,5,2,2,4,5,3,3,2,4,5,3,3,3,2,4,3,3,3,2,2,3,3,3,3,3,5,5,5,5,5,4,3,4,3,5,5,5,4,4,2,3,2,1,NA,4,4,4,1,5,1,4,3,1,NA,2,5,1,NA,NA,4,1,NA,2,"Volleyball","Soccer","health and wellness","Writing group","Math help group",5,7,5,4,2,7
"1243",1996,5,36.38888889,34.50210571,2,4,1,2,2,2,4,4,2,2,4,2,2,2,2,2,5,5,4,3,5,2,2,5,5,2,6,2,4,2,7,2,6,4,2,3,6,6,6,6,6,6,6,3,3,6,2,6,6,6,7,4,5,5,5,4,4,5,3,3,3,2,2,1,2,2,2,2,2,1,NA,4,4,5,NA,2,2,3,3,1,NA,2,6,1,NA,NA,1,1,NA,2,"Phi Delta Epsilon",NA,NA,NA,NA,5,NA,NA,NA,NA,5
"1244",1996,5,36.38888889,34.4329071,1,1,1,1,1,1,2,1,1,1,3,2,1,1,2,2,1,5,1,1,1,3,1,2,3,1,2,1,1,1,2,1,1,1,1,2,5,2,2,1,2,2,2,3,1,2,2,1,5,4,2,3,4,4,3,5,5,2,3,5,5,3,3,4,2,2,4,2,2,1,NA,4,4,5,NA,7,3,8,8,1,NA,2,8,1,NA,NA,1,2,4,2,"study group","sorority",NA,NA,NA,4,20,NA,NA,NA,6
"1245",1996,5,36.39,37.55259705,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,6,6,6,6,6,7,2,6,6,5,6,3,6,3,7,5,7,1,5,6,5,3,5,5,3,5,3,3,5,6,5,3,5,5,5,5,5,4,4,4,4,5,2,4,4,3,4,4,4,4,5,4,2,1,NA,4,4,5,NA,4,3,5,5,1,NA,2,4,3,1,4,1,1,NA,2,"Sorority",NA,NA,NA,NA,10,NA,NA,NA,NA,6
"1246",1996,6,36.4,44.81860352,4,4,1,4,2,1,4,4,4,4,2,3,3,2,4,2,1,2,1,1,1,8,1,1,7,1,6,1,1,4,8,1,8,1,1,7,1,7,8,1,4,7,7,7,7,7,7,1,7,7,7,7,4,4,4,4,4,3,3,4,4,1,4,4,3,3,4,4,2,1,NA,2,2,5,NA,1,NA,4,4,1,NA,2,4,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1247",1996,1,36.4,51.31950378,1,2,1,3,2,2,3,1,3,3,2,2,3,3,3,3,2,2,1,3,6,1,4,3,6,1,3,1,2,1,2,1,4,1,1,3,2,1,1,1,1,1,1,2,2,2,3,1,5,4,1,1,5,5,5,4,5,3,3,4,3,5,4,4,2,2,1,2,2,1,NA,4,2,5,NA,5,5,7,7,1,NA,2,3,1,NA,NA,1,2,8,2,"DLRG",NA,NA,NA,NA,6,NA,NA,NA,NA,6
"1248",1996,6,36.4,44.81860352,2,4,1,4,3,2,4,4,3,2,2,3,3,3,4,2,4,4,4,8,8,5,4,8,4,4,NA,4,4,2,5,4,5,4,5,4,4,3,5,5,5,6,4,4,NA,4,4,8,4,6,4,4,5,5,4,5,5,4,3,3,4,3,4,4,1,4,4,4,2,1,NA,4,4,5,NA,7,4,4,4,2,1,2,7,1,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1249",1996,6,36.4,44.81860352,3,3,1,3,4,4,2,1,4,2,2,1,2,2,1,5,5,5,2,5,2,5,4,1,3,1,NA,4,2,1,4,4,2,1,7,5,7,6,3,2,3,3,5,5,NA,7,4,4,7,7,6,4,5,5,5,5,5,5,5,5,5,5,6,4,3,5,2,5,2,1,NA,4,4,5,NA,5,3,8,8,1,NA,2,8,1,NA,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1250",1996,6,36.4,44.81860352,2,3,2,3,2,2,3,3,4,2,2,2,2,4,3,2,4,4,4,4,4,3,5,4,4,4,4,3,2,3,3,3,4,3,5,4,5,4,5,4,3,5,5,5,3,5,4,3,6,5,5,5,4,4,4,4,4,4,3,4,3,4,6,4,2,4,4,6,2,1,NA,4,4,5,NA,5,4,5,5,1,NA,2,8,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1251",1996,7,36.4,30.58009338,2,4,2,3,2,4,4,4,4,2,2,4,3,2,4,3,6,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,5,4,4,3,3,3,4,2,4,3,3,3,3,4,3,4,3,2,3,4,5,5,5,4,4,3,4,4,4,1,2,3,2,2,2,2,2,1,0,4,4,5,0,5,1,4,3,1,1,2,1,1,1,1,1,2,1,1,"ѧ    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1252",1996,5,36.4,1.293106079,2,4,1,3,1,2,3,3,2,2,1,2,2,1,2,2,4,5,4,6,6,5,4,5,3,4,5,6,5,5,5,6,7,1,6,5,2,2,3,1,2,2,2,5,2,4,1,2,3,3,2,4,5,4,5,5,5,5,5,5,5,4,5,4,2,2,4,5,2,1,NA,4,4,5,NA,8,5,8,7,1,NA,2,8,1,NA,NA,5,2,8,2,"Volunteer","LTB","Biz Law","DA","JC clique",11,7,4,4,5,7
"1253",1996,6,36.4,44.81860352,1,1,1,1,1,1,1,1,5,1,4,1,5,1,5,1,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,1,1,4,1,3,1,1,2,1,NA,4,2,5,NA,2,1,4,3,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1254",1996,7,36.4,30.58009338,2,2,2,2,3,4,3,4,3,2,3,2,2,1,4,2,5,2,2,5,6,3,5,5,6,2,5,2,2,2,6,5,6,2,3,1,2,1,2,2,2,3,2,2,1,5,2,3,6,3,2,4,5,5,5,5,5,5,5,5,5,2,2,4,2,2,1,2,2,1,0,4,4,5,0,8,3,4,2,1,1,2,3,1,1,5,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1255",1996,3,36.4,39.91169739,4,4,3,3,4,4,4,3,3,4,3,1,4,2,3,1,6,5,5,6,6,6,6,5,6,4,6,2,5,3,5,5,3,1,4,4,6,5,5,4,6,4,5,3,2,4,2,6,4,4,2,3,4,4,4,5,4,4,4,3,4,5,7,6,6,6,6,3,2,1,NA,4,4,4,1,4,2,5,4,1,NA,2,8,1,NA,NA,3,2,8,2,"Ankara G?n  ll   Tak?m?",NA,NA,NA,NA,12,NA,NA,NA,NA,7
"1256",1996,5,36.41666667,37.5809021,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,6,6,2,2,5,5,5,5,5,5,3,3,3,4,7,6,5,5,5,5,2,1,NA,4,4,5,NA,5,5,2,2,2,1,2,4,3,1,6,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1257",1996,5,36.41666667,37.55220032,2,4,4,4,2,3,5,4,4,4,4,2,4,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,5,2,3,2,3,2,2,1,2,1,2,1,2,1,2,2,2,2,2,5,2,1,1,2,4,4,4,4,4,4,3,4,4,3,3,4,2,2,3,2,2,1,NA,4,2,4,2,6,1,5,5,1,NA,2,2,3,1,3,1,1,NA,2,"Sorority",NA,NA,NA,NA,10,NA,NA,NA,NA,7
"1258",1996,5,36.41666667,37.55380249,2,4,2,4,4,1,2,3,3,2,1,1,1,4,2,1,1,2,2,3,2,2,2,3,2,2,1,2,1,1,5,1,3,2,5,2,6,5,5,2,4,2,2,2,2,2,2,2,2,3,4,2,4,5,5,5,5,5,4,5,5,2,3,2,2,2,2,2,2,1,NA,4,4,5,NA,6,3,8,8,2,1,2,8,3,1,8,1,1,NA,2,"BPSA",NA,NA,NA,NA,1,NA,NA,NA,NA,7
"1259",1996,6,36.425,44.81860352,4,5,1,5,3,2,2,2,5,3,1,3,4,3,3,3,3,3,3,8,5,2,1,8,3,1,4,8,2,2,8,4,4,2,5,NA,2,NA,2,2,2,6,3,6,NA,5,NA,2,7,7,6,NA,5,5,4,5,5,3,5,5,4,2,3,5,1,3,3,3,2,1,NA,4,4,5,NA,5,3,2,8,1,NA,2,4,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1260",1996,5,36.44444444,34.4329071,2,2,3,2,1,1,2,4,4,3,2,2,2,1,2,3,2,2,3,3,4,2,1,3,4,2,2,2,2,2,2,2,2,4,6,5,7,6,5,6,5,4,5,4,6,7,3,5,5,6,5,4,4,5,4,3,5,5,3,5,5,5,6,2,2,2,2,2,2,1,NA,4,2,2,1,2,1,8,8,1,NA,2,8,1,NA,NA,8,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
