"Subj";"Trial";"b1";"b2";"b3";"b4";"Cat";"Imgname"
"s26";"55";57;54;81;2;"SR";"s26_sr01"
"s26";"56";47;53;10;3;"SR";"s26_sr02"
"s26";"57";13;13;0;3;"NR";"s25_sr17"
"s26";"58";15;14;15;3;"NR";"s25_sr02"
"s26";"59";0;0;63;3;"RA";"ra16"
"s26";"60";21;18;20;3;"NR";"s25_sr03"
"s26";"61";23;18;40;3;"SR";"s26_sr04"
"s26";"62";76;60;71;3;"SR";"s26_sr09"
"s26";"63";40;52;73;2;"GA";"ga16"
"s26";"64";64;56;80;3;"GA";"ga11"
"s26";"65";27;48;51;3;"NR";"s25_sr01"
"s26";"66";63;60;9;2;"RA";"ra01"
"s26";"67";39;50;15;3;"GA";"ga17"
"s26";"68";46;59;55;3;"GA";"ga07"
"s26";"69";3;3;0;3;"RA";"ra11"
"s26";"70";38;35;8;3;"RA";"ra13"
"s26";"71";78;66;71;3;"NR";"s25_sr05"
"s26";"72";46;28;3;3;"RA";"ra19"
"s26";"73";35;28;58;3;"RA";"ra17"
"s26";"74";30;17;69;3;"NR";"s25_sr04"
"s26";"75";3;0;8;3;"SR";"s26_sr12"
"s26";"76";21;18;4;3;"RA";"ra18"
"s26";"77";60;37;13;3;"SR";"s26_sr07"
"s26";"78";0;0;0;3;"RA";"ra08"
"s26";"79";63;40;12;3;"GA";"ga03"
"s26";"80";29;28;80;3;"SR";"s26_sr14"
"s27";"1";64;15;14;3;"SR";"s27_sr08"
"s27";"2";19;14;1;3;"NR";"s28_sr15"
"s27";"3";20;17;17;3;"NR";"s28_sr07"
"s27";"4";7;8;2;3;"RA";"ra18"
"s27";"5";35;36;36;3;"GA";"ga07"
"s27";"6";23;7;11;2;"NR";"s28_sr13"
"s27";"7";64;73;33;2;"RA";"ra02"
"s27";"8";42;49;19;3;"GA";"ga15"
"s27";"9";47;51;12;2;"NR";"s28_sr08"
"s27";"10";39;37;34;2;"NR";"s28_sr19"
"s27";"11";16;14;10;3;"GA";"ga17"
"s27";"12";36;34;14;3;"SR";"s27_sr20"
"s27";"13";17;11;12;3;"NR";"s28_sr02"
"s27";"14";59;26;14;2;"SR";"s27_sr07"
"s27";"15";72;74;34;2;"RA";"ra14"
"s27";"16";30;36;58;2;"RA";"ra06"
"s27";"17";58;45;39;2;"GA";"ga02"
"s27";"18";34;33;58;3;"SR";"s27_sr03"
"s27";"19";45;49;19;2;"RA";"ra19"
"s27";"20";6;14;3;3;"GA";"ga10"
"s27";"21";30;36;13;3;"NR";"s28_sr05"
"s27";"22";17;7;79;3;"SR";"s27_sr18"
"s27";"23";45;30;50;3;"GA";"ga01"
"s27";"24";43;11;14;3;"GA";"ga13"
"s27";"25";58;33;99;2;"SR";"s27_sr01"
"s27";"26";41;20;63;3;"SR";"s27_sr12"
"s27";"27";68;71;17;3;"GA";"ga08"
"s27";"28";17;2;42;3;"GA";"ga19"
"s27";"29";2;6;4;3;"SR";"s27_sr02"
"s27";"30";57;56;41;3;"SR";"s27_sr05"
"s27";"31";59;48;10;2;"RA";"ra08"
"s27";"32";62;50;32;2;"RA";"ra10"
"s27";"33";28;14;3;3;"NR";"s28_sr01"
"s27";"34";2;1;2;3;"NR";"s28_sr12"
"s27";"35";52;43;7;3;"RA";"ra11"
"s27";"36";70;59;7;3;"GA";"ga09"
"s27";"37";6;3;80;3;"SR";"s27_sr14"
"s27";"38";47;49;75;3;"GA";"ga18"
"s27";"39";29;23;14;3;"RA";"ra05"
"s27";"40";21;21;57;3;"NR";"s28_sr17"
"s27";"41";58;60;76;2;"SR";"s27_sr11"
"s27";"42";17;13;82;3;"SR";"s27_sr13"
"s27";"43";55;63;46;3;"RA";"ra03"
"s27";"44";76;86;35;2;"RA";"ra07"
"s27";"45";46;18;10;3;"NR";"s28_sr11"
"s27";"46";54;40;43;3;"SR";"s27_sr19"
"s27";"47";19;11;46;2;"SR";"s27_sr04"
"s27";"48";72;70;24;2;"GA";"ga05"
"s27";"49";1;0;1;3;"RA";"ra20"
"s27";"50";6;10;3;3;"NR";"s28_sr16"
"s27";"51";32;18;54;3;"SR";"s27_sr15"
"s27";"52";53;39;61;3;"NR";"s28_sr20"
"s27";"53";73;63;17;2;"GA";"ga04"
"s27";"54";14;4;2;3;"NR";"s28_sr04"
"s27";"55";26;22;76;3;"NR";"s28_sr18"
"s27";"56";81;68;7;2;"RA";"ra12"
"s27";"57";65;62;62;3;"RA";"ra16"
"s27";"58";76;65;29;3;"SR";"s27_sr09"
"s27";"59";31;44;79;3;"SR";"s27_sr17"
"s27";"60";68;63;40;2;"RA";"ra09"
"s27";"61";18;10;34;3;"NR";"s28_sr06"
"s27";"62";26;14;9;3;"NR";"s28_sr10"
"s27";"63";61;53;1;3;"RA";"ra01"
"s27";"64";80;61;56;3;"SR";"s27_sr10"
"s27";"65";10;13;2;3;"GA";"ga06"
"s27";"66";58;48;12;2;"GA";"ga03"
"s27";"67";74;52;38;3;"RA";"ra15"
"s27";"68";9;17;11;3;"SR";"s27_sr06"
"s27";"69";16;7;2;3;"NR";"s28_sr09"
"s27";"70";62;27;10;3;"GA";"ga11"
"s27";"71";14;3;4;3;"NR";"s28_sr14"
"s27";"72";48;45;5;3;"GA";"ga14"
"s27";"73";20;28;24;3;"GA";"ga20"
"s27";"74";38;37;8;2;"RA";"ra17"
"s27";"75";7;8;64;3;"SR";"s27_sr16"
"s27";"76";44;29;18;3;"NR";"s28_sr03"
"s27";"77";13;3;1;3;"GA";"ga16"
"s27";"78";9;20;40;3;"GA";"ga12"
"s27";"79";15;7;1;3;"RA";"ra13"
"s27";"80";39;31;12;2;"RA";"ra04"
"s28";"1";52;41;33;3;"RA";"ra04"
"s28";"2";13;26;0;3;"RA";"ra13"
"s28";"3";33;45;62;3;"GA";"ga12"
"s28";"4";47;43;6;3;"GA";"ga16"
"s28";"5";89;83;78;3;"NR";"s27_sr03"
"s28";"6";86;65;96;2;"SR";"s28_sr16"
"s28";"7";49;46;8;3;"RA";"ra17"
"s28";"8";65;53;12;3;"GA";"ga20"
"s28";"9";69;59;57;3;"GA";"ga14"
"s28";"10";53;50;17;3;"NR";"s27_sr14"
"s28";"11";47;50;39;3;"GA";"ga11"
"s28";"12";72;57;47;3;"NR";"s27_sr09"
"s28";"13";85;59;87;1;"SR";"s28_sr06"
"s28";"14";61;53;49;3;"RA";"ra15"
"s28";"15";46;44;46;2;"GA";"ga03"
"s28";"16";26;11;20;3;"GA";"ga06"
"s28";"17";83;80;76;3;"SR";"s28_sr10"
"s28";"18";6;4;6;3;"RA";"ra01"
"s28";"19";86;84;85;2;"NR";"s27_sr10"
"s28";"20";51;57;75;2;"NR";"s27_sr06"
"s28";"21";49;51;46;3;"RA";"ra09"
"s28";"22";49;53;55;3;"SR";"s28_sr17"
"s28";"23";37;52;97;1;"SR";"s28_sr09"
"s28";"24";27;47;21;3;"RA";"ra16"
"s28";"25";61;50;37;3;"RA";"ra12"
"s28";"26";23;49;42;3;"NR";"s27_sr18"
"s28";"27";86;53;58;1;"NR";"s27_sr04"
"s28";"28";48;47;48;3;"GA";"ga04"
"s28";"29";23;22;2;2;"NR";"s27_sr20"
"s28";"30";97;100;100;3;"SR";"s28_sr15"
"s28";"31";96;96;100;2;"NR";"s27_sr16"
"s28";"32";1;27;3;3;"RA";"ra20"
"s28";"33";50;49;50;3;"GA";"ga05"
"s28";"34";57;57;82;1;"SR";"s28_sr04"
"s28";"35";57;81;92;2;"SR";"s28_sr19"
"s28";"36";95;97;100;3;"NR";"s27_sr11"
"s28";"37";49;51;48;3;"RA";"ra07"
"s28";"38";42;36;7;3;"RA";"ra03"
"s28";"39";49;55;71;3;"SR";"s28_sr13"
"s28";"40";61;60;88;1;"SR";"s28_sr11"
"s28";"41";58;59;61;3;"NR";"s27_sr17"
"s28";"42";4;3;7;3;"RA";"ra05"
"s28";"43";49;48;32;3;"GA";"ga18"
"s28";"44";13;10;5;3;"SR";"s28_sr14"
"s28";"45";80;64;66;2;"GA";"ga09"
"s28";"46";34;27;5;3;"RA";"ra11"
"s28";"47";45;44;22;2;"NR";"s27_sr12"
"s28";"48";58;49;62;3;"NR";"s27_sr01"
"s28";"49";54;41;34;3;"RA";"ra10"
"s28";"50";3;5;5;3;"RA";"ra08"
"s28";"51";85;56;75;2;"SR";"s28_sr05"
"s28";"52";92;86;89;1;"SR";"s28_sr02"
"s28";"53";50;56;40;2;"GA";"ga19"
"s28";"54";49;50;56;3;"GA";"ga08"
"s28";"55";9;25;42;3;"SR";"s28_sr12"
"s28";"56";51;51;73;2;"SR";"s28_sr01"
"s28";"57";43;48;12;3;"GA";"ga13"
"s28";"58";46;22;11;3;"GA";"ga01"
"s28";"59";55;65;65;2;"SR";"s28_sr18"
"s28";"60";72;75;87;1;"NR";"s27_sr05"
"s28";"61";50;50;30;3;"GA";"ga10"
"s28";"62";8;5;52;3;"RA";"ra19"
"s28";"63";58;51;73;2;"SR";"s28_sr03"
"s28";"64";39;42;31;3;"GA";"ga02"
"s28";"65";48;49;11;3;"RA";"ra06"
"s28";"66";43;42;25;3;"RA";"ra14"
"s28";"67";65;70;58;1;"SR";"s28_sr07"
"s28";"68";61;53;53;3;"NR";"s27_sr02"
"s28";"69";51;59;19;3;"SR";"s28_sr20"
"s28";"70";57;49;70;3;"GA";"ga17"
"s28";"71";50;56;49;3;"NR";"s27_sr19"
"s28";"72";48;47;27;3;"NR";"s27_sr08"
"s28";"73";47;52;67;3;"GA";"ga15"
"s28";"74";49;39;52;3;"RA";"ra02"
"s28";"75";44;51;52;3;"NR";"s27_sr13"
"s28";"76";20;21;29;3;"GA";"ga07"
"s28";"77";30;16;47;3;"RA";"ra18"
"s28";"78";95;84;58;1;"NR";"s27_sr07"
"s28";"79";65;47;32;3;"NR";"s27_sr15"
"s28";"80";55;65;58;2;"SR";"s28_sr08"
"s29";"1";67;79;70;3;"RA";"ra02"
"s29";"2";68;75;44;3;"RA";"ra08"
"s29";"3";29;7;5;3;"SR";"s29_sr16"
"s29";"4";23;9;7;3;"SR";"s29_sr07"
"s29";"5";82;72;58;3;"RA";"ra03"
"s29";"6";79;85;65;3;"RA";"ra19"
"s29";"7";11;1;8;3;"NR";"s30_sr13"
"s29";"8";47;43;51;3;"GA";"ga11"
"s29";"9";21;3;19;3;"SR";"s29_sr17"
"s29";"10";32;4;18;3;"NR";"s30_sr20"
"s29";"11";49;73;19;3;"RA";"ra11"
"s29";"12";31;21;8;3;"GA";"ga10"
"s29";"13";27;11;6;3;"NR";"s30_sr10"
"s29";"14";27;14;8;3;"NR";"s30_sr08"
"s29";"15";67;67;70;3;"RA";"ra01"
"s29";"16";28;25;8;3;"SR";"s29_sr09"
"s29";"17";47;24;14;3;"SR";"s29_sr20"
"s29";"18";34;5;12;3;"NR";"s30_sr02"
"s29";"19";32;1;10;3;"NR";"s30_sr06"
"s29";"20";33;15;12;3;"SR";"s29_sr04"
"s29";"21";50;60;62;3;"RA";"ra16"
"s29";"22";37;16;3;3;"SR";"s29_sr13"
"s29";"23";43;15;4;3;"GA";"ga04"
"s29";"24";37;7;7;3;"GA";"ga16"
"s29";"25";46;3;11;3;"NR";"s30_sr04"
"s29";"26";35;8;11;3;"GA";"ga13"
"s29";"27";47;19;18;3;"GA";"ga03"
"s29";"28";47;11;13;3;"SR";"s29_sr05"
"s29";"29";46;12;16;3;"SR";"s29_sr02"
"s29";"30";4;9;16;3;"GA";"ga06"
"s29";"31";67;67;69;3;"RA";"ra17"
"s29";"32";85;81;75;3;"RA";"ra12"
"s29";"33";30;13;12;3;"GA";"ga05"
"s29";"34";29;14;9;3;"SR";"s29_sr01"
"s29";"35";43;48;30;3;"SR";"s29_sr11"
"s29";"36";25;22;17;3;"NR";"s30_sr03"
"s29";"37";6;20;17;3;"GA";"ga01"
"s29";"38";1;19;25;3;"GA";"ga12"
"s29";"39";15;4;12;3;"NR";"s30_sr05"
"s29";"40";16;29;42;3;"GA";"ga19"
"s29";"41";16;22;18;3;"NR";"s30_sr14"
"s29";"42";59;64;57;2;"RA";"ra18"
"s29";"43";45;56;20;3;"GA";"ga02"
"s29";"44";53;67;23;3;"GA";"ga09"
"s29";"45";71;70;65;3;"RA";"ra07"
"s29";"46";19;68;15;3;"NR";"s30_sr07"
"s29";"47";24;20;42;3;"SR";"s29_sr14"
"s29";"48";0;11;34;3;"NR";"s30_sr12"
"s29";"49";68;50;62;3;"SR";"s29_sr19"
"s29";"50";73;68;61;2;"RA";"ra14"
"s29";"51";83;65;71;3;"RA";"ra04"
"s29";"52";6;8;21;3;"NR";"s30_sr01"
"s29";"53";2;11;28;3;"NR";"s30_sr17"
"s29";"54";4;11;36;3;"SR";"s29_sr10"
"s29";"55";33;11;26;3;"GA";"ga08"
"s29";"56";58;76;46;3;"RA";"ra05"
"s29";"57";1;6;24;3;"GA";"ga07"
"s29";"58";4;10;46;3;"SR";"s29_sr12"
"s29";"59";11;9;8;2;"RA";"ra20"
"s29";"60";3;8;14;3;"GA";"ga17"
"s29";"61";49;40;24;3;"RA";"ra10"
"s29";"62";23;16;8;3;"NR";"s30_sr18"
"s29";"63";8;10;1;3;"GA";"ga20"
"s29";"64";12;19;8;3;"NR";"s30_sr15"
"s29";"65";18;21;69;2;"RA";"ra15"
"s29";"66";83;79;79;3;"RA";"ra06"
"s29";"67";13;11;7;3;"NR";"s30_sr16"
"s29";"68";22;6;14;3;"NR";"s30_sr09"
"s29";"69";82;84;60;3;"RA";"ra09"
"s29";"70";18;13;52;3;"SR";"s29_sr15"
"s29";"71";22;10;29;3;"GA";"ga18"
"s29";"72";0;11;35;3;"SR";"s29_sr03"
"s29";"73";9;32;19;3;"NR";"s30_sr19"
"s29";"74";2;3;19;3;"NR";"s30_sr11"
"s29";"75";1;8;22;3;"SR";"s29_sr06"
"s29";"76";1;7;24;3;"SR";"s29_sr08"
"s29";"77";70;77;48;2;"RA";"ra13"
"s29";"78";4;3;50;3;"SR";"s29_sr18"
"s29";"79";11;7;55;3;"GA";"ga14"
"s29";"80";8;6;50;3;"GA";"ga15"
"s30";"1";25;23;4;3;"GA";"ga15"
"s30";"2";29;33;39;2;"GA";"ga14"
"s30";"3";34;57;22;3;"SR";"s30_sr18"
"s30";"4";23;14;2;3;"RA";"ra13"
"s30";"5";42;58;8;2;"SR";"s30_sr08"
"s30";"6";62;68;18;2;"SR";"s30_sr06"
"s30";"7";11;7;1;3;"NR";"s29_sr11"
"s30";"8";17;5;77;3;"NR";"s29_sr19"
"s30";"9";39;32;14;2;"SR";"s30_sr03"
"s30";"10";37;47;22;3;"GA";"ga18"
"s30";"11";16;29;21;3;"SR";"s30_sr15"
"s30";"12";37;19;20;3;"RA";"ra09"
"s30";"13";37;33;17;3;"NR";"s29_sr09"
"s30";"14";47;32;20;3;"NR";"s29_sr16"
"s30";"15";20;19;4;3;"RA";"ra06"
"s30";"16";52;23;16;3;"RA";"ra15"
"s30";"17";23;20;14;3;"NR";"s29_sr15"
"s30";"18";21;16;11;3;"GA";"ga20"
"s30";"19";35;44;68;3;"NR";"s29_sr18"
"s30";"20";24;30;11;3;"RA";"ra10"
"s30";"21";24;13;6;3;"GA";"ga17"
"s30";"22";2;1;1;3;"RA";"ra20"
"s30";"23";7;7;83;3;"SR";"s30_sr12"
"s30";"24";25;27;46;3;"GA";"ga07"
"s30";"25";14;18;2;3;"RA";"ra05"
"s30";"26";16;16;9;3;"GA";"ga08"
"s30";"27";62;55;66;2;"SR";"s30_sr10"
"s30";"28";27;28;55;3;"NR";"s29_sr17"
"s30";"29";28;27;27;3;"NR";"s29_sr01"
"s30";"30";26;27;21;3;"RA";"ra04"
"s30";"31";26;10;15;3;"RA";"ra14"
"s30";"32";55;56;65;3;"SR";"s30_sr19"
"s30";"33";30;29;60;3;"NR";"s29_sr12"
"s30";"34";46;43;72;2;"SR";"s30_sr14"
"s30";"35";27;37;27;3;"NR";"s29_sr07"
"s30";"36";44;37;27;3;"RA";"ra07"
"s30";"37";29;35;9;3;"GA";"ga09"
"s30";"38";25;33;12;3;"GA";"ga02"
"s30";"39";20;63;16;3;"RA";"ra18"
"s30";"40";33;22;4;3;"NR";"s29_sr14"
"s30";"41";31;36;10;3;"GA";"ga19"
"s30";"42";56;44;25;3;"NR";"s29_sr05"
"s30";"43";13;5;11;3;"GA";"ga12"
"s30";"44";8;18;12;3;"GA";"ga01"
"s30";"45";27;46;65;2;"NR";"s29_sr03"
"s30";"46";45;46;38;3;"SR";"s30_sr11"
"s30";"47";63;75;98;1;"SR";"s30_sr01"
"s30";"48";6;25;24;3;"GA";"ga05"
"s30";"49";11;8;8;3;"RA";"ra12"
"s30";"50";8;16;4;3;"RA";"ra17"
"s30";"51";12;18;3;3;"GA";"ga06"
"s30";"52";31;40;13;3;"SR";"s30_sr02"
"s30";"53";25;31;6;3;"SR";"s30_sr05"
"s30";"54";30;25;6;3;"GA";"ga03"
"s30";"55";23;21;26;3;"GA";"ga13"
"s30";"56";28;32;20;3;"NR";"s29_sr04"
"s30";"57";13;23;14;3;"GA";"ga16"
"s30";"58";19;24;14;3;"GA";"ga04"
"s30";"59";29;18;67;3;"SR";"s30_sr13"
"s30";"60";21;29;34;3;"RA";"ra16"
"s30";"61";15;27;18;3;"SR";"s30_sr04"
"s30";"62";53;35;14;3;"NR";"s29_sr06"
"s30";"63";35;27;17;3;"NR";"s29_sr02"
"s30";"64";21;37;16;2;"SR";"s30_sr20"
"s30";"65";23;22;10;3;"SR";"s30_sr09"
"s30";"66";29;27;6;3;"RA";"ra01"
"s30";"67";41;27;7;3;"NR";"s29_sr08"
"s30";"68";21;25;9;3;"NR";"s29_sr10"
"s30";"69";23;28;20;3;"GA";"ga10"
"s30";"70";19;6;4;3;"RA";"ra11"
"s30";"71";51;64;88;3;"NR";"s29_sr20"
"s30";"72";29;15;30;3;"SR";"s30_sr17"
"s30";"73";19;15;12;3;"GA";"ga11"
"s30";"74";10;4;7;3;"NR";"s29_sr13"
"s30";"75";43;27;4;3;"RA";"ra19"
"s30";"76";50;24;7;3;"RA";"ra03"
"s30";"77";20;26;3;3;"SR";"s30_sr07"
"s30";"78";14;9;10;3;"SR";"s30_sr16"
"s30";"79";6;5;4;3;"RA";"ra08"
"s30";"80";27;47;4;3;"RA";"ra02"
"s31";"1";81;57;54;3;"GA";"ga07"
"s31";"2";77;31;5;2;"RA";"ra09"
"s31";"3";79;86;55;3;"SR";"s31_sr05"
"s31";"4";40;8;19;2;"GA";"ga11"
"s31";"5";75;81;41;3;"GA";"ga14"
"s31";"6";37;28;22;3;"SR";"s31_sr20"
"s31";"7";36;20;28;3;"RA";"ra02"
"s31";"8";35;33;71;3;"GA";"ga13"
"s31";"9";30;16;6;2;"NR";"s32_sr19"
"s31";"10";7;6;1;3;"RA";"ra11"
"s31";"11";17;10;13;3;"NR";"s32_sr13"
"s31";"12";24;12;4;3;"RA";"ra13"
"s31";"13";66;77;58;2;"GA";"ga02"
"s31";"14";37;57;53;3;"GA";"ga15"
"s31";"15";37;60;67;3;"NR";"s32_sr11"
"s31";"16";22;29;28;3;"NR";"s32_sr01"
"s31";"17";24;31;99;3;"SR";"s31_sr18"
"s31";"18";46;55;80;3;"SR";"s31_sr09"
"s31";"19";11;15;51;3;"GA";"ga16"
"s31";"20";17;54;41;3;"NR";"s32_sr07"
"s31";"21";16;32;49;3;"NR";"s32_sr12"
"s31";"22";25;66;68;3;"SR";"s31_sr13"
"s31";"23";23;23;92;3;"SR";"s31_sr06"
"s31";"24";35;49;77;3;"NR";"s32_sr05"
"s31";"25";41;39;45;2;"RA";"ra06"
"s31";"26";37;22;72;3;"NR";"s32_sr17"
"s31";"27";11;8;39;3;"NR";"s32_sr18"
"s31";"28";30;68;44;3;"RA";"ra16"
"s31";"29";5;23;30;3;"RA";"ra10"
"s31";"30";46;76;68;3;"SR";"s31_sr08"
"s31";"31";32;59;16;3;"RA";"ra01"
"s31";"32";28;64;75;3;"RA";"ra17"
"s31";"33";26;32;65;3;"NR";"s32_sr02"
"s31";"34";57;69;95;3;"SR";"s31_sr02"
"s31";"35";61;46;89;3;"SR";"s31_sr04"
"s31";"36";23;28;35;3;"NR";"s32_sr06"
"s31";"37";23;4;63;3;"NR";"s32_sr14"
"s31";"38";15;43;77;3;"GA";"ga19"
"s31";"39";24;25;88;3;"NR";"s32_sr04"
"s31";"40";65;77;80;3;"NR";"s32_sr10"
"s31";"41";68;70;96;3;"SR";"s31_sr14"
"s31";"42";57;20;22;3;"NR";"s32_sr15"
"s31";"43";74;79;97;3;"SR";"s31_sr07"
"s31";"44";28;25;10;3;"GA";"ga20"
"s31";"45";54;66;82;3;"SR";"s31_sr19"
"s31";"46";77;78;45;3;"GA";"ga10"
"s31";"47";8;7;1;3;"RA";"ra20"
"s31";"48";7;7;46;3;"RA";"ra08"
"s31";"49";31;5;93;3;"SR";"s31_sr17"
"s31";"50";77;88;94;3;"SR";"s31_sr03"
"s31";"51";50;61;86;3;"RA";"ra07"
"s31";"52";55;45;59;3;"GA";"ga09"
"s31";"53";78;76;64;3;"GA";"ga03"
"s31";"54";20;12;81;3;"SR";"s31_sr11"
"s31";"55";51;73;70;3;"NR";"s32_sr20"
"s31";"56";33;15;67;3;"GA";"ga17"
"s31";"57";39;25;69;3;"RA";"ra18"
"s31";"58";21;10;14;3;"RA";"ra12"
"s31";"59";56;79;84;3;"SR";"s31_sr12"
"s31";"60";15;5;86;3;"NR";"s32_sr16"
"s31";"61";60;64;71;3;"GA";"ga18"
"s31";"62";63;80;86;3;"GA";"ga01"
"s31";"63";15;49;81;3;"RA";"ra04"
"s31";"64";14;6;24;3;"SR";"s31_sr15"
"s31";"65";57;67;64;3;"GA";"ga08"
"s31";"66";20;13;64;3;"SR";"s31_sr16"
"s31";"67";63;77;89;3;"RA";"ra15"
"s31";"68";61;65;96;3;"NR";"s32_sr03"
"s31";"69";14;21;96;3;"GA";"ga04"
"s31";"70";6;21;91;3;"GA";"ga06"
"s31";"71";27;45;21;3;"RA";"ra19"
"s31";"72";10;6;16;3;"GA";"ga12"
"s31";"73";15;15;80;3;"SR";"s31_sr10"
"s31";"74";25;26;99;3;"SR";"s31_sr01"
"s31";"75";22;36;24;3;"RA";"ra05"
"s31";"76";48;61;67;3;"RA";"ra14"
"s31";"77";51;52;25;3;"GA";"ga05"
"s31";"78";22;73;25;3;"NR";"s32_sr08"
"s31";"79";20;6;76;3;"RA";"ra03"
"s31";"80";58;52;88;3;"NR";"s32_sr09"
"s32";"1";50;46;3;3;"NR";"s31_sr09"
"s32";"2";11;24;9;2;"RA";"ra03"
"s32";"3";48;46;4;2;"NR";"s31_sr08"
"s32";"4";50;20;5;3;"GA";"ga05"
"s32";"5";58;45;5;3;"RA";"ra14"
"s32";"6";10;12;0;3;"RA";"ra05"
"s32";"7";24;47;48;2;"SR";"s32_sr01"
"s32";"8";20;44;93;1;"SR";"s32_sr10"
"s32";"9";0;0;15;3;"GA";"ga12"
"s32";"10";13;8;0;3;"RA";"ra19"
"s32";"11";29;47;3;3;"GA";"ga06"
"s32";"12";15;23;9;3;"GA";"ga04"
"s32";"13";25;31;6;3;"NR";"s31_sr03"
"s32";"14";48;49;14;3;"RA";"ra15"
"s32";"15";4;13;45;2;"SR";"s32_sr16"
"s32";"16";6;14;0;3;"GA";"ga08"
"s32";"17";7;25;48;2;"SR";"s32_sr15"
"s32";"18";56;48;24;3;"RA";"ra04"
"s32";"19";5;2;0;3;"GA";"ga01"
"s32";"20";9;16;4;2;"GA";"ga18"
"s32";"21";9;2;0;3;"NR";"s31_sr16"
"s32";"22";21;17;0;3;"SR";"s32_sr12"
"s32";"23";54;48;1;3;"RA";"ra12"
"s32";"24";25;8;3;3;"RA";"ra18"
"s32";"25";6;7;2;3;"GA";"ga17"
"s32";"26";3;2;1;3;"NR";"s31_sr20"
"s32";"27";41;34;63;2;"SR";"s32_sr11"
"s32";"28";32;24;3;3;"GA";"ga03"
"s32";"29";29;18;1;2;"GA";"ga09"
"s32";"30";49;38;4;3;"RA";"ra07"
"s32";"31";17;6;4;3;"SR";"s32_sr03"
"s32";"32";7;5;13;2;"SR";"s32_sr17"
"s32";"33";15;5;0;3;"RA";"ra08"
"s32";"34";0;0;0;3;"RA";"ra20"
"s32";"35";13;6;3;3;"GA";"ga10"
"s32";"36";15;7;8;2;"SR";"s32_sr19"
"s32";"37";18;14;1;3;"GA";"ga20"
"s32";"38";20;7;9;3;"SR";"s32_sr07"
"s32";"39";6;6;100;2;"NR";"s31_sr15"
"s32";"40";11;15;92;2;"SR";"s32_sr14"
"s32";"41";14;19;19;3;"NR";"s31_sr10"
"s32";"42";22;21;48;2;"NR";"s31_sr04"
"s32";"43";18;32;9;3;"GA";"ga19"
"s32";"44";0;0;0;3;"NR";"s31_sr14"
"s32";"45";13;9;0;3;"NR";"s31_sr06"
"s32";"46";9;17;41;2;"SR";"s32_sr04"
"s32";"47";23;19;7;3;"SR";"s32_sr02"
"s32";"48";26;23;16;2;"NR";"s31_sr02"
"s32";"49";24;33;0;3;"RA";"ra17"
"s32";"50";51;49;0;3;"RA";"ra01"
"s32";"51";13;26;8;2;"SR";"s32_sr08"
"s32";"52";29;30;25;3;"RA";"ra10"
"s32";"53";39;30;25;2;"RA";"ra16"
"s32";"54";11;10;8;3;"NR";"s31_sr18"
"s32";"55";5;3;27;2;"NR";"s31_sr17"
"s32";"56";27;19;0;3;"RA";"ra06"
"s32";"57";27;21;0;2;"NR";"s31_sr05"
"s32";"58";57;47;79;1;"SR";"s32_sr06"
"s32";"59";12;4;51;2;"SR";"s32_sr13"
"s32";"60";13;14;7;2;"NR";"s31_sr12"
"s32";"61";11;16;5;3;"NR";"s31_sr07"
"s32";"62";5;10;7;3;"GA";"ga16"
"s32";"63";11;35;63;2;"SR";"s32_sr09"
"s32";"64";4;17;59;2;"SR";"s32_sr18"
"s32";"65";17;20;6;3;"NR";"s31_sr01"
"s32";"66";20;27;53;2;"NR";"s31_sr11"
"s32";"67";11;16;0;3;"GA";"ga15"
"s32";"68";25;23;0;3;"GA";"ga02"
"s32";"69";9;4;0;3;"RA";"ra13"
"s32";"70";12;12;0;3;"NR";"s31_sr13"
"s32";"71";9;7;2;3;"RA";"ra11"
"s32";"72";30;30;21;3;"NR";"s31_sr19"
"s32";"73";23;16;15;2;"GA";"ga13"
"s32";"74";26;18;0;3;"RA";"ra02"
"s32";"75";33;24;79;2;"SR";"s32_sr20"
"s32";"76";34;16;5;3;"GA";"ga14"
"s32";"77";26;29;22;3;"GA";"ga11"
"s32";"78";35;33;53;2;"SR";"s32_sr05"
"s32";"79";44;32;0;3;"RA";"ra09"
"s32";"80";37;20;15;3;"GA";"ga07"
"s33";"1";61;46;82;1;"SR";"s33_sr13"
"s33";"2";70;70;100;1;"GA";"ga18"
"s33";"3";84;70;99;1;"RA";"ra15"
"s33";"4";43;35;3;2;"GA";"ga15"
"s33";"5";49;49;17;1;"GA";"ga20"
"s33";"6";37;33;90;1;"NR";"s34_sr09"
"s33";"7";29;52;99;1;"SR";"s33_sr08"
"s33";"8";25;13;0;3;"RA";"ra05"
"s33";"9";56;34;61;1;"RA";"ra12"
"s33";"10";55;66;24;1;"SR";"s33_sr09"
"s33";"11";18;35;92;1;"SR";"s33_sr15"
"s33";"12";23;49;45;1;"GA";"ga11"
"s33";"13";17;4;22;2;"GA";"ga16"
"s33";"14";58;36;74;1;"NR";"s34_sr07"
"s33";"15";67;57;96;1;"NR";"s34_sr17"
"s33";"16";52;40;47;2;"GA";"ga01"
"s33";"17";14;0;2;3;"RA";"ra18"
"s33";"18";31;50;39;2;"NR";"s34_sr18"
"s33";"19";57;61;76;1;"RA";"ra07"
"s33";"20";56;31;48;2;"NR";"s34_sr04"
"s33";"21";32;25;28;3;"GA";"ga03"
