"Subj";"Trial";"b1";"b2";"b3";"b4";"Cat";"Imgname"
"s52";"35";27;12;2;3;"GA";"ga16"
"s52";"36";85;85;94;1;"SR";"s52_sr20"
"s52";"37";99;99;99;1;"SR";"s52_sr01"
"s52";"38";50;66;49;3;"GA";"ga14"
"s52";"39";35;39;73;1;"NR";"s51_sr15"
"s52";"40";13;13;2;3;"RA";"ra12"
"s52";"41";44;15;2;3;"RA";"ra15"
"s52";"42";57;62;75;1;"NR";"s51_sr06"
"s52";"43";63;49;45;3;"GA";"ga19"
"s52";"44";76;75;48;2;"SR";"s52_sr07"
"s52";"45";63;51;2;3;"GA";"ga10"
"s52";"46";53;48;78;1;"NR";"s51_sr18"
"s52";"47";59;63;62;3;"GA";"ga17"
"s52";"48";68;70;69;1;"NR";"s51_sr19"
"s52";"49";74;79;78;1;"SR";"s52_sr03"
"s52";"50";51;49;80;1;"SR";"s52_sr19"
"s52";"51";1;1;1;3;"RA";"ra20"
"s52";"52";73;75;79;3;"NR";"s51_sr02"
"s52";"53";73;77;80;1;"NR";"s51_sr05"
"s52";"54";52;52;0;3;"GA";"ga02"
"s52";"55";20;20;2;3;"GA";"ga20"
"s52";"56";99;99;99;1;"SR";"s52_sr14"
"s52";"57";28;23;4;3;"RA";"ra19"
"s52";"58";89;51;98;1;"NR";"s51_sr11"
"s52";"59";16;4;2;3;"RA";"ra04"
"s52";"60";0;1;1;3;"RA";"ra13"
"s52";"61";90;85;75;1;"SR";"s52_sr08"
"s52";"62";7;17;1;3;"GA";"ga11"
"s52";"63";6;19;2;3;"RA";"ra16"
"s52";"64";85;84;75;1;"SR";"s52_sr06"
"s52";"65";46;50;49;3;"SR";"s52_sr02"
"s52";"66";47;46;1;2;"GA";"ga13"
"s52";"67";59;61;77;1;"SR";"s52_sr12"
"s52";"68";15;15;1;3;"RA";"ra14"
"s52";"69";4;9;2;3;"RA";"ra18"
"s52";"70";67;49;2;3;"NR";"s51_sr09"
"s52";"71";68;64;3;3;"NR";"s51_sr08"
"s52";"72";0;0;1;3;"GA";"ga06"
"s52";"73";75;68;1;3;"GA";"ga09"
"s52";"74";49;48;73;1;"NR";"s51_sr16"
"s52";"75";52;49;68;1;"NR";"s51_sr17"
"s52";"76";79;82;65;2;"SR";"s52_sr05"
"s52";"77";51;48;1;3;"RA";"ra10"
"s52";"78";74;76;1;2;"GA";"ga18"
"s52";"79";65;70;71;2;"RA";"ra07"
"s52";"80";99;100;99;1;"SR";"s52_sr11"
