country,subj_id,gender,age,experimenter,location,target_cat,target_orig,target,sequence,trial,question_cat,question,clarification,response_orig,response_cat,response
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,19,universal,feel guilty,like when you feel bad because you did something mean,No,no,0
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,20,universal,choose what to do,like when you decide between different things,No,no,0
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,21,universal,think about things,like when you have a thought or an idea about something,No,no,0
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,22,universal,hear things,like when you hear a noise,No,no,0
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,23,universal,remember things,like when you remember something that happened before,Yes,yes,1
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,24,universal add-on,bleed if they touch something sharp,[NONE],No,no,0
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,25,universal add-on,have souls,[NONE],No,no,0
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,26,universal add-on,have minds,[NONE],No,no,0
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,1,universal,figure out how to do things,like when you learn a new fact or understand something new,No,no,0
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,2,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,No,no,0
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,3,universal,feel love,like when you really like somebody and care about them a lot,No,no,0
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,4,universal,get hungry,like when you feel like you need to eat something,Ating,kind of,0.5
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,5,universal,smell things,"like when you can tell if something smells sweet, or rotten",Yes,yes,1
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,6,universal,sense when things are far away,like when you see that something is far away from you,Yes,yes,1
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,7,universal,feel happy,like when you feel good,No,no,0
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,8,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,No,no,0
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,9,universal,get angry,like when you feel mad,Ating,kind of,0.5
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,10,universal,"feel sick, like when you feel like you might vomit",[NONE],No,no,0
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,11,universal,feel pain,like when something hurts you,No,no,0
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,12,universal,sense temperatures,like when you can tell if something is warm or cool,No,no,0
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,13,universal,feel sad,like when you feel bad or unhappy,No,no,0
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,14,universal,feel tired,like when you feel sleepy,Yes,yes,1
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,15,universal,feel proud,like when you feel really good about something you did,No,no,0
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,16,universal,pray,like when you pray,No,no,0
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,17,universal,feel shy,like when you feel quiet or embarrassed,No,no,0
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,18,universal,feel scared,like when you feel afraid,No,no,0
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,19,universal,feel guilty,like when you feel bad because you did something mean,No,no,0
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,20,universal,choose what to do,like when you decide between different things,Yes,yes,1
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,21,universal,think about things,like when you have a thought or an idea about something,Ating,kind of,0.5
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,22,universal,hear things,like when you hear a noise,Ating,kind of,0.5
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,23,universal,remember things,like when you remember something that happened before,No,no,0
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,24,universal add-on,bleed if they touch something sharp,[NONE],No,no,0
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,25,universal add-on,have souls,[NONE],No,no,0
Vanuatu,vt_adults_046_beetles,male,NA,LT,Port Vila,universal,beetles,beetles,1,26,universal add-on,have minds,[NONE],Yes,yes,1
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,1,universal,feel proud,like when you feel really good about something you did,ating,kind of,0.5
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,2,universal,feel scared,like when you feel afraid,yes,yes,1
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,3,universal,hear things,like when you hear a noise,yes,yes,1
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,4,universal,sense when things are far away,like when you see that something is far away from you,yes,yes,1
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,5,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,no,no,0
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,6,universal,feel love,like when you really like somebody and care about them a lot,ating,kind of,0.5
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,7,universal,remember things,like when you remember something that happened before,yes,yes,1
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,8,universal,feel pain,like when something hurts you,yes,yes,1
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,9,universal,smell things,"like when you can tell if something smells sweet, or rotten",yes,yes,1
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,10,universal,choose what to do,like when you decide between different things,yes,yes,1
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,11,universal,sense temperatures,like when you can tell if something is warm or cool,yes,yes,1
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,12,universal,feel sad,like when you feel bad or unhappy,ating,kind of,0.5
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,13,universal,figure out how to do things,like when you learn a new fact or understand something new,ating,kind of,0.5
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,14,universal,think about things,like when you have a thought or an idea about something,ating,kind of,0.5
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,15,universal,feel guilty,like when you feel bad because you did something mean,yes,yes,1
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,16,universal,"feel sick, like when you feel like you might vomit",[NONE],yes,yes,1
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,17,universal,get angry,like when you feel mad,yes,yes,1
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,18,universal,pray,like when you pray,no,no,0
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,19,universal,feel shy,like when you feel quiet or embarrassed,no,no,0
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,20,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,ating,kind of,0.5
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,21,universal,feel tired,like when you feel sleepy,yes,yes,1
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,22,universal,get hungry,like when you feel like you need to eat something,yes,yes,1
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,23,universal,feel happy,like when you feel good,yes,yes,1
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,24,universal add-on,have souls,[NONE],ating,kind of,0.5
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,25,universal add-on,have minds,[NONE],yes,yes,1
Vanuatu,vt_adults_047_dogs,male,19,LT,Malekula,universal,dogs,dogs,5,26,universal add-on,bleed if they touch something sharp,[NONE],yes,yes,1
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,1,universal,feel tired,like when you feel sleepy,yes,yes,1
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,2,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,3,universal,get angry,like when you feel mad,no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,4,universal,feel proud,like when you feel really good about something you did,no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,5,universal,"feel sick, like when you feel like you might vomit",[NONE],yes,yes,1
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,6,universal,feel sad,like when you feel bad or unhappy,no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,7,universal,figure out how to do things,like when you learn a new fact or understand something new,yes,yes,1
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,8,universal,feel shy,like when you feel quiet or embarrassed,no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,9,universal,feel scared,like when you feel afraid,no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,10,universal,sense temperatures,like when you can tell if something is warm or cool,no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,11,universal,remember things,like when you remember something that happened before,no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,12,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,13,universal,sense when things are far away,like when you see that something is far away from you,no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,14,universal,smell things,"like when you can tell if something smells sweet, or rotten",no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,15,universal,pray,like when you pray,no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,16,universal,hear things,like when you hear a noise,yes,yes,1
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,17,universal,get hungry,like when you feel like you need to eat something,yes,yes,1
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,18,universal,feel love,like when you really like somebody and care about them a lot,no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,19,universal,feel guilty,like when you feel bad because you did something mean,no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,20,universal,think about things,like when you have a thought or an idea about something,yes,yes,1
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,21,universal,feel pain,like when something hurts you,no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,22,universal,feel happy,like when you feel good,no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,23,universal,choose what to do,like when you decide between different things,no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,24,universal add-on,have souls,[NONE],no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,25,universal add-on,bleed if they touch something sharp,[NONE],no,no,0
Vanuatu,vt_adults_048_chickens,male,18,LT,Malekula,universal,chickens,chickens,3,26,universal add-on,have minds,[NONE],no,no,0
Vanuatu,vt_adults_049_ghosts,male,72,LT,Malekula,universal,ghosts,ghosts,1,1,universal,figure out how to do things,like when you learn a new fact or understand something new,yes,yes,1
Vanuatu,vt_adults_049_ghosts,male,72,LT,Malekula,universal,ghosts,ghosts,1,2,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,yes,yes,1
Vanuatu,vt_adults_049_ghosts,male,72,LT,Malekula,universal,ghosts,ghosts,1,3,universal,feel love,like when you really like somebody and care about them a lot,yes,yes,1
Vanuatu,vt_adults_049_ghosts,male,72,LT,Malekula,universal,ghosts,ghosts,1,4,universal,get hungry,like when you feel like you need to eat something,yes,yes,1
Vanuatu,vt_adults_049_ghosts,male,72,LT,Malekula,universal,ghosts,ghosts,1,5,universal,smell things,"like when you can tell if something smells sweet, or rotten",yes,yes,1
Vanuatu,vt_adults_049_ghosts,male,72,LT,Malekula,universal,ghosts,ghosts,1,6,universal,sense when things are far away,like when you see that something is far away from you,yes,yes,1
Vanuatu,vt_adults_049_ghosts,male,72,LT,Malekula,universal,ghosts,ghosts,1,7,universal,feel happy,like when you feel good,yes,yes,1
Vanuatu,vt_adults_049_ghosts,male,72,LT,Malekula,universal,ghosts,ghosts,1,8,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,yes,yes,1
Vanuatu,vt_adults_049_ghosts,male,72,LT,Malekula,universal,ghosts,ghosts,1,9,universal,get angry,like when you feel mad,yes,yes,1
Vanuatu,vt_adults_049_ghosts,male,72,LT,Malekula,universal,ghosts,ghosts,1,10,universal,"feel sick, like when you feel like you might vomit",[NONE],yes,yes,1
Vanuatu,vt_adults_049_ghosts,male,72,LT,Malekula,universal,ghosts,ghosts,1,11,universal,feel pain,like when something hurts you,yes,yes,1
Vanuatu,vt_adults_049_ghosts,male,72,LT,Malekula,universal,ghosts,ghosts,1,12,universal,sense temperatures,like when you can tell if something is warm or cool,yes,yes,1
Vanuatu,vt_adults_049_ghosts,male,72,LT,Malekula,universal,ghosts,ghosts,1,13,universal,feel sad,like when you feel bad or unhappy,yes,yes,1
Vanuatu,vt_adults_049_ghosts,male,72,LT,Malekula,universal,ghosts,ghosts,1,14,universal,feel tired,like when you feel sleepy,yes,yes,1
