"Temperature_t1","Temperature_t2","socialdiversity","Site","DEQ","ALEX1","ALEX2","ALEX3","ALEX4","ALEX5","ALEX6","ALEX7","ALEX8","ALEX9","ALEX10","ALEX11","ALEX12","ALEX13","ALEX14","ALEX15","ALEX16","langfamily"
36.1,NA,4,"SMU",NA,2,2,4,2,1,5,2,2,3,2,1,1,1,2,3,4,1
36.2,NA,0,"Portugal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
36.3,NA,0,"Kassel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
36.3,NA,0,"Bamberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
36.3,NA,0,"Zurich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
36.3,NA,7,"Bamberg",NA,2,2,1,2,2,2,3,2,2,2,3,2,2,2,2,2,1
36.3,NA,6,"SMU",NA,4,4,3,4,3,3,4,4,3,4,2,3,3,2,3,2,1
36.4,NA,8,"Portugal",NA,5,2,2,1,2,2,5,2,5,2,5,3,2,3,5,3,1
36.44444444,36.44444444,5,"UCSB",34.4329071,2,4,2,3,4,2,2,4,2,2,2,2,2,2,3,1,1
36.21111111,36.77777778,6,"UCSB",34.41940308,5,5,5,2,5,5,5,4,3,4,5,2,5,1,3,1,1
36.5,NA,6,"VCU",NA,2,2,1,2,3,1,2,4,4,1,3,3,2,3,4,4,1
36.5,NA,9,"Poland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
36.6,NA,0,"Zurich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
36.11111111,37.11111111,9,"UCSB",34.4329071,4,4,3,3,4,4,4,3,3,4,4,1,3,2,3,2,1
36.7,NA,8,"Chile",33.44430161,2,2,1,3,2,2,2,3,2,2,3,2,4,3,4,2,1
36.7,NA,5,"SMU",NA,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
36.7,36.8,6,"SMU",NA,4,4,1,4,4,3,4,4,1,4,3,1,3,2,4,4,1
36.8,NA,6,"Serbia",NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
36.7,36.9,8,"Poland",NA,2,2,1,2,2,2,3,2,3,2,2,3,1,1,3,1,1
36.8,NA,6,"Poland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
36.8,NA,4,"Bamberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
36.5,37.11111111,6,"UCSB",34.4329071,4,2,1,3,1,1,3,4,2,2,1,1,1,1,2,1,1
36.77777778,36.83333333,9,"UCSB",34.50210571,3,4,2,4,3,2,4,4,4,2,4,2,2,2,2,2,1
37,36.88888889,9,"UCSB",34.0184021,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1
37,NA,11,"Portugal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
37,NA,8,"Oslo",NA,3,3,2,3,4,2,3,2,4,3,2,2,3,3,4,4,1
37.1,NA,4,"SMU",NA,1,3,1,2,1,1,1,1,1,1,1,4,2,2,4,2,1
37.1,NA,0,"Portugal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
37.6,NA,0,"Poland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
