"Temperature_t1","Temperature_t2","socialdiversity","Site","DEQ","ALEX1","ALEX2","ALEX3","ALEX4","ALEX5","ALEX6","ALEX7","ALEX8","ALEX9","ALEX10","ALEX11","ALEX12","ALEX13","ALEX14","ALEX15","ALEX16","langfamily"
36.7,36.4,8,"Tsinghua",39.14219666,3,3,3,3,4,4,3,4,3,2,3,2,2,1,4,1,3
36.6,36.5,6,"METU",39.91169739,2,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,2
36.5,36.6,9,"Poland",53.12710571,4,4,4,4,5,4,5,4,5,4,5,2,2,4,4,2,1
36.5,36.6,6,"SMU",1.293106079,2,2,1,2,4,2,4,4,1,2,2,1,1,1,5,2,1
36.61,36.53,10,"Poland",52.25,2,3,2,2,2,2,2,2,4,2,4,2,2,1,2,1,1
36.5,36.7,5,"SMU",1.293106079,3,2,2,3,3,2,4,4,2,2,4,2,3,2,2,3,1
36.4,36.8,4,"METU",39.91169739,2,2,1,2,1,3,3,2,4,2,2,2,1,3,3,4,2
36.3,36.9,7,"METU",39.91169739,3,3,1,3,2,3,4,3,3,4,2,2,3,2,4,3,2
36.4,36.8,5,"Oxford",51.75,3,4,1,5,3,2,4,4,4,2,2,2,2,2,3,2,1
36.6,36.6,8,"Poland",54.1000061,4,4,4,4,4,2,4,2,2,4,5,4,2,1,2,1,1
36.5,36.7,8,"Kassel",NA,2,2,2,2,2,3,2,4,2,2,2,2,1,4,4,2,1
36.2,37,5,"METU",39.91169739,2,4,3,2,2,3,2,2,1,2,1,2,2,4,2,3,2
36.5,36.7,8,"Oslo",NA,3,4,1,3,2,3,3,4,3,4,3,2,2,2,5,2,1
36.5,36.7,8,"Tsinghua",30.58009338,3,3,3,3,2,2,3,3,3,2,2,2,2,3,3,2,3
36.5,36.7,7,"Poland",52.28619385,4,4,4,4,3,3,4,4,2,3,4,3,2,2,3,2,1
36.5,36.7,8,"Tsinghua",30.58009338,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,3
36.6,36.6,8,"Portugal",38.71670532,2,2,2,3,2,2,2,2,2,2,5,3,1,3,2,3,1
36.7,36.5,8,"Tsinghua",30.58009338,2,2,1,1,1,1,1,1,1,2,1,4,3,1,4,2,3
36.61111111,36.61111111,8,"VCU",37.4960022,2,2,2,2,2,2,2,2,4,2,2,4,3,2,4,2,1
36.72222222,36.5,7,"VCU",37.55220032,2,2,2,2,4,2,4,2,2,2,5,3,4,1,4,1,1
36.44444444,36.83333333,9,"UCSB",34.50210571,1,3,1,2,1,2,2,3,1,1,2,4,3,1,1,2,1
36.61111111,36.66666667,6,"VCU",37.55220032,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,5,1
36.6,36.7,8,"Tsinghua",30.66670227,2,2,4,2,2,3,2,2,3,2,2,2,4,2,2,2,3
36.6,36.7,4,"SMU",1.293106079,2,4,3,3,3,2,3,3,3,3,2,2,4,2,4,2,1
36.4,36.9,8,"Tsinghua",30.58009338,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3
36.7,36.6,6,"Serbia",44.81860352,2,3,2,2,2,2,1,1,3,1,2,3,1,2,1,2,1
36.5,36.8,8,"Tsinghua",30.58009338,2,3,1,1,1,1,1,4,2,1,1,1,2,1,4,1,3
36.61111111,36.72222222,6,"VCU",38.79319763,1,1,1,5,1,1,1,1,1,1,1,5,1,5,1,5,1
36.66666667,36.72222222,8,"VCU",37.50230408,3,4,1,3,1,3,3,2,2,3,2,2,4,2,1,2,1
36.38888889,37,5,"UCSB",34.4329071,2,3,4,2,2,2,2,2,2,2,2,5,3,2,2,2,1
36.5,36.9,5,"Serbia",44.81860352,2,2,1,2,2,4,2,1,1,4,2,2,4,2,2,2,1
36.8,36.6,3,"Tsinghua",31.45930481,2,2,2,2,2,6,2,2,3,3,3,2,3,2,2,2,3
36.8,36.6,6,"SMU",1.293106079,4,4,5,2,5,5,4,3,1,4,3,2,2,2,3,1,1
36.8,36.6,8,"Tsinghua",30.58009338,2,4,2,3,5,1,4,5,2,5,2,2,4,2,2,2,3
36.6,36.8,5,"METU",39.91169739,2,3,4,4,2,4,5,5,2,4,5,3,1,2,4,1,2
36.6,36.8,5,"SMU",1.293106079,2,2,3,2,2,2,2,2,2,2,2,2,4,2,4,3,1
36.7,36.7,5,"SMU",1.293106079,4,4,1,3,4,4,4,4,4,4,2,1,4,2,5,4,1
36.8,36.6,4,"Bamberg",49.00779724,5,5,2,5,5,4,5,5,4,5,4,2,1,2,3,1,1
36.66666667,36.77777778,7,"VCU",37.55220032,2,2,2,2,2,2,3,2,2,3,2,1,2,1,2,1,1
36.67,36.77777778,7,"VCU",37.55769348,2,4,2,3,3,2,4,2,2,2,2,2,2,2,4,2,1
36.8,36.7,8,"Tsinghua",30.58009338,1,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3
36.6,36.9,6,"Oxford",51.75,4,4,1,4,4,3,3,4,2,3,3,2,3,2,5,2,1
36.8,36.7,9,"Tsinghua",30.58009338,4,1,4,4,2,3,4,4,3,1,3,2,1,2,2,2,3
36.7,36.8,8,"Tsinghua",30.58009338,2,4,2,4,3,4,4,2,4,4,3,3,4,2,2,2,3
36.8,36.7,8,"Tsinghua",30.58009338,2,3,1,2,2,2,3,2,2,2,1,3,2,1,2,2,3
36.4,37.1,8,"Tsinghua",30.58009338,1,4,2,4,4,3,3,3,2,3,4,2,3,3,3,4,3
36.8,36.7,7,"Tsinghua",30.58009338,3,2,2,2,2,4,2,2,2,4,2,2,3,2,2,2,3
36.7,36.8,7,"Poland",52.16670227,1,2,3,1,2,2,2,1,2,1,2,2,2,3,3,2,1
36.87,36.72,6,"Kassel",51.335495,2,2,1,2,2,2,2,1,1,1,2,4,1,1,2,1,1
36.7,36.9,7,"Poland",NA,1,1,2,2,2,2,2,2,2,2,4,3,1,1,3,2,1
36.7,36.9,6,"METU",39.91169739,2,5,3,3,2,4,5,4,2,4,4,1,2,2,2,2,2
36.8,36.8,9,"Tsinghua",30.58009338,2,3,2,2,3,3,2,3,4,3,2,2,4,2,2,2,3
36.8,36.8,6,"Oxford",51.75,4,4,1,4,4,1,4,4,3,1,2,2,2,3,4,4,1
36.5,37.1,7,"Zurich",NA,2,2,1,2,2,1,3,2,2,1,2,1,2,1,3,1,1
36.9,36.7,8,"Kassel",51.45089722,2,2,1,2,3,2,4,3,1,3,4,1,1,3,3,1,1
36.6,37,7,"Oslo",59.91270447,4,4,3,4,3,3,4,3,2,4,1,2,2,2,3,3,1
36.7,36.9,8,"Tsinghua",30.58009338,3,4,2,4,2,3,3,4,3,2,3,4,4,2,4,2,3
36.66666667,36.94444444,7,"VCU",37.55220032,4,3,1,3,2,1,1,4,1,4,2,3,4,2,3,2,1
36.77777778,36.88888889,5,"UCSB",34.4329071,3,2,1,3,2,3,2,3,2,2,2,2,2,2,3,1,1
36.88888889,36.77777778,6,"SMU",1.293106079,1,4,2,4,4,3,4,5,4,4,4,3,4,2,4,4,1
36.8,36.9,6,"Oslo",59.91270447,1,1,1,2,1,1,1,1,1,1,1,3,3,2,4,2,1
36.9,36.8,5,"SMU",1.293106079,2,3,2,3,3,2,2,3,4,2,2,2,2,2,3,2,1
36.9,36.8,9,"VCU",37.55769348,2,2,2,2,2,2,2,2,2,3,1,3,1,1,3,1,1
36.8,36.9,6,"METU",39.91169739,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2
37.1,36.6,7,"Poland",52.25,1,2,4,2,4,2,4,3,2,3,1,2,3,2,2,4,1
36.9,36.8,2,"Tsinghua",30.58009338,2,4,2,2,3,6,2,7,2,7,6,6,5,6,7,7,3
36.8,37,9,"Kassel",50.01759338,4,4,1,4,2,2,4,4,2,3,2,2,2,2,3,2,1
36.87777778,36.96111111,8,"VCU",37.55380249,2,4,1,5,2,2,3,4,4,2,2,2,3,3,3,2,1
36.94444444,36.94444444,6,"UCSB",34.4329071,2,2,2,1,2,2,3,1,1,2,2,4,2,2,3,4,1
36.83333333,37.05555556,5,"SMU",1.293106079,2,2,3,2,2,2,2,4,2,2,3,2,2,2,2,3,1
36.9,37,8,"Tsinghua",30.58009338,2,2,2,1,3,2,4,2,2,2,2,2,2,1,4,1,3
37.1,36.8,8,"Tsinghua",30.58009338,2,3,4,3,2,4,4,2,2,3,2,2,3,1,3,3,3
37.3,36.6,NA,"Tsinghua",30.58009338,4,4,3,3,3,3,2,3,4,3,2,3,2,4,2,3,3
37.22222222,36.72222222,6,"UCSB",34.16479492,3,2,1,2,2,2,2,2,4,2,2,2,2,2,3,4,1
36.95,37,8,"Tsinghua",30.58009338,3,1,4,2,4,2,4,2,2,2,3,2,3,2,2,2,3
37,37,8,"Bamberg",49.44030762,1,2,1,3,4,1,3,2,1,1,3,3,3,2,2,2,1
36.8,37.2,8,"Tsinghua",30.66670227,4,2,3,4,5,3,1,4,3,4,5,3,4,2,2,2,3
37.1,36.9,7,"Serbia",44.81860352,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1
37.7,36.3,5,"SMU",1.293106079,4,4,3,4,4,4,4,4,4,4,3,2,2,2,4,2,1
37,37,8,"VCU",38.43479919,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
37.2,36.8,5,"Serbia",44.81860352,1,1,1,2,3,2,2,1,1,2,2,2,1,1,3,1,1
37,37,8,"Tsinghua",30.58009338,2,2,1,3,2,2,4,2,3,2,2,2,1,2,2,2,3
37,37,8,"Tsinghua",39.92889404,2,2,2,3,2,2,2,2,3,2,3,2,3,2,3,2,3
37.1,37,7,"Serbia",44.87080383,2,3,1,2,1,1,1,2,4,1,2,2,1,1,5,1,1
37.1,37.1,8,"Tsinghua",30.58009338,2,3,2,4,2,3,3,3,2,2,2,2,3,2,3,2,3
37.1,37.1,8,"Tsinghua",30.58009338,2,2,3,2,2,4,2,2,2,2,3,2,2,2,2,1,3
37,37.2,8,"Tsinghua",30.66670227,2,2,2,2,4,3,3,2,4,2,4,4,4,4,4,2,3
37.19,37.08,7,"Zurich",47.42359924,1,2,4,3,2,4,2,4,2,2,4,2,2,1,3,1,1
37.3,37,6,"SMU",1.293106079,2,2,1,4,2,3,4,2,2,2,2,2,2,2,2,2,1
37.2,37.2,6,"Serbia",44.81860352,4,5,5,5,4,4,5,5,4,5,4,2,2,2,2,1,1
37.22222222,37.22222222,6,"VCU",37.55380249,4,4,1,4,3,4,2,4,4,1,2,3,2,2,2,2,1
36.9,37.8,6,"SMU",1.293106079,3,2,2,2,3,2,3,2,2,2,2,3,3,2,3,3,1
39.3,39.3,5,"SMU",1.293106079,5,5,4,3,4,4,5,5,5,3,3,2,4,2,3,1,1
34.2,35.9,5,"METU",39.91169739,2,4,2,4,1,3,4,4,2,4,2,2,3,4,4,2,2
34,36.2,8,"Oxford",51.75,4,1,1,2,4,1,4,1,1,2,1,1,2,1,1,1,1
34.1,36.1,5,"Oxford",51.75,4,2,2,2,4,2,4,4,2,3,2,3,3,2,2,2,1
34.6,35.8,6,"METU",39.91169739,1,2,1,2,1,1,3,1,3,1,2,2,1,3,2,2,2
34.9,35.5,6,"METU",39.91169739,2,4,1,3,3,2,3,4,4,2,2,2,2,3,2,2,2
34.3,36.1,5,"Oxford",51.75,2,2,2,1,1,2,2,1,3,2,1,1,1,1,2,2,1
35.55555556,34.88888889,7,"VCU",37.55380249,4,5,5,4,4,4,4,5,2,5,4,3,4,3,2,3,1
35.1,35.4,6,"Oslo",59.91670227,2,4,1,3,1,2,2,2,4,2,1,4,2,2,3,2,1
35.4,35.4,6,"SMU",1.293106079,4,3,2,2,4,4,4,4,3,4,4,2,2,2,4,3,1
35.2,35.8,5,"Serbia",44,4,4,1,4,2,3,4,4,1,3,2,2,2,2,2,2,1
35.33333333,35.72222222,7,"VCU",37.55220032,4,3,2,2,4,2,4,2,2,4,2,3,2,3,4,4,1
34.7,36.4,5,"Oxford",51.75,2,3,1,3,2,1,1,2,1,2,1,2,3,4,5,4,1
34.6,36.5,7,"Oxford",51.75,2,4,2,2,4,4,4,2,2,4,3,2,2,1,4,2,1
33.2,37.9,5,"Oxford",51.75,4,2,1,3,4,2,4,3,2,2,2,2,2,2,4,2,1
35.7,35.5,7,"Kassel",51.31669617,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1
35.5,35.7,5,"Oxford",51.75,2,2,2,3,2,2,3,3,2,3,2,2,1,3,4,3,1
35,36.2,5,"Oxford",51.75,2,3,1,4,2,1,2,3,4,2,2,2,1,3,3,3,1
35.1,36.2,8,"Oslo",59.91670227,1,2,4,2,1,1,1,1,1,1,1,2,3,1,2,3,1
34.7,36.6,5,"Oxford",51.75,2,4,1,2,2,2,4,5,1,2,1,1,3,2,4,1,1
35,36.3,8,"Kassel",50.93330383,3,4,2,3,2,3,3,4,4,3,3,2,4,2,4,3,1
35.38888889,35.94444444,6,"VCU",37.55220032,1,2,1,2,2,4,2,2,3,1,3,2,1,2,4,2,1
35.5,35.83333333,5,"VCU",38.85569763,3,3,2,2,3,2,3,3,3,2,1,3,5,1,2,2,1
35,36.4,5,"Oxford",51.75,2,4,1,2,2,1,3,2,1,1,1,2,1,1,1,1,1
35.3,36.1,8,"Tsinghua",30.66670227,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3
35.1,36.3,6,"Oslo",59.91270447,1,4,1,3,1,1,3,4,3,1,1,2,4,3,4,3,1
35.72222222,35.77777778,6,"UCSB",34.41940308,2,2,2,4,2,2,2,2,2,2,2,4,2,4,4,2,1
35,36.5,8,"Tsinghua",39.92889404,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
35.8,35.8,8,"METU",39.91169739,2,1,1,2,1,2,3,2,1,3,2,2,1,1,2,4,2
36,35.7,8,"Oslo",59.91270447,2,4,2,4,2,1,3,3,4,3,1,2,4,2,4,3,1
35.5,36.2,6,"Kassel",51.31669617,2,3,1,3,2,2,2,2,3,3,2,2,2,2,3,1,1
35.5,36.2,7,"Oslo",59.91670227,2,2,1,2,2,2,2,2,1,3,1,2,1,2,3,2,1
35.6,36.1,8,"METU",39.91169739,2,2,4,3,3,4,2,2,1,3,3,2,1,1,2,2,2
35.6,36.1,8,"METU",39.91169739,1,2,1,2,1,2,2,1,1,2,3,2,1,3,3,4,2
35.7,36,5,"SMU",1.293106079,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,1
35.8,36,7,"Oxford",51.75,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,1
35.6,36.2,5,"METU",39.91169739,2,2,5,3,2,2,4,2,3,2,2,2,2,3,3,3,2
35.4,36.4,NA,"Tsinghua",39.92889404,3,2,2,4,4,2,4,2,3,2,4,2,2,2,4,5,3
37,34.8,5,"Oxford",51.75,2,4,3,4,3,2,4,3,3,2,2,2,4,2,4,3,1
35.6,36.2,8,"METU",39.91169739,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2
36,35.8,5,"SMU",1.293106079,2,3,3,4,2,4,2,3,3,2,2,1,1,2,3,3,1
35.94444444,35.88888889,7,"VCU",37.55220032,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,1,1
35.27777778,36.61111111,6,"VCU",NA,2,2,4,3,2,4,2,3,4,2,2,2,3,2,3,2,1
35.61111111,36.27777778,5,"UCSB",NA,2,4,2,4,2,4,2,2,2,2,2,2,2,2,2,2,1
36.3,35.6,9,"Poland",54.3500061,2,2,2,2,2,3,4,2,2,3,4,3,2,2,2,2,1
36,35.9,6,"SMU",1.293106079,2,2,2,2,3,4,2,2,3,1,2,4,2,2,2,2,1
36.4,35.5,5,"METU",39.91169739,2,2,2,2,2,3,2,2,3,2,2,2,2,4,2,1,2
35.8,36.1,8,"Poland",52.25,5,4,1,4,2,4,5,3,3,3,3,1,5,2,2,2,1
35.9,36.1,5,"Oxford",51.75,2,2,1,2,2,2,1,4,1,1,1,1,2,1,3,2,1
36,36,8,"Oslo",59.91270447,1,2,1,3,1,1,1,3,5,1,3,3,1,2,4,3,1
35.5,36.5,6,"SMU",1.293106079,2,2,1,2,2,1,4,2,1,1,1,4,5,4,4,4,1
35.72222222,36.33333333,7,"VCU",37.28790283,4,3,3,4,2,4,4,4,4,4,4,2,2,2,1,2,1
35.5,36.6,6,"METU",39.91169739,2,2,1,2,2,2,1,2,2,1,2,1,2,3,2,1,2
35.9,36.2,5,"METU",39.91169739,2,3,1,3,2,2,4,2,2,2,2,2,2,2,3,2,2
36.1,36,6,"SMU",50.917099,2,2,2,3,1,2,3,3,1,1,1,3,4,2,4,2,1
35.9,36.2,9,"Southampton",1.293106079,2,2,1,2,4,2,2,2,2,2,2,2,2,1,2,1,1
35.9,36.2,6,"SMU",1.293106079,4,4,4,4,4,4,4,4,3,4,2,2,4,2,5,2,1
36.1,36,5,"SMU",1.293106079,2,2,2,2,2,2,4,2,2,5,2,2,1,2,2,2,1
35.9,36.2,7,"SMU",1.293106079,2,2,3,2,2,2,2,3,3,2,2,3,4,2,4,2,1
36,36.2,9,"Oxford",51.75,2,2,1,2,1,3,2,2,1,2,2,2,3,1,1,2,1
36.1,36.1,7,"Zurich",47.39439392,3,4,2,3,3,4,4,4,2,2,4,1,2,2,4,2,1
36.1,36.1,5,"Tsinghua",30.58009338,2,3,5,3,3,6,3,2,5,3,7,2,2,2,1,3,3
36.3,36,5,"METU",39.91169739,3,2,3,2,2,4,4,2,2,3,2,2,2,2,2,2,2
36.1,36.2,5,"SMU",1.293106079,4,2,3,2,2,3,3,2,3,2,2,2,2,2,3,2,1
36,36.3,7,"METU",39.91169739,5,5,3,4,4,4,5,4,3,4,5,2,5,2,3,3,2
35.4,36.9,6,"Oxford",51.75,2,2,4,1,2,4,2,2,2,2,2,1,2,2,3,1,1
36.2,36.1,6,"Oslo",59.91270447,3,2,3,3,2,4,2,2,2,2,2,3,4,2,2,2,1
35.8,36.5,7,"Oslo",59.91670227,2,2,2,2,2,2,4,1,1,2,1,1,1,2,2,2,1
36.2,36.1,5,"SMU",1.293106079,2,4,2,3,3,2,2,3,3,3,2,1,2,2,2,3,1
35.9,36.4,8,"Oslo",59.91270447,4,3,1,3,3,4,4,1,1,3,1,2,1,2,3,2,1
36,36.3,6,"METU",39.91169739,3,3,1,4,3,1,4,4,4,3,2,2,2,3,4,1,2
36.2,36.1,5,"Oslo",59.91270447,2,1,1,1,2,3,3,2,1,2,1,2,2,1,3,2,1
36.1,36.2,7,"SMU",1.293106079,5,4,4,3,5,5,4,2,2,4,5,2,3,2,3,2,1
36.05555556,36.33333333,4,"UCSB",34.4329071,1,2,1,2,2,1,4,2,2,1,2,2,1,2,4,2,1
35.88888889,36.5,7,"VCU",NA,1,1,1,1,3,1,1,1,1,1,1,4,5,5,1,5,1
36.1,36.3,6,"Serbia",44.81860352,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1
36.3,36.1,6,"SMU",1.293106079,2,4,2,2,2,2,2,3,2,2,2,2,3,2,2,2,1
35.8,36.6,6,"Oxford",51.75,2,2,3,2,2,1,2,2,4,2,1,3,2,3,3,3,1
36.2,36.2,5,"SMU",1.293106079,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1
36.2,36.2,5,"Serbia",45.3605957,2,2,1,3,3,2,2,2,2,2,3,2,2,2,2,2,1
36.2,36.2,9,"Tsinghua",NA,2,2,4,3,3,2,3,2,4,2,2,4,3,2,3,2,3
36.2,36.2,7,"Tsinghua",30.58009338,3,3,2,3,2,3,3,4,2,2,2,3,3,2,3,3,3
36.2,36.2,5,"Serbia",44.81860352,2,2,1,2,2,1,3,2,2,2,2,1,1,1,2,1,1
36.16666667,36.28,6,"VCU",NA,2,4,1,3,2,2,2,2,2,4,4,4,4,2,2,2,1
36.3,36.2,5,"METU",39.91169739,2,2,1,3,2,1,1,3,1,1,3,2,2,2,2,4,2
36.1,36.4,5,"Serbia",44.81860352,2,2,2,3,2,2,4,2,1,3,2,2,1,1,2,1,1
36.1,36.4,4,"SMU",1.293106079,3,4,2,3,1,4,4,5,3,3,2,2,4,2,3,3,1
36.2,36.3,7,"METU",39.91169739,1,2,1,2,2,1,2,2,2,1,3,1,2,2,2,4,2
36.3,36.2,10,"Oslo",59.91670227,2,3,2,2,2,2,4,2,1,2,3,2,2,2,3,2,1
36.4,36.1,9,"Tsinghua",30.66670227,4,2,4,2,4,5,4,4,4,5,4,2,3,1,3,1,3
36.16666667,36.33333333,7,"VCU",37.44259644,2,2,2,2,2,2,4,2,2,3,2,3,3,2,2,2,1
36.2,36.3,7,"METU",39.91169739,2,4,2,3,3,3,4,3,3,3,2,2,3,3,3,3,2
36.1,36.4,5,"SMU",1.293106079,3,4,2,4,2,2,2,2,2,4,2,2,2,2,4,4,1
36.2,36.3,6,"METU",39.91169739,2,2,2,2,2,2,2,2,3,1,2,2,4,2,3,2,2
36.3,36.2,8,"Tsinghua",39.92889404,2,1,4,3,2,4,2,3,2,2,1,2,2,2,3,2,3
36.4,36.1,7,"SMU",1.350799561,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,1,1
36.29,36.28,7,"Kassel",51.33599854,1,2,1,2,2,1,2,3,2,2,3,1,2,1,2,1,1
36.3,36.3,6,"Serbia",44.97639465,3,4,1,4,1,1,3,4,5,1,2,2,1,4,5,5,1
36.3,36.3,5,"Serbia",44.81860352,3,2,1,2,1,2,2,2,3,1,2,3,2,2,2,2,1
36.2,36.4,5,"Serbia",44.81860352,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1
36.6,36,6,"METU",39.91169739,2,2,2,3,2,2,2,2,3,2,2,2,3,2,4,2,2
36.3,36.3,5,"Serbia",45.11669922,3,4,1,3,1,2,2,2,3,2,2,3,3,2,3,3,1
36,36.6,NA,"Tsinghua",39.92889404,2,1,2,3,2,2,2,3,2,2,2,2,2,3,2,5,3
35.9,36.7,7,"Oxford",51.75,2,4,1,3,2,2,2,2,3,3,2,2,1,2,2,2,1
36.2,36.4,7,"Poland",NA,4,5,2,2,3,3,4,2,2,3,2,2,2,1,2,3,1
36.1,36.5,6,"Oslo",59.91270447,2,2,1,2,2,1,2,3,3,1,2,2,3,1,3,2,1
36.3,36.3,5,"Serbia",44.81860352,1,1,1,2,1,1,4,1,2,1,3,5,1,3,3,1,1
36.1,36.5,6,"SMU",1.293106079,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,2,1
36.3,36.3,6,"METU",39.91169739,2,2,4,3,2,2,4,2,3,2,2,1,2,2,4,4,2
36.16666667,36.44444444,6,"VCU",37.55220032,4,2,1,4,1,1,2,1,4,2,1,3,4,4,3,4,1
36.16666667,36.44444444,6,"VCU",37.55220032,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
36.22222222,36.38888889,6,"VCU",37.55220032,4,5,4,5,3,4,4,4,4,4,3,1,1,2,2,3,1
36.28,36.33333333,7,"VCU",37.55220032,3,3,3,2,3,4,3,3,3,4,3,2,3,2,3,2,1
36.27777778,36.38888889,6,"UCSB",34.4329071,1,2,1,1,1,1,3,2,4,3,1,1,1,2,1,1,1
35.83333333,36.83333333,6,"UCSB",34.4329071,3,4,2,3,3,2,2,3,2,2,2,2,2,2,2,1,1
36.3,36.4,5,"Serbia",44.81860352,2,2,1,3,2,1,2,3,3,2,1,2,2,3,4,3,1
36.3,36.4,6,"Serbia",44.81860352,2,2,1,2,4,2,3,2,2,2,3,2,1,2,1,2,1
36.3,36.4,9,"Tsinghua",30.66670227,2,2,3,2,3,2,3,4,3,2,4,3,2,2,3,2,3
36.3,36.4,8,"Tsinghua",30.66670227,3,3,3,2,2,4,4,3,4,2,2,1,4,2,4,2,3
36.2,36.5,6,"Serbia",45.25169373,3,4,2,3,2,3,4,3,3,3,2,2,3,2,3,2,1
36.3,36.4,5,"Oslo",59.91270447,2,2,1,2,1,2,4,1,1,2,1,1,1,1,2,1,1
36.6,36.1,5,"METU",39.91169739,2,2,2,3,4,4,3,3,2,4,2,2,4,3,2,2,2
36.4,36.3,5,"METU",39.91169739,2,2,1,3,2,3,3,3,2,2,3,2,2,2,2,1,2
36.4,36.3,5,"Serbia",44.81860352,1,2,5,2,4,5,2,1,2,1,1,3,1,1,3,1,1
36.2,36.5,5,"SMU",NA,2,2,2,3,4,2,3,5,5,1,2,2,4,4,3,5,1
36.2,36.5,6,"SMU",1.293106079,2,2,2,2,3,3,2,2,2,3,3,1,2,2,4,2,1
36.4,36.3,7,"Poland",53.12710571,2,2,2,1,2,2,2,1,2,2,1,2,1,2,4,1,1
36.2,36.6,5,"Serbia",44.81860352,1,3,2,3,3,2,2,3,2,2,1,1,2,1,2,1,1
36.4,36.4,6,"SMU",1.293106079,2,2,1,2,1,1,2,2,2,2,2,2,1,3,2,1,1
36.4,36.4,6,"Serbia",44.81860352,4,4,3,3,1,2,2,3,3,2,3,4,2,2,2,2,1
36.5,36.3,11,"Tsinghua",30.58009338,4,4,1,4,2,2,4,3,1,4,5,2,3,2,3,1,3
36.4,36.4,5,"METU",39.91169739,2,2,2,2,2,2,2,2,4,2,2,1,1,1,3,1,2
36.5,36.3,10,"Tsinghua",NA,3,3,2,3,4,3,4,2,2,4,4,3,4,3,4,2,3
36.4,36.4,7,"METU",39.91169739,3,5,2,5,3,2,5,5,5,5,2,1,2,3,2,2,2
36.1,36.7,4,"Oxford",51.75,2,3,3,3,2,2,3,4,2,3,2,2,3,3,2,2,1
36.2,36.6,5,"Oxford",51.75,3,3,2,3,2,3,2,3,4,2,3,2,2,2,2,4,1
36.2,36.6,6,"SMU",1.293106079,4,5,3,5,2,3,4,5,4,4,3,2,3,3,4,3,1
36.4,36.4,8,"Tsinghua",31.45930481,3,2,3,3,2,4,2,2,3,3,3,3,4,3,3,4,3
36.3,36.5,6,"METU",39.91169739,2,2,1,2,2,2,2,2,4,4,1,2,1,3,5,1,2
36.3,36.5,4,"SMU",1.293106079,3,3,3,2,4,4,3,4,4,4,4,2,3,3,4,3,1
36.38888889,36.44444444,8,"VCU",37.55380249,2,4,2,4,2,2,2,2,4,2,2,2,2,2,4,2,1
36.61111111,36.22222222,7,"UCSB",34.4329071,4,4,3,3,4,4,4,4,2,4,4,2,1,1,3,2,1
36.44444444,36.44444444,6,"VCU",37.55769348,1,4,1,4,1,2,3,2,3,1,2,4,4,2,3,2,1
36.3,36.6,4,"Serbia",44.87080383,4,3,1,4,3,4,4,4,1,3,1,3,4,3,3,4,1
36.6,36.3,7,"Oslo",59.91670227,2,2,1,2,3,2,2,2,1,1,2,2,2,2,3,2,1
36.5,36.4,6,"Oslo",59.91270447,4,2,4,4,4,4,4,3,3,2,2,2,2,3,2,2,1
36.5,36.4,6,"Kassel",51.31669617,2,2,1,2,2,1,2,1,1,2,2,2,3,2,3,2,1
36.4,36.5,6,"METU",39.91169739,2,4,2,4,4,2,2,2,4,2,2,3,3,2,2,4,2
36.4,36.5,8,"Tsinghua",30.58009338,2,2,2,2,1,4,2,2,1,4,2,2,1,1,2,2,3
36.3,36.6,8,"Tsinghua",30.66670227,4,4,4,2,3,4,4,2,2,4,4,3,1,2,2,3,3
36,36.9,6,"SMU",1.293106079,3,2,3,3,3,2,3,2,3,2,2,4,2,2,3,2,1
36.7,36.2,8,"Kassel",51.35879517,3,2,1,3,4,2,3,2,4,2,3,2,2,2,1,2,1
36.3,36.6,7,"METU",39.91169739,2,2,3,2,3,3,2,2,4,2,2,2,4,3,3,2,2
36.3,36.6,8,"Tsinghua",23.11669922,2,2,2,2,2,3,3,2,3,2,3,3,3,2,3,2,3
36.4,36.5,5,"SMU",1.293106079,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,1
36.3,36.6,8,"Kassel",30.66670227,4,4,2,4,3,3,4,4,2,3,2,2,2,3,4,2,1
