"strata","Which_wave","ResponseId","Act3","ActiveBaseline","AffordSubsidiesEndline","Age","AgeChild1","AgeChild2","AgeChild3","AgeChild4","AgeChild5","AgeChild6","AgeChild7","AgeChild8","AppAssMat","AppCreche","Assignment","BabyFemale","CodePostalBaseline","ComputerYN","DeprivBills","DeprivBillsIrrelevant","DeprivClothes","DeprivClothesIrrelevant","DeprivFood","DeprivFoodIrrelevant","DeprivHolidays","DeprivHolidaysIrrelevant","DeprivHousing","DeprivHousingIrrelevant","Dep","Discount501or0","ECSApp","ECSPlanToBaseline","ECSUseYes","Educ","Educ2","FrenchYNBaseline","HighLowECECBaseline","HigherThanMeadianISEIFather","HigherThanMeadianISEIMother","HigherThanMeadianSESIndex","KnowsCreche","KnowsCrecheOnly","KnownNbTypeECS","LanguageBaseline","LevelComprehensionExPost","LikertAccessInfoBaseline","LikertAccessSoc","LikertReturnHK1or0","LikertReturnHKBaseline","MaternityWardBaseline","NormsBaseline","LevelInfoSubExPost","NUMCOMBaseline","NumberChildren","OrderedEduc.x","PregMonth","Primipare","Relationship","SingleMum","Suivi_administratif","Taux.de.couv.EAJE...ensemble","Taux.de.couv.assistantes.maternelles","Taux.de.couv.global","TAUXCOUV_COM","tauxcouv_com","nbr_city_baseline","latitude","longitude","UseCreche","UsedECEC","WorkBefore","WorkMotherReduced","WorkNoPlan","WorkPlanNotTo","WorkPlanTo","AccessEasyBaseline","AccessHoursBaseline","AccessInformalCareBaseline","Suivi_administratif1_0","TotalMinutes_AdminSupport","Responded","ResponseStatus","StrataWave","BirthPlace","BirthPlace2","AffordSubsidiesEndline1or0","T1","T2","InfoBaseline","HighEduc","DepCov","DepHighLow","HighLowCoverageGlobal","OrderedEduc","Date.référence","Nom.commune","Numéro.EPCI","Nom.EPCI","Numéro.Département","Nom.Département","Taux.de.couv.EAJE.PSU","Taux.de.couv.hors.EAJE.PSU","Taux.de.couv.EAJE...ensemble_2021","Taux.de.couv.préscolarisation","Taux.de.couv.assistantes.maternelles_2021","Taux.de.couv.salarié.à.domicile","Taux.de.couv.accueil.individuel...ensemble","Taux.de.couv.global_2021","NationalAvgTauxCouv2021","High_SES","NoMigrationBackground","HighCoverageBaseline","High_knowledge","HighCoverage_total","PresentOrientated","IntendUse","Income","FmlyIncome","NormsOpposedN","FmilyEarnLessThan2500","NumberOfChildren3","NormsOpposedYes","DescriptiveNorms","BabyBirthDate","TrustCreche1or0","BabyBornJanuary","AttitudesScore","AttitudeScoreMoreThanMedian","ECSNoECSAppAnswer","ECSIdealNotReason","ECSIdealNotReason_5_TEXT","ECSNoECSAppAnswer_simple","ECSNoECSAppAnswer_long","ECSIdealNotReason_recoded","ECSIdealNotReasonClean"
9,"Wave4","R_jS9dz8fFQb1cG05","Active","Active","No_NSP",19,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"T2",TRUE,75020,"Oui","Je ne souhaite pas répondre",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"75",1,1,TRUE,1,"Bac","Low-SES","Abroad","Low ECEC covering",NA,0,0,1,TRUE,1,"français","quelques doutes sur la compréhension des questions","Assez d’accord","Très d’accord","Yes","Très d’accord","Trousseau","Ne sait pas","Aucun ou très bas",75120,0,"Bac",4,TRUE,"Famille monoparentale",TRUE,"Yes",53,5.9,65.4,63.8,74.9,171,48.828424546,2.362253766,0,"No",0,NA,FALSE,FALSE,TRUE,"très facile","Oui","Oui, pour dépanner / très ponctuellement",1,92,1,"Respondent",60,"Afrique subsaharienne",NA,0,0,1,"Low knowledge",0,"High","Higher","High coverage","Bac",2021,"PARIS 20E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",51,1.9,53,1.1,5.9,5.5,11.3,65.4,59.1,0,0,0,0,1,1,"Intend and has never used ECEC","- 500",NA,NA,NA,"0","No","No",2023-03-09,"Yes","After January",1,"Yes",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,NA,NA,NA,"Je n’ai pas eu de place dans le mode de garde que je préférais."
4,"Wave5","R_jsAPZ5bYoc8zamc","Inactive","Inactive","Yes",23,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"T1",TRUE,94120,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"94",1,1,FALSE,0,"Sup","High-SES","France","High ECEC covering",NA,0,0,1,FALSE,1,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Très d’accord","No","Assez en désaccord","Trousseau","La plupart","Basique",94033,0,"Bac +2",8,TRUE,"Couple cohabitant",FALSE,"No",29,18.5,58.6,53.4,58.6,15,48.851226859,2.474030123,0,"No",0,NA,FALSE,FALSE,TRUE,"très difficile","Je ne sais pas encore","Oui, de temps en temps",0,NA,1,"Respondent",26,"En France métropolitaine","Afrique subsaharienne",1,1,0,"High knowledge",1,"Mid","Lower","High coverage","Bac +2",2021,"FONTENAY SOUS BOIS",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",26.1,2.9,29,2.5,18.5,8.5,27,58.6,59.1,1,1,1,1,1,1,"Else","500-700","+8000",0,"No","0","No","Yes",2022-12-07,"No","Before January",0,"No","Oui, on a été rejetés","Je pensais que je n'étais pas éligible.",NA,"Rejected","Rejected",NA,"Je pensais que je n'étais pas éligible.,Rejected"
7,"Wave6","R_jSC2qJCz88Kk6Ik","Active","Active","No_NSP",20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"T1",FALSE,75018,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"75",0,1,FALSE,0,"Bac","Low-SES","France","Low ECEC covering",NA,0,0,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","Yes","Très d’accord","Bichat","Une minorité","Basique",75118,0,"CAP",9,TRUE,"Couple cohabitant",FALSE,"No",53.7,5,72.3,66.9,NA,77,NA,NA,0,"No",1,NA,FALSE,FALSE,TRUE,"je ne sais pas","Je ne sais pas encore","Oui, autant que nécessaire",0,NA,1,"Respondent",48,"En France métropolitaine","Asie (hors MENA)",0,1,0,"High knowledge",0,"High","Higher","High coverage","CAP",2021,"PARIS 18E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",49.9,3.8,53.7,1.3,5,12.3,17.3,72.3,59.1,0,1,0,1,1,0,"Else","700-1000","3000-4500",0,"No","0","No","No",2022-12-08,"Yes","Before January",1,"Yes","Oui, on été acceptés, mais on a déménagé","Je n’ai pas eu de place dans le mode de garde que je préférais.,Autre raison.","a déménagé","Other","Moved out","Moved out","Je n’ai pas eu de place dans le mode de garde que je préférais.,Moved out,Moved out"
8,"Wave5","R_jSiss3ciX3jSFQ6","Active","Active","Yes",33,1,NA,NA,NA,NA,NA,NA,NA,0,1,"T1",FALSE,75018,"Oui","Un peu",FALSE,"Je ne souhaite pas répondre",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"Pas du tout",FALSE,"75",1,1,TRUE,1,"Bac","Low-SES","Abroad","Low ECEC covering",NA,0,0,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Assez en désaccord","Très d’accord","Yes","Très d’accord","Tenon","Une minorité","Bonne",75118,1,"Bac",9,FALSE,"Famille monoparentale",TRUE,"No",53.7,5,72.3,66.9,72.3,77,48.892570317,2.348176598,0,"Yes",1,TRUE,FALSE,FALSE,TRUE,"quasiment impossible","Oui","Oui, de temps en temps",0,NA,1,"Respondent",54,"Afrique subsaharienne",NA,1,1,0,"High knowledge",0,"High","Higher","High coverage","Bac",2021,"PARIS 18E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",49.9,3.8,53.7,1.3,5,12.3,17.3,72.3,59.1,0,0,0,1,1,1,"Intend and already has used ECEC","700-1000",NA,6,NA,"1","Yes","No",2022-11-19,"Yes","Before January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
3,"Wave5","R_jT3tMXuSoCFuarU","Inactive","Inactive",NA,21,3,NA,NA,NA,NA,NA,NA,NA,0,0,"T2",NA,94240,"Non","Beaucoup",FALSE,"Beaucoup",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"94",0,NA,TRUE,NA,"Bac","Low-SES","Abroad","High ECEC covering",NA,NA,NA,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Très en désaccord","Très en désaccord","Yes","Assez d’accord","KB","Aucune","Basique",94038,1,"Brevet",8,FALSE,"Couple cohabitant",FALSE,"Yes",29.3,18.2,50.6,52.4,50.6,23,48.77621691,2.337698598,0,"No",0,NA,FALSE,FALSE,TRUE,"très difficile","Je ne sais pas encore","Non",1,57,0,NA,19,"Europe/Amérique du Nord, Australie","Afrique subsaharienne",NA,0,1,"High knowledge",0,"Mid","Lower","Low coverage","Brevet",2021,"L'HAY LES ROSES",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",24.4,4.9,29.3,1.3,18.2,1.8,20,50.6,59.1,0,0,1,1,0,0,"Intend and has never used ECEC","- 500","1000-1500",6,"Yes","1","Yes","No",NA,"No","Don't know",0.5,"No",NA,NA,NA,NA,NA,NA,NA
3,"Wave6","R_jT4KPKZ1JnBcNvP","Active","Active","Yes",29,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T2",TRUE,94100,"Non","Un peu",FALSE,"Un peu",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"94",1,1,TRUE,0,"Bac","Low-SES","Abroad","High ECEC covering",NA,0,0,1,FALSE,1,"français","pas de doutes sur la compréhension des questions","Très en désaccord","Assez d’accord","Yes","Assez d’accord","Créteil","La plupart","Basique",94068,0,"9-11",9,TRUE,"Couple non cohabitant",FALSE,"Yes",37.9,19.3,66.7,62.2,74.4,16,48.838653513,2.523439257,0,"No",0,NA,FALSE,FALSE,TRUE,"je ne sais pas","Oui","Non",1,6,1,"Respondent",20,"Afrique subsaharienne","Afrique subsaharienne",1,0,1,"High knowledge",0,"Mid","Lower","High coverage","9-11",2021,"SAINT MAUR DES FOSSES",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",32,5.8,37.9,2.7,19.3,6.8,26.2,66.7,59.1,0,0,1,1,1,1,"Intend and has never used ECEC","- 500","- 500",0,"Yes","0","No","Yes",2022-12-16,"Yes","Before January",1,"Yes","Oui, on est sur la liste d’attente","Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,"Waiting list","Waiting list",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.,Waiting list"
12,"Wave4","R_jTydvlintHqe7IV","Inactive","Inactive","Yes",33,13,NA,NA,NA,NA,NA,NA,NA,0,1,"T2",TRUE,75015,"Oui","Un peu",FALSE,"Un peu",FALSE,"Un peu",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"75",1,1,TRUE,0,"Sup","High-SES","Abroad","Low ECEC covering",NA,1,1,1,TRUE,1,"français","pas de doutes sur la compréhension des questions","Assez en désaccord","Très d’accord","Yes","Assez d’accord","Necker","La plupart","Basique",75115,1,"Bac + 4/5",6,FALSE,"Couple cohabitant",FALSE,"No",50.4,4.4,69.1,71.9,69.1,58,48.840071988,2.292837347,0,"No",0,NA,FALSE,FALSE,TRUE,"assez difficile","Je ne sais pas encore","Oui, autant que nécessaire",0,0,1,"Respondent",81,"Afrique subsaharienne","Afrique subsaharienne",1,0,1,"High knowledge",1,"High","Higher","High coverage","Bac + 4/5",2021,"PARIS 15E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",45.7,4.7,50.4,1.1,4.4,13.3,17.7,69.1,59.1,1,0,0,1,1,1,"Intend and has never used ECEC","1000-1500","2500-3000",4,"No","1","Yes","Yes",2022-12-19,"Yes","Before January",1,"Yes","Oui, on a été rejetés","Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,"Rejected","Rejected",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.,Rejected"
7,"Wave5","R_jUdWlWsct7ALWr9","Inactive","Inactive","Yes",32,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T2",FALSE,75020,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"75",1,0,FALSE,0,"Bac","Low-SES","Abroad","Low ECEC covering",NA,0,0,1,TRUE,0,"arabe","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","No","Assez en désaccord","Tenon","La plupart","Aucun ou très bas",75120,0,"CAP",7,TRUE,"Couple cohabitant",FALSE,"Yes",53,5.9,65.4,63.8,65.4,171,48.863457789,2.401155799,0,"No",0,NA,FALSE,TRUE,FALSE,"très facile","Oui","Oui, autant que nécessaire",1,40,1,"Respondent",47,"MENA (Maghreb +Arabie saoudite, etc.)","MENA (Maghreb +Arabie saoudite, etc.)",1,0,1,"Low knowledge",0,"High","Higher","High coverage","CAP",2021,"PARIS 20E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",51,1.9,53,1.1,5.9,5.5,11.3,65.4,59.1,0,0,0,0,1,1,"Else","- 500","2000-2500",0,"Yes","0","No","Yes",2023-01-10,"No","After January",0,"No",NA,NA,NA,NA,NA,NA,NA
2,"Wave2","R_jUqQl7cjkgo4aXt","Active","Active",NA,39,9,NA,NA,NA,NA,NA,NA,NA,0,0,"T1",NA,94800,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"94",1,NA,TRUE,NA,"Bac","Low-SES","France","High ECEC covering",NA,NA,NA,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","Yes","Très d’accord","KB","Toutes","Bonne",94076,1,"Bac",8,FALSE,"Couple cohabitant",FALSE,"Yes",33.9,14.4,54.6,52.6,54.6,55,48.792392355,2.35987795,0,"Yes",1,NA,FALSE,FALSE,TRUE,"très difficile","Oui","Oui, autant que nécessaire",1,NA,0,NA,9,"En France métropolitaine","En France métropolitaine",NA,1,0,"High knowledge",0,"Mid","Lower","High coverage","Bac",2021,"VILLEJUIF",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",31.9,2.1,33.9,3.7,14.4,2.6,17,54.6,59.1,0,1,1,1,1,1,"Intend and already has used ECEC","2000-2500","5000-6000",0,"No","1","No","Yes",NA,"Yes","Don't know",1,"Yes",NA,NA,NA,NA,NA,NA,NA
7,"Wave4","R_jVEFO2oIXjAWw6I","Inactive","Inactive","No_NSP",24,4,NA,NA,NA,NA,NA,NA,NA,0,0,"T1",FALSE,94400,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Je ne souhaite pas répondre",FALSE,"94",1,0,FALSE,0,"Bac","Low-SES","France","Low ECEC covering",0,0,0,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez d’accord","Yes","Assez d’accord","KB","Une minorité","Basique",94081,1,"Brevet",7,FALSE,"Couple cohabitant",FALSE,"No",20,6.6,29,28.5,29,57,48.788118568,2.394516098,0,"No",0,NA,FALSE,TRUE,FALSE,"je ne sais pas","Je ne sais pas encore","Oui, autant que nécessaire",0,NA,1,"Respondent",46,"En France métropolitaine","En France métropolitaine",0,1,0,"High knowledge",0,"Mid","Lower","Low coverage","Brevet",2021,"VITRY SUR SEINE",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",17.8,2.2,20,1.2,6.6,1.1,7.8,29,59.1,0,1,0,1,0,1,"Else","1000-1500","2000-2500",9,"Yes","1","Yes","No",2023-01-26,"No","After January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
2,"Wave6","R_jvLSMeRwI6oTrbP","Active","Active","Yes",32,7,5,4,NA,NA,NA,NA,NA,0,1,"T2",FALSE,93100,"Oui","Un peu",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"Pas du tout",FALSE,"93",1,1,TRUE,0,"Bac","Low-SES","Abroad","High ECEC covering",NA,0,0,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez d’accord","Yes","Assez d’accord","Tenon","Aucune","Bonne",93048,3,"CAP",4,FALSE,"Couple cohabitant",FALSE,"Yes",27.3,13.3,50.1,45,50.1,44,48.86351321,2.448636297,0,"Yes",1,NA,TRUE,FALSE,FALSE,"assez difficile","Oui","Oui, pour dépanner / très ponctuellement",1,49,1,"Respondent",13,"Afrique subsaharienne","Afrique subsaharienne",1,0,1,"High knowledge",0,"Low","Lower","Low coverage","CAP",2021,"MONTREUIL",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",24,3.3,27.3,1.3,13.3,8.2,21.5,50.1,59.1,0,0,1,1,0,1,"Intend and already has used ECEC","1000-1500","2500-3000",0,"No","2 or more","No","No",2023-05-09,"Yes","After January",1,"Yes","Oui, on a été rejetés","Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,"Rejected","Rejected",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.,Rejected"
11,"Wave3","R_jwO6k5NM6NAXFJd","Active","Active","Yes",28,3,NA,NA,NA,NA,NA,NA,NA,1,0,"T2",FALSE,94460,"Oui","Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"Pas du tout",FALSE,"94",0,1,TRUE,1,"Sup","High-SES","France","Low ECEC covering",NA,1,1,1,FALSE,7,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","No","Je ne sais pas","KB","Toutes","Excellente",94074,1,"Bac + 4/5",7.5,FALSE,"Couple cohabitant",FALSE,"No",16,6.2,29.5,27.8,29.4,5,48.752728069,2.461236106,0,"Yes",1,FALSE,FALSE,FALSE,TRUE,"quasiment impossible","Oui","Non",0,5,1,"Respondent",73,"En France métropolitaine","En France métropolitaine",1,0,1,"High knowledge",1,"Mid","Lower","Low coverage","Bac + 4/5",2021,"VALENTON",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",14.9,1.1,16,6.2,6.2,0.9,7.1,29.5,59.1,1,1,0,1,0,0,"Intend and already has used ECEC","1500-2000","3000-4500",0,"No","1","No","Yes",2022-12-05,"Yes","Before January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
6,"Wave5","R_jX5qtWQk0AYmV47","Inactive","Inactive",NA,39,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T1",NA,93500,"Oui","Beaucoup",FALSE,"Un peu",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"Un peu",FALSE,"93",0,NA,TRUE,NA,"Sup","High-SES","France","High ECEC covering",NA,NA,NA,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez d’accord","Yes","Très d’accord","Debré","Moitié moitié","Basique",93055,0,"Bac + 4/5",4,TRUE,"Couple cohabitant",FALSE,"Yes",24.5,9.1,41.5,38.7,41.5,48,48.898544399,2.409100445,0,"No",0,NA,FALSE,FALSE,TRUE,"quasiment impossible","Oui","Non",1,NA,0,NA,40,"En France métropolitaine","En France métropolitaine",NA,1,0,"High knowledge",1,"Low","Lower","Low coverage","Bac + 4/5",2021,"PANTIN",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",22.5,2,24.5,2.2,9.1,5.6,14.8,41.5,59.1,1,1,1,1,0,0,"Intend and has never used ECEC","1500-2000","3000-4500",7,"No","0","Yes","No",NA,"No","Don't know",0.5,"No",NA,NA,NA,NA,NA,NA,NA
8,"Wave6","R_jXcnjmVVIi7IqkD","Inactive","Inactive",NA,29,8,6,3,NA,NA,NA,NA,NA,0,0,"Control",NA,75019,"Oui","Un peu",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"Pas du tout",FALSE,"75",1,NA,TRUE,NA,"Bac","Low-SES","Abroad","Low ECEC covering",NA,NA,NA,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","Yes","Très d’accord","Debré","Moitié moitié","Bonne",75119,3,"CAP",4,FALSE,"Couple non cohabitant",FALSE,"Yes",54.4,3.5,67.7,67.5,67.7,133,48.887051437,2.384822082,0,"Yes",0,NA,FALSE,FALSE,TRUE,"très facile","Oui","Oui, pour dépanner / très ponctuellement",1,NA,0,NA,55,"Afrique subsaharienne","Afrique subsaharienne",NA,0,0,"High knowledge",0,"High","Higher","High coverage","CAP",2021,"PARIS 19E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",54,0.4,54.4,1.8,3.5,8,11.5,67.7,59.1,0,0,0,1,1,1,"Intend and already has used ECEC","700-1000","NSP",3,"Yes","2 or more","Yes","No",NA,"Yes","Don't know",1,"Yes",NA,NA,NA,NA,NA,NA,NA
5,"Wave6","R_jz12UuNokj8y9d0","Active","Active",NA,31,3,2,NA,NA,NA,NA,NA,NA,0,0,"Control",NA,93100,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"93",0,NA,TRUE,NA,"Sup","High-SES","Abroad","High ECEC covering",NA,NA,NA,1,FALSE,1,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Très d’accord","Yes","Assez d’accord","Tenon","Toutes","Bonne",93048,2,"Bac + 4/5",6,FALSE,"Couple cohabitant",FALSE,"Yes",27.3,13.3,50.1,45,50.1,44,48.86351321,2.448636297,0,"Yes",1,NA,FALSE,TRUE,FALSE,"très difficile","Oui","Non",1,NA,0,NA,34,"MENA (Maghreb +Arabie saoudite, etc.)","MENA (Maghreb +Arabie saoudite, etc.)",NA,0,0,"High knowledge",1,"Low","Lower","Low coverage","Bac + 4/5",2021,"MONTREUIL",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",24,3.3,27.3,1.3,13.3,8.2,21.5,50.1,59.1,1,0,1,1,0,0,"Intend and already has used ECEC","2000-2500","+8000",1,"No","2 or more","Yes","Yes",NA,"Yes","Don't know",1,"Yes",NA,NA,NA,NA,NA,NA,NA
8,"Wave5","R_jz1jTF53D9VFmLh","Active","Active",NA,37,15,11,9,7,NA,NA,NA,NA,0,0,"T1",NA,75020,"Oui","Beaucoup",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"75",0,NA,TRUE,NA,"Bac","Low-SES","France","Low ECEC covering",NA,NA,NA,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Très d’accord","Assez d’accord","Yes","Assez d’accord","Tenon","La plupart","Bonne",75120,4,"CAP",9,FALSE,"Couple cohabitant",FALSE,"Yes",53,5.9,65.4,63.8,65.4,171,48.863457789,2.401155799,0,"Yes",1,NA,FALSE,TRUE,FALSE,"assez difficile","Oui","Oui, de temps en temps",1,NA,0,NA,54,"En France métropolitaine","Afrique subsaharienne",NA,1,0,"High knowledge",0,"High","Higher","High coverage","CAP",2021,"PARIS 20E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",51,1.9,53,1.1,5.9,5.5,11.3,65.4,59.1,0,1,0,1,1,0,"Intend and already has used ECEC","- 500","- 500",3,"Yes","2 or more","Yes","Yes",NA,"Yes","Don't know",1,"Yes",NA,NA,NA,NA,NA,NA,NA
8,"Wave6","R_jZtD1tHVvsPJ3kd","Inactive","Inactive","Yes",37,8,NA,NA,NA,NA,NA,NA,NA,0,0,"T2",FALSE,93300,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"93",1,0,TRUE,0,"Bac","Low-SES","France","Low ECEC covering",NA,0,0,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Très d’accord","Assez en désaccord","Yes","Très d’accord","Bichat","Une minorité","Bonne",93001,1,"CAP",8,FALSE,"Couple cohabitant",FALSE,"No",14.3,5.2,22,20.6,22,25,48.912490578,2.384529976,0,"Yes",0,NA,FALSE,FALSE,TRUE,"assez difficile","Oui","Oui, de temps en temps",0,0,1,"Respondent",55,"En France métropolitaine","MENA (Maghreb +Arabie saoudite, etc.)",1,0,1,"High knowledge",0,"Low","Lower","Low coverage","CAP",2021,"AUBERVILLIERS",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",14,0.4,14.3,1.5,5.2,1,6.1,22,59.1,0,1,0,1,0,1,"Intend and already has used ECEC","- 500","5000-6000",6,"No","1","Yes","No",2022-12-31,"Yes","Before January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
1,"Wave6","R_jzZNYTafz8tI3WJ","Inactive","Inactive",NA,36,2,NA,NA,NA,NA,NA,NA,NA,0,0,"T2",NA,93100,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"93",1,NA,FALSE,NA,"Bac","Low-SES","France","High ECEC covering",NA,NA,NA,1,FALSE,1,"français","pas de doutes sur la compréhension des questions","Assez en désaccord","Assez en désaccord","Yes","Assez d’accord","Debré","Toutes","Bonne",93048,1,"Bac",8,FALSE,"Famille monoparentale",TRUE,"Yes",27.3,13.3,50.1,45,50.1,44,48.86351321,2.448636297,0,"No",0,NA,FALSE,FALSE,TRUE,"très difficile","Oui","Oui, autant que nécessaire",1,0,0,NA,6,"En France métropolitaine",NA,NA,0,1,"High knowledge",0,"Low","Lower","Low coverage","Bac",2021,"MONTREUIL",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",24,3.3,27.3,1.3,13.3,8.2,21.5,50.1,59.1,0,1,1,1,0,1,"Else","700-1000",NA,3,NA,"1","Yes","Yes",NA,"Yes","Don't know",1,"Yes",NA,NA,NA,NA,NA,NA,NA
10,"Wave1","R_k2aKTUXbag6pNok","Inactive","Inactive","Yes",29,3,NA,NA,NA,NA,NA,NA,NA,0,0,"T1",FALSE,75020,"Oui","Beaucoup",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"75",1,0,FALSE,0,"Sup","High-SES","Abroad","Low ECEC covering",1,1,1,1,FALSE,5,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","No","Je ne sais pas","Tenon","Ne sait pas","Basique",75120,1,"Bac + 4/5",8,FALSE,"Couple cohabitant",FALSE,"No",53,5.9,65.4,63.8,65.4,171,48.863457789,2.401155799,0,"No",0,NA,FALSE,FALSE,TRUE,"très difficile","Non","Oui, autant que nécessaire",0,NA,1,"Respondent",64,"MENA (Maghreb +Arabie saoudite, etc.)","MENA (Maghreb +Arabie saoudite, etc.)",1,1,0,"High knowledge",1,"High","Higher","High coverage","Bac + 4/5",2021,"PARIS 20E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",51,1.9,53,1.1,5.9,5.5,11.3,65.4,59.1,1,0,0,1,1,1,"Else","- 500","1000-1500",NA,"Yes","1","No","No",2022-12-03,"Yes","Before January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
