"strata","Which_wave","ResponseId","Act3","ActiveBaseline","AffordSubsidiesEndline","Age","AgeChild1","AgeChild2","AgeChild3","AgeChild4","AgeChild5","AgeChild6","AgeChild7","AgeChild8","AppAssMat","AppCreche","Assignment","BabyFemale","CodePostalBaseline","ComputerYN","DeprivBills","DeprivBillsIrrelevant","DeprivClothes","DeprivClothesIrrelevant","DeprivFood","DeprivFoodIrrelevant","DeprivHolidays","DeprivHolidaysIrrelevant","DeprivHousing","DeprivHousingIrrelevant","Dep","Discount501or0","ECSApp","ECSPlanToBaseline","ECSUseYes","Educ","Educ2","FrenchYNBaseline","HighLowECECBaseline","HigherThanMeadianISEIFather","HigherThanMeadianISEIMother","HigherThanMeadianSESIndex","KnowsCreche","KnowsCrecheOnly","KnownNbTypeECS","LanguageBaseline","LevelComprehensionExPost","LikertAccessInfoBaseline","LikertAccessSoc","LikertReturnHK1or0","LikertReturnHKBaseline","MaternityWardBaseline","NormsBaseline","LevelInfoSubExPost","NUMCOMBaseline","NumberChildren","OrderedEduc.x","PregMonth","Primipare","Relationship","SingleMum","Suivi_administratif","Taux.de.couv.EAJE...ensemble","Taux.de.couv.assistantes.maternelles","Taux.de.couv.global","TAUXCOUV_COM","tauxcouv_com","nbr_city_baseline","latitude","longitude","UseCreche","UsedECEC","WorkBefore","WorkMotherReduced","WorkNoPlan","WorkPlanNotTo","WorkPlanTo","AccessEasyBaseline","AccessHoursBaseline","AccessInformalCareBaseline","Suivi_administratif1_0","TotalMinutes_AdminSupport","Responded","ResponseStatus","StrataWave","BirthPlace","BirthPlace2","AffordSubsidiesEndline1or0","T1","T2","InfoBaseline","HighEduc","DepCov","DepHighLow","HighLowCoverageGlobal","OrderedEduc","Date.référence","Nom.commune","Numéro.EPCI","Nom.EPCI","Numéro.Département","Nom.Département","Taux.de.couv.EAJE.PSU","Taux.de.couv.hors.EAJE.PSU","Taux.de.couv.EAJE...ensemble_2021","Taux.de.couv.préscolarisation","Taux.de.couv.assistantes.maternelles_2021","Taux.de.couv.salarié.à.domicile","Taux.de.couv.accueil.individuel...ensemble","Taux.de.couv.global_2021","NationalAvgTauxCouv2021","High_SES","NoMigrationBackground","HighCoverageBaseline","High_knowledge","HighCoverage_total","PresentOrientated","IntendUse","Income","FmlyIncome","NormsOpposedN","FmilyEarnLessThan2500","NumberOfChildren3","NormsOpposedYes","DescriptiveNorms","BabyBirthDate","TrustCreche1or0","BabyBornJanuary","AttitudesScore","AttitudeScoreMoreThanMedian","ECSNoECSAppAnswer","ECSIdealNotReason","ECSIdealNotReason_5_TEXT","ECSNoECSAppAnswer_simple","ECSNoECSAppAnswer_long","ECSIdealNotReason_recoded","ECSIdealNotReasonClean"
8,"Wave3","R_0c8MMVCrzPVHkpL","Active","Active",NA,33,2,NA,NA,NA,NA,NA,NA,NA,0,0,"Control",TRUE,94200,"Non","Un peu",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"Pas du tout",FALSE,"94",1,NA,TRUE,NA,"Bac","Low-SES","Abroad","Low ECEC covering",NA,NA,NA,1,TRUE,1,"anglais","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","Yes","Très d’accord","KB","Moitié moitié","Basique",94041,1,"Bac",8,FALSE,"Couple cohabitant",FALSE,"No",33.1,12.2,50.5,49.2,50.4,46,48.8122892,2.387712363,0,"Yes",1,NA,FALSE,FALSE,TRUE,"très facile","Oui","Non",0,NA,0,NA,52,"Asie (hors MENA)","Asie (hors MENA)",NA,0,0,"High knowledge",0,"Mid","Lower","Low coverage","Bac",2021,"IVRY SUR SEINE",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",29.2,3.9,33.1,3.2,12.2,2,14.2,50.5,59.1,0,0,0,1,0,1,"Intend and already has used ECEC","1000-1500","2000-2500",0,"Yes","1","No","No",2022-11-17,"Yes","Before January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
12,"Wave5","R_0Ch1O1PhS2ikYti","Active","Active","Yes",23,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"T1",FALSE,93700,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"93",0,1,TRUE,1,"Sup","High-SES","France","Low ECEC covering",0,1,1,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Assez en désaccord","Assez en désaccord","No","Assez en désaccord","Tenon","Ne sait pas","Bonne",93029,0,"Bac + 3",5,TRUE,"Couple cohabitant",FALSE,"No",14,7.9,22.5,20.9,22.5,8,48.923469067,2.444562389,0,"No",1,FALSE,FALSE,FALSE,TRUE,"très difficile","Oui","Oui, pour dépanner / très ponctuellement",0,NA,1,"Respondent",82,"En France métropolitaine","MENA (Maghreb +Arabie saoudite, etc.)",1,1,0,"High knowledge",1,"Low","Lower","Low coverage","Bac + 3",2021,"DRANCY",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",13.8,0.2,14,0,7.9,0.7,8.5,22.5,59.1,1,1,0,1,0,0,"Intend and has never used ECEC","Ne veut pas répondre","Ne veut pas répondre",5,"No","0","Yes","No",2023-03-08,"Yes","After January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
1,"Wave5","R_0CiQWan2P2xrrVY","Active","Active",NA,32,12,7,NA,NA,NA,NA,NA,NA,0,0,"T1",NA,93170,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"93",1,NA,FALSE,NA,"Bac","Low-SES","France","High ECEC covering",NA,NA,NA,1,FALSE,1,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","No","Très en désaccord","Debré","La plupart","Basique",93006,2,"Bac",9,FALSE,"Couple cohabitant",FALSE,"Yes",27.5,12.9,45.9,36.2,45.9,27,48.869038019,2.422697136,0,"No",1,NA,FALSE,FALSE,TRUE,"très difficile","Oui","Oui, autant que nécessaire",1,NA,0,NA,5,"En France métropolitaine","En France métropolitaine",NA,1,0,"High knowledge",0,"Low","Lower","Low coverage","Bac",2021,"BAGNOLET",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",25.9,1.6,27.5,2.5,12.9,3.1,15.9,45.9,59.1,0,1,1,1,0,1,"Else","1000-1500","2500-3000",5,"No","2 or more","Yes","Yes",NA,"No","Don't know",0,"No",NA,NA,NA,NA,NA,NA,NA
5,"Wave2","R_0CoqS8HXA4uwBny","Active","Active","Yes",29,4,NA,NA,NA,NA,NA,NA,NA,0,1,"Control",FALSE,75012,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"75",0,1,TRUE,1,"Sup","High-SES","Abroad","High ECEC covering",0,1,1,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","No","Je ne sais pas","Trousseau","Toutes","Bonne",75112,1,"Bac + 4/5",9,FALSE,"Couple cohabitant",FALSE,"No",67.6,8.3,85.5,83.3,85.5,56,48.834961818,2.42138541,1,"Yes",1,FALSE,FALSE,FALSE,TRUE,"très difficile","Non","Oui, de temps en temps",0,NA,1,"Respondent",30,"Europe/Amérique du Nord, Australie","Europe/Amérique du Nord, Australie",1,0,0,"High knowledge",1,"High","Higher","High coverage","Bac + 4/5",2021,"PARIS 12E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",61.5,6,67.6,0.4,8.3,9.2,17.5,85.5,59.1,1,0,1,1,1,0,"Intend and already has used ECEC","2500-3000","3000-4500",0,"No","1","No","Yes",2022-10-15,"Yes","Before January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
12,"Wave1","R_0CSZVVwUIMipFKq","Active","Active","Yes",41,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"T2",FALSE,75019,"Oui","Pas du tout",FALSE,"Un peu",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"75",0,1,TRUE,1,"Sup","High-SES","France","Low ECEC covering",1,1,1,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","No","Je ne sais pas","Necker","La plupart","Basique",75119,0,"+ Bac+5",6,TRUE,"Couple cohabitant",FALSE,"No",54.4,3.5,67.7,67.5,67.7,133,48.887051437,2.384822082,1,"No",1,FALSE,FALSE,FALSE,TRUE,"très difficile","Oui","Non",0,1,1,"Respondent",78,"Dans un territoire français d’outre-mer","En France métropolitaine",1,0,1,"High knowledge",1,"High","Higher","High coverage","+ Bac+5",2021,"PARIS 19E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",54,0.4,54.4,1.8,3.5,8,11.5,67.7,59.1,1,1,0,1,1,0,"Intend and has never used ECEC","4500-5000","7000-8000",0,"No","0","No","Yes",2022-10-17,"Yes","Before January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
5,"Wave3","R_0cVmkmqhLI3FTeM","Active","Active","Yes",42,9,5,NA,NA,NA,NA,NA,NA,1,1,"Control",TRUE,94700,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"94",0,1,TRUE,1,"Sup","High-SES","France","High ECEC covering",1,1,1,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Très d’accord","Assez d’accord","Yes","Très d’accord","Créteil","La plupart","Bonne",94046,2,"Bac + 4/5",4,FALSE,"Couple cohabitant",FALSE,"No",33.3,21.6,61.8,57,61.8,7,48.806206275,2.438053127,0,"Yes",1,TRUE,FALSE,FALSE,TRUE,"assez difficile","Non","Oui, pour dépanner / très ponctuellement",0,NA,1,"Respondent",31,"En France métropolitaine","Asie (hors MENA)",1,0,0,"High knowledge",1,"Mid","Lower","High coverage","Bac + 4/5",2021,"MAISONS ALFORT",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",30.3,3,33.3,0,21.6,6.9,28.5,61.8,59.1,1,1,1,1,1,0,"Intend and already has used ECEC","2000-2500","4500-5000",0,"No","2 or more","No","Yes",2023-02-19,"Yes","After January",1,"Yes",NA,"Mais mes horaires de travail ne sont pas compatibles avec les horaires du mode de garde que je préférais.",NA,NA,NA,NA,"Mais mes horaires de travail ne sont pas compatibles avec les horaires du mode de garde que je préférais."
5,"Wave6","R_0E55tOcSR32mGiQ","Active","Active","Yes",37,2,NA,NA,NA,NA,NA,NA,NA,0,0,"T1",FALSE,94320,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"94",0,1,TRUE,1,"Sup","High-SES","France","High ECEC covering",1,1,1,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","Yes","Très d’accord","KB","Toutes","Bonne",94073,1,"+ Bac+5",4,FALSE,"Couple cohabitant",FALSE,"No",31.3,14.1,47.4,52.4,47.4,25,48.760790808,2.385495992,0,"Yes",1,FALSE,FALSE,FALSE,TRUE,"assez difficile","Oui","Oui, autant que nécessaire",0,NA,1,"Respondent",34,"En France métropolitaine","Afrique subsaharienne",1,1,0,"High knowledge",1,"Mid","Lower","Low coverage","+ Bac+5",2021,"THIAIS",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",26.1,5.1,31.3,0.8,14.1,1.2,15.3,47.4,59.1,1,1,1,1,0,0,"Intend and already has used ECEC","3000-4500","5000-6000",0,"No","1","No","Yes",2023-05-07,"Yes","After January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
7,"Wave4","R_0eEWzGoFZtxDYt6","Active","Active","Yes",30,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Control",FALSE,75019,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"Pas du tout",FALSE,"75",0,1,FALSE,0,"Bac","Low-SES","Abroad","Low ECEC covering",0,0,0,1,FALSE,1,"français","pas de doutes sur la compréhension des questions","Assez en désaccord","Très d’accord","Yes","Très d’accord","Debré","La plupart","Aucun ou très bas",75119,0,"CAP",7,TRUE,"Couple cohabitant",FALSE,"No",54.4,3.5,67.7,67.5,40.5,133,48.626896994,2.43011442,0,"No",1,NA,TRUE,FALSE,FALSE,"assez facile","Oui","Non",0,NA,1,"Respondent",46,"Afrique subsaharienne","En France métropolitaine",1,0,0,"Low knowledge",0,"High","Higher","High coverage","CAP",2021,"PARIS 19E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",54,0.4,54.4,1.8,3.5,8,11.5,67.7,59.1,0,0,0,0,1,0,"Else","1500-2000","3000-4500",0,"No","0","No","Yes",2022-12-19,"Yes","Before January",1,"Yes","Oui, on a été rejetés","Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,"Rejected","Rejected",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.,Rejected"
12,"Wave1","R_0fAz75mVEqqpYZk","Active","Active","Yes",34,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"T2",FALSE,75014,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"75",0,1,TRUE,1,"Sup","High-SES","France","Low ECEC covering",1,1,1,1,FALSE,5,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","Yes","Assez d’accord","Necker","La plupart","Excellente",75114,0,"+ Bac+5",8,TRUE,"Couple cohabitant",FALSE,"Yes",53.2,5.9,67.9,69.9,67.9,10,48.829262233,2.326537267,1,"No",1,NA,FALSE,FALSE,TRUE,"assez difficile","Oui","Oui, pour dépanner / très ponctuellement",1,22,1,"Respondent",78,"En France métropolitaine","En France métropolitaine",1,0,1,"High knowledge",1,"High","Higher","High coverage","+ Bac+5",2021,"PARIS 14E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",49.2,4,53.2,1.2,5.9,7.6,13.5,67.9,59.1,1,1,0,1,1,0,"Intend and has never used ECEC","Ne veut pas répondre","Ne veut pas répondre",0,"No","0","No","Yes",2022-10-11,"Yes","Before January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
9,"Wave3","R_0FOGPcEx6kj6SFn","Inactive","Inactive",NA,28,5,3,1,NA,NA,NA,NA,NA,0,0,"T2",NA,94000,"Non","Beaucoup",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"Pas du tout",FALSE,"94",0,NA,TRUE,NA,"Bac","Low-SES","Abroad","Low ECEC covering",NA,NA,NA,1,TRUE,1,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Très en désaccord","Yes","Très d’accord","Créteil","Une minorité","Aucun ou très bas",94028,3,"Brevet",7,FALSE,"Couple cohabitant",FALSE,"No",36.9,7.7,49.4,48.4,49.3,87,48.783768446,2.454728618,0,"No",0,NA,FALSE,FALSE,TRUE,"quasiment impossible","Non, mais on prendra un autre mode de garde en plus","Non",0,14,0,NA,59,"Afrique subsaharienne","Afrique subsaharienne",NA,0,1,"Low knowledge",0,"Mid","Lower","Low coverage","Brevet",2021,"CRETEIL",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",36.2,0.8,36.9,2.8,7.7,2,9.6,49.4,59.1,0,0,0,0,0,0,"Intend and has never used ECEC","- 500","1000-1500",0,"Yes","2 or more","No","No",NA,"Yes","Don't know",1,"Yes",NA,NA,NA,NA,NA,NA,NA
8,"Wave3","R_0GaDm8Eynwm0YBz","Active","Active","Yes",36,4,NA,NA,NA,NA,NA,NA,NA,0,1,"T2",TRUE,94470,"Oui","Beaucoup",FALSE,"Un peu",FALSE,"Un peu",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"94",0,1,TRUE,1,"Bac","Low-SES","France","Low ECEC covering",NA,0,0,1,FALSE,5,"français","pas de doutes sur la compréhension des questions","Assez en désaccord","Assez d’accord","Yes","Assez d’accord","Créteil","La plupart","Bonne",94004,1,"Bac",4,FALSE,"Famille monoparentale",TRUE,"No",27.5,20.5,48.4,43.3,48.3,7,48.747047399,2.525046124,1,"Yes",1,FALSE,FALSE,FALSE,TRUE,"quasiment impossible","Oui","Oui, pour dépanner / très ponctuellement",0,14,1,"Respondent",52,"En France métropolitaine",NA,1,0,1,"High knowledge",0,"Mid","Lower","Low coverage","Bac",2021,"BOISSY SAINT LEGER",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",24.7,2.8,27.5,0,20.5,0.4,20.9,48.4,59.1,0,1,0,1,0,0,"Intend and already has used ECEC","1000-1500",NA,0,NA,"1","No","Yes",2023-03-20,"Yes","After January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
8,"Wave2","R_0gpaNkpLT4ISEXo","Active","Active","Yes",35,9,NA,NA,NA,NA,NA,NA,NA,1,1,"Control",FALSE,94110,"Non","Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"94",1,1,TRUE,0,"Bac","Low-SES","Abroad","Low ECEC covering",NA,0,0,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très en désaccord","Yes","Très d’accord","KB","Une minorité","Bonne",94003,1,"Bac",7,FALSE,"Famille monoparentale",TRUE,"No",30.5,14,49,46.8,49,8,48.805418818,2.334016124,0,"Yes",0,FALSE,FALSE,FALSE,TRUE,"très difficile","Oui","Non",0,NA,1,"Respondent",51,"Afrique subsaharienne",NA,1,0,0,"High knowledge",0,"Mid","Lower","Low coverage","Bac",2021,"ARCUEIL",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",27.5,3,30.5,1.9,14,2.6,16.6,49,59.1,0,0,0,1,0,1,"Intend and already has used ECEC","1000-1500",NA,0,NA,"1","No","No",2022-11-29,"Yes","Before January",1,"Yes","Oui, on a été rejetés","Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,"Rejected","Rejected",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.,Rejected"
8,"Wave3","R_0iGAQixndrt6jz2","Active","Active","Yes",25,7,5,2,NA,NA,NA,NA,NA,0,1,"Control",TRUE,75018,"Oui","Beaucoup",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"Pas du tout",FALSE,"75",0,1,TRUE,1,"Bac","Low-SES","France","Low ECEC covering",NA,0,0,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez d’accord","Yes","Très d’accord","Bichat","Moitié moitié","Basique",75118,3,"Bac",4,FALSE,"Couple cohabitant",FALSE,"No",53.7,5,72.3,66.9,72.3,77,48.892570317,2.348176598,1,"Yes",1,FALSE,FALSE,FALSE,TRUE,"très difficile","Oui","Non",0,NA,1,"Respondent",52,"En France métropolitaine","Afrique subsaharienne",1,0,0,"High knowledge",0,"High","Higher","High coverage","Bac",2021,"PARIS 18E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",49.9,3.8,53.7,1.3,5,12.3,17.3,72.3,59.1,0,1,0,1,1,0,"Intend and already has used ECEC","500-700","700-1000",5,"Yes","2 or more","Yes","No",2023-03-14,"Yes","After January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
11,"Wave5","R_0jg5xKLyLtRsIsi","Active","Active",NA,34,11,4,2,NA,NA,NA,NA,NA,0,0,"T1",NA,93300,"Oui","Un peu",FALSE,"Un peu",FALSE,"Un peu",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"93",0,NA,TRUE,NA,"Sup","High-SES","France","Low ECEC covering",NA,NA,NA,1,FALSE,4,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Très en désaccord","No","Très en désaccord","Debré","Une minorité","Bonne",93001,3,"Bac +2",6,FALSE,"Couple cohabitant",FALSE,"No",14.3,5.2,22,20.6,22,25,48.912490578,2.384529976,0,"Yes",1,NA,TRUE,FALSE,FALSE,"très difficile","Oui","Non",0,NA,0,NA,75,"En France métropolitaine","MENA (Maghreb +Arabie saoudite, etc.)",NA,1,0,"High knowledge",1,"Low","Lower","Low coverage","Bac +2",2021,"AUBERVILLIERS",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",14,0.4,14.3,1.5,5.2,1,6.1,22,59.1,1,1,0,1,0,0,"Intend and already has used ECEC","1000-1500","1500-2000",5,"Yes","2 or more","Yes","No",NA,"No","Don't know",0,"No",NA,NA,NA,NA,NA,NA,NA
12,"Wave5","R_0jyR2K3votr1Zjy","Active","Active","Yes",31,1,NA,NA,NA,NA,NA,NA,NA,0,1,"T2",FALSE,75018,"Oui","Beaucoup",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"75",1,1,TRUE,1,"Sup","High-SES","France","Low ECEC covering",NA,0,0,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez en désaccord","Yes","Assez d’accord","Bichat","Une minorité","Bonne",75118,1,"Bac +2",9,FALSE,"Famille monoparentale",TRUE,"No",53.7,5,72.3,66.9,72.3,77,48.892570317,2.348176598,1,"No",1,NA,FALSE,FALSE,TRUE,"très difficile","Oui","Oui, pour dépanner / très ponctuellement",0,0,1,"Respondent",82,"En France métropolitaine",NA,1,0,1,"High knowledge",1,"High","Higher","High coverage","Bac +2",2021,"PARIS 18E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",49.9,3.8,53.7,1.3,5,12.3,17.3,72.3,59.1,1,1,0,1,1,1,"Intend and has never used ECEC","500-700",NA,3,NA,"1","Yes","No",2022-11-21,"Yes","Before January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
1,"Wave5","R_0K2AmuKFzpatsvA","Inactive","Inactive",NA,36,21,13,12,9,4,NA,NA,NA,0,0,"T2",NA,94230,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"94",0,NA,FALSE,NA,"Bac","Low-SES","Abroad","High ECEC covering",NA,NA,NA,1,FALSE,1,"français","quelques doutes sur la compréhension des questions","Je ne sais pas","Très d’accord","No","Je ne sais pas","KB","Une minorité","Aucun ou très bas",94016,5,"No school",6,FALSE,"Couple cohabitant",FALSE,"Yes",32.5,22,60.2,55.5,60.3,10,48.791662561,2.332077446,0,"No",0,NA,FALSE,TRUE,FALSE,"je ne sais pas","Je ne sais pas encore","Oui, de temps en temps",1,2,0,NA,5,"Afrique subsaharienne","Afrique subsaharienne",NA,0,1,"Low knowledge",0,"Mid","Lower","High coverage","No school",2021,"CACHAN",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",30.4,2.1,32.5,1.8,22,3.9,25.9,60.2,59.1,0,0,1,0,1,0,"Else","- 500","2000-2500",NA,"Yes","2 or more","No","No",NA,"No","Don't know",0,"No",NA,NA,NA,NA,NA,NA,NA
2,"Wave4","R_0kalKD9c8AzOcLF","Active","Active","Yes",36,35,NA,NA,NA,NA,NA,NA,NA,1,1,"T2",TRUE,94800,"Oui","Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"94",0,1,TRUE,1,"Bac","Low-SES","France","High ECEC covering",1,1,1,1,FALSE,6,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez d’accord","Yes","Assez d’accord","KB","Toutes","Basique",94076,1,"Bac",9,FALSE,"Couple cohabitant",FALSE,"Yes",33.9,14.4,54.6,52.6,54.6,55,48.792392355,2.35987795,0,"Yes",1,FALSE,FALSE,FALSE,TRUE,"impossible","Oui","Oui, pour dépanner / très ponctuellement",1,30,1,"Respondent",11,"En France métropolitaine","En France métropolitaine",1,0,1,"High knowledge",0,"Mid","Lower","High coverage","Bac",2021,"VILLEJUIF",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",31.9,2.1,33.9,3.7,14.4,2.6,17,54.6,59.1,0,1,1,1,1,0,"Intend and already has used ECEC","1500-2000","3000-4500",0,"No","1","No","Yes",2022-11-17,"Yes","Before January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
7,"Wave7","R_0kJcKDXtraE7gzr","Active","Active","Yes",24,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T2",TRUE,75019,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"75",1,0,FALSE,0,"Bac","Low-SES","France","Low ECEC covering",NA,0,0,1,FALSE,1,"français","pas de doutes sur la compréhension des questions","Très en désaccord","Très d’accord","Yes","Très d’accord","Bichat","Aucune","Basique",75119,0,"CAP",6,TRUE,"Couple cohabitant",FALSE,"No",54.4,3.5,67.7,67.5,67.7,133,48.887051437,2.384822082,0,"No",1,NA,TRUE,FALSE,FALSE,"assez facile","Oui","Oui, autant que nécessaire",0,0,1,"Respondent",49,"En France métropolitaine","MENA (Maghreb +Arabie saoudite, etc.)",1,0,1,"High knowledge",0,"High","Higher","High coverage","CAP",2021,"PARIS 19E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",54,0.4,54.4,1.8,3.5,8,11.5,67.7,59.1,0,1,0,1,1,1,"Else","1500-2000","5000-6000",4,"No","0","Yes","No",2023-03-28,"Yes","After January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
10,"Wave1","R_0kMuz0WetGXuuFP","Inactive","Inactive","Yes",36,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Control",TRUE,75014,"Non","Un peu",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"Un peu",FALSE,"Un peu",FALSE,"75",1,0,FALSE,0,"Sup","High-SES","Abroad","Low ECEC covering",0,0,0,0,FALSE,0,"arabe","quelques doutes sur la compréhension des questions","Assez d’accord","Assez en désaccord","Yes","Très d’accord","Tenon","Une minorité","Aucun ou très bas",75114,0,"Bac + 4/5",8,TRUE,"Couple cohabitant",FALSE,"No",53.2,5.9,67.9,69.9,67.9,10,48.829262233,2.326537267,0,"No",0,NA,FALSE,FALSE,TRUE,"je ne sais pas","Oui","Non",0,NA,1,"Respondent",64,"MENA (Maghreb +Arabie saoudite, etc.)","MENA (Maghreb +Arabie saoudite, etc.)",1,0,0,"Low knowledge",1,"High","Higher","High coverage","Bac + 4/5",2021,"PARIS 14E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",49.2,4,53.2,1.2,5.9,7.6,13.5,67.9,59.1,1,0,0,0,1,1,"Else","- 500","1000-1500",8,"Yes","0","Yes","No",2022-10-19,"Yes","Before January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
