Subj,Finished,punishPolice,punishMoney,blamePerson,dichot,moralPerson,moralAction,competence,youNotice,youFine,youPolice,Gender,Age,Ethnicity.race,PolFac_1,PolFac_2,PolFac_3,scenariosDO,sceneType
133,1,2,1,5,0,5,2,2,2,1,1,2,34,4,7,7,5,prAndSn,loitering
134,1,2,2,6,1,2,2,5,4,4,5,2,54,4,2,3,3,prAlone,loitering
135,1,3,1,6,0,4,3,4,5,1,1,2,38,4,5,5,6,prAlone,loitering
136,1,1,3,3,0,1,1,4,1,1,1,1,53,4,2,2,2,prAlone,loitering
137,1,3,2,5,0,3,3,5,6,2,3,2,26,4,7,7,7,prAlone,loitering
138,1,2,2,6,1,4,2,5,4,2,2,1,44,6,3,3,5,prAndSn,loitering
139,1,2,1,1,0,2,2,4,4,2,2,2,37,4,6,6,7,prAlone,loitering
140,1,3,2,5,0,1,2,4,1,1,1,1,18,4,5,6,2,prAlone,loitering
141,1,4,4,6,0,4,2,4,4,1,1,2,30,4,6,7,5,prAndSn,loitering
142,1,2,3,4,0,1,1,1,2,1,1,1,32,4,6,6,6,prAlone,loitering
143,1,4,4,7,0,3,2,2,5,1,1,2,26,4,7,7,7,prAndSn,loitering
144,1,4,3,3,1,4,5,4,4,4,4,1,24,5,4,4,4,prAlone,loitering
145,1,4,4,4,1,4,4,4,4,4,4,2,21,4,5,5,3,prAndSn,loitering
146,1,2,2,2,0,4,3,4,2,2,2,2,38,4,7,7,7,prAlone,loitering
147,1,3,3,3,1,3,2,4,3,4,3,2,48,4,6,6,6,prAndSn,loitering
148,1,2,3,7,1,7,6,3,5,1,1,1,29,4,3,3,5,prAndSn,loitering
149,1,3,5,6,1,3,4,2,6,1,4,2,30,7,5,6,5,prAndSn,loitering
150,1,5,5,6,1,2,1,2,3,1,2,1,19,4,5,5,5,prAndSn,loitering
151,1,2,2,2,0,3,1,2,5,1,1,2,30,4,7,7,6,prAndSn,loitering
152,1,1,1,2,0,2,2,4,3,1,1,2,31,7,6,6,6,prAlone,loitering
153,1,2,2,2,1,4,4,4,2,2,2,2,25,4,7,7,6,prAlone,loitering
154,1,2,3,5,1,4,1,4,4,4,4,2,49,4,4,4,4,prAndSn,loitering
155,1,4,5,7,0,3,3,4,3,4,2,2,30,4,3,3,3,prAlone,loitering
156,1,3,2,2,0,3,2,2,7,2,4,2,28,4,6,7,4,prAndSn,loitering
157,1,2,2,4,0,6,3,4,4,1,1,2,21,4,5,5,5,prAndSn,loitering
158,1,5,3,5,1,4,5,5,4,5,5,1,22,4,4,4,4,prAndSn,loitering
159,1,1,1,4,0,5,5,4,7,1,1,1,22,5,2,2,3,prAlone,loitering
160,1,3,3,3,0,2,3,4,2,2,3,2,26,4,7,7,7,prAlone,loitering
161,1,5,3,5,1,4,5,6,1,1,1,2,40,4,6,6,3,prAlone,loitering
162,1,5,3,6,1,3,3,3,5,1,1,1,26,5,3,4,3,prAlone,loitering
163,1,1,1,1,0,5,2,1,1,1,1,2,32,4,7,7,6,prAndSn,loitering
164,1,2,1,2,0,4,1,4,2,2,2,2,33,4,5,6,5,prAndSn,loitering
165,1,7,7,7,0,4,1,7,1,1,1,2,33,4,6,7,5,prAlone,loitering
166,1,5,5,5,1,5,5,3,5,5,5,1,24,5,3,3,3,prAndSn,loitering
167,1,3,2,6,0,7,3,4,2,1,1,2,31,4,6,5,5,prAndSn,loitering
168,1,3,1,6,0,1,2,4,3,2,3,1,28,8,4,4,5,prAlone,loitering
169,1,4,5,5,1,4,5,5,3,4,4,1,22,4,4,4,4,prAlone,loitering
170,1,3,2,7,0,4,1,4,3,1,1,1,59,4,2,2,1,prAndSn,loitering
171,1,2,2,1,0,1,1,4,5,4,4,3,22,8,7,7,7,prAlone,loitering
172,1,3,4,4,0,6,3,3,1,1,1,2,30,4,7,6,6,prAndSn,loitering
173,1,5,3,4,0,5,3,4,3,4,4,1,22,4,4,4,4,prAlone,loitering
174,1,1,1,2,0,1,1,4,7,1,1,2,50,4,7,7,5,prAlone,loitering
175,1,4,1,1,0,4,1,7,7,1,1,2,58,5,5,5,5,prAndSn,loitering
176,1,2,1,5,1,1,1,6,1,1,1,1,40,4,6,6,3,prAlone,loitering
177,1,7,7,7,1,4,4,3,3,3,3,1,33,4,5,5,5,prAlone,loitering
178,1,7,7,7,1,7,7,7,7,7,7,2,30,6,6,6,6,prAndSn,loitering
179,1,2,2,2,0,3,2,4,2,2,2,1,34,4,7,7,7,prAlone,loitering
180,1,5,6,5,1,5,6,6,6,4,6,1,NA,4,6,6,6,prAlone,loitering
181,1,4,1,1,1,7,2,3,5,2,2,1,19,7,5,5,5,prAndSn,loitering
182,1,4,4,5,0,2,2,5,3,4,3,1,25,4,5,5,3,prAlone,loitering
183,1,1,1,3,0,2,1,5,4,1,2,1,58,4,7,7,7,prAlone,loitering
184,1,2,2,5,0,4,3,4,3,3,3,2,37,4,6,6,6,prAlone,loitering
185,1,1,1,1,0,4,1,4,5,3,3,2,NA,4,4,4,5,prAlone,loitering
186,1,4,2,7,1,7,6,6,6,7,5,1,29,4,6,5,3,prAndSn,loitering
187,1,4,2,7,1,4,2,3,4,1,3,2,28,4,5,4,4,prAlone,loitering
188,1,3,3,6,1,1,1,3,4,2,1,2,25,4,6,7,6,prAlone,loitering
189,1,1,2,6,0,4,4,3,6,3,4,1,30,4,6,6,5,prAlone,loitering
190,1,2,2,4,0,2,1,4,2,1,1,1,39,4,7,7,7,prAlone,loitering
191,1,6,4,5,1,5,3,2,2,2,2,1,34,7,6,6,NA,prAndSn,loitering
192,1,7,7,7,1,1,4,4,4,4,4,2,39,4,4,4,4,prAndSn,loitering
193,1,5,7,7,1,4,4,5,6,5,4,1,27,4,6,6,6,prAlone,loitering
194,1,2,2,7,0,4,2,3,1,1,1,1,60,4,7,7,7,prAndSn,loitering
195,1,7,7,7,1,6,5,1,2,1,1,1,31,5,5,5,3,prAndSn,loitering
196,1,3,3,7,1,2,2,4,2,2,2,2,56,4,3,5,1,prAlone,loitering
197,1,3,5,4,0,2,2,4,3,2,2,1,42,4,5,5,6,prAlone,loitering
198,1,2,2,3,0,1,1,4,3,1,1,1,30,8,5,3,6,prAlone,loitering
199,1,2,1,4,0,2,1,4,1,1,1,3,24,4,7,7,7,prAlone,loitering
200,1,2,2,2,1,4,2,3,2,2,2,1,36,4,7,7,7,prAndSn,loitering
201,1,2,1,4,0,1,1,4,2,1,1,2,46,4,6,6,5,prAlone,loitering
202,1,2,1,2,0,1,1,4,3,1,1,1,36,4,4,5,4,prAlone,loitering
203,1,1,1,1,0,1,1,4,2,1,1,2,34,4,5,6,5,prAlone,loitering
204,1,6,4,4,1,4,4,4,4,4,5,1,29,4,2,2,2,prAndSn,loitering
205,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prAlone,loitering
206,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prAndSn,loitering
207,0,2,1,2,0,1,2,4,7,4,4,NA,NA,NA,NA,NA,NA,prAlone,loitering
